,타자명,타수,득점,안타,타점,홈런,볼넷,삼진,타율,연도,월,일,소속팀,상대팀,경기장,matchid
22,김원석,3,0,2,0,0,0,1,0.281,2017,06,27,한화,KT,홈,20170627KTHH02017
23,이대형,4,1,1,0,0,0,0,0.277,2017,06,27,한화,KT,원정,20170627KTHH02017
24,정현,0,0,0,0,0,0,0,0.256,2017,06,27,한화,KT,원정,20170627KTHH02017
25,이진영,3,0,2,0,0,0,0,0.288,2017,06,27,한화,KT,원정,20170627KTHH02017
26,남태혁,1,0,0,0,0,0,1,0.100,2017,06,27,한화,KT,원정,20170627KTHH02017
27,로하스,3,0,2,1,0,0,0,0.229,2017,06,27,한화,KT,원정,20170627KTHH02017
28,박경수,3,0,0,0,0,1,0,0.274,2017,06,27,한화,KT,원정,20170627KTHH02017
29,유한준,4,0,0,0,0,0,2,0.280,2017,06,27,한화,KT,원정,20170627KTHH02017
30,장성우,2,0,0,0,0,2,0,0.250,2017,06,27,한화,KT,원정,20170627KTHH02017
31,하준호,0,0,0,0,0,0,0,0.212,2017,06,27,한화,KT,원정,20170627KTHH02017
32,오태곤,4,0,0,0,0,0,2,0.245,2017,06,27,한화,KT,원정,20170627KTHH02017
33,심우준,3,0,0,0,0,0,1,0.268,2017,06,27,한화,KT,원정,20170627KTHH02017
34,박기혁,2,0,1,0,0,0,0,0.245,2017,06,27,한화,KT,원정,20170627KTHH02017
35,전민수,1,0,1,0,0,0,0,0.196,2017,06,27,한화,KT,원정,20170627KTHH02017
36,김동욱,1,0,0,0,0,0,1,0.287,2017,06,27,한화,KT,원정,20170627KTHH02017
37,손아섭,5,1,2,1,0,1,0,0.336,2017,06,27,롯데,LG,홈,20170627LGLT02017
38,김문호,5,0,3,3,0,1,0,0.319,2017,06,27,롯데,LG,홈,20170627LGLT02017
39,전준우,7,0,3,0,0,0,2,0.352,2017,06,27,롯데,LG,홈,20170627LGLT02017
40,이대호,5,1,1,0,0,1,0,0.352,2017,06,27,롯데,LG,홈,20170627LGLT02017
41,강민호,4,3,3,3,2,0,0,0.310,2017,06,27,롯데,LG,홈,20170627LGLT02017
42,김사훈,2,0,0,0,0,0,1,0.143,2017,06,27,롯데,LG,홈,20170627LGLT02017
43,김상호,4,0,1,0,0,0,1,0.239,2017,06,27,롯데,LG,홈,20170627LGLT02017
44,나경민,2,1,1,0,0,0,0,0.257,2017,06,27,롯데,LG,홈,20170627LGLT02017
45,황진수,6,2,3,1,0,0,2,0.311,2017,06,27,롯데,LG,홈,20170627LGLT02017
46,신본기,5,1,1,0,0,0,4,0.194,2017,06,27,롯데,LG,홈,20170627LGLT02017
47,문규현,2,0,0,0,0,0,0,0.271,2017,06,27,롯데,LG,홈,20170627LGLT02017
48,최준석,1,0,0,0,0,0,1,0.296,2017,06,27,롯데,LG,홈,20170627LGLT02017
49,김대륙,0,0,0,0,0,1,0,0.167,2017,06,27,롯데,LG,홈,20170627LGLT02017
50,이우민,1,2,1,0,0,0,0,0.275,2017,06,27,롯데,LG,홈,20170627LGLT02017
51,이형종,3,0,0,0,0,0,1,0.303,2017,06,27,롯데,LG,원정,20170627LGLT02017
52,안익훈,2,1,0,0,0,1,1,0.302,2017,06,27,롯데,LG,원정,20170627LGLT02017
53,이천웅,6,2,3,4,1,1,0,0.330,2017,06,27,롯데,LG,원정,20170627LGLT02017
54,박용택,4,0,0,0,0,2,1,0.336,2017,06,27,롯데,LG,원정,20170627LGLT02017
55,황목치승,1,1,0,0,0,0,0,0.000,2017,06,27,롯데,LG,원정,20170627LGLT02017
56,양석환,7,1,4,1,0,0,1,0.290,2017,06,27,롯데,LG,원정,20170627LGLT02017
57,정성훈,5,1,2,1,0,0,1,0.320,2017,06,27,롯데,LG,원정,20170627LGLT02017
58,김재율,1,0,0,0,0,0,0,0.269,2017,06,27,롯데,LG,원정,20170627LGLT02017
59,채은성,6,2,3,1,0,1,0,0.293,2017,06,27,롯데,LG,원정,20170627LGLT02017
60,오지환,4,0,1,0,0,1,3,0.277,2017,06,27,롯데,LG,원정,20170627LGLT02017
61,백창수,1,0,0,0,0,0,0,0.333,2017,06,27,롯데,LG,원정,20170627LGLT02017
62,신정락,0,0,0,0,0,0,0,0.000,2017,06,27,롯데,LG,원정,20170627LGLT02017
63,진해수,0,0,0,0,0,0,0,0.000,2017,06,27,롯데,LG,원정,20170627LGLT02017
64,이동현,0,0,0,0,0,0,0,0.000,2017,06,27,롯데,LG,원정,20170627LGLT02017
65,조윤준,3,0,0,0,0,0,0,0.219,2017,06,27,롯데,LG,원정,20170627LGLT02017
66,유강남,2,1,1,1,0,0,0,0.219,2017,06,27,롯데,LG,원정,20170627LGLT02017
67,강승호,2,0,1,0,0,1,0,0.350,2017,06,27,롯데,LG,원정,20170627LGLT02017
68,손주인,2,1,0,0,0,0,0,0.289,2017,06,27,롯데,LG,원정,20170627LGLT02017
69,오재원,5,0,1,0,0,0,1,0.230,2017,06,27,두산,SSG,홈,20170627SKOB02017
70,정진호,4,0,0,0,0,0,3,0.284,2017,06,27,두산,SSG,홈,20170627SKOB02017
71,조수행,0,0,0,0,0,0,0,0.250,2017,06,27,두산,SSG,홈,20170627SKOB02017
72,국해성,1,0,0,0,0,0,0,0.200,2017,06,27,두산,SSG,홈,20170627SKOB02017
73,박건우,5,0,1,0,0,0,2,0.320,2017,06,27,두산,SSG,홈,20170627SKOB02017
74,김재환,3,1,1,1,1,1,1,0.342,2017,06,27,두산,SSG,홈,20170627SKOB02017
75,최주환,3,0,0,0,0,0,3,0.327,2017,06,27,두산,SSG,홈,20170627SKOB02017
76,허경민,1,0,1,0,0,0,0,0.262,2017,06,27,두산,SSG,홈,20170627SKOB02017
77,오재일,3,0,1,0,0,0,0,0.247,2017,06,27,두산,SSG,홈,20170627SKOB02017
78,에반스,4,0,2,0,0,0,0,0.283,2017,06,27,두산,SSG,홈,20170627SKOB02017
79,박세혁,3,0,0,0,0,1,0,0.297,2017,06,27,두산,SSG,홈,20170627SKOB02017
80,류지혁,3,0,2,0,0,0,0,0.255,2017,06,27,두산,SSG,홈,20170627SKOB02017
81,김재호,1,0,1,0,0,0,0,0.293,2017,06,27,두산,SSG,홈,20170627SKOB02017
82,정진기,4,0,1,0,0,0,1,0.261,2017,06,27,두산,SSG,원정,20170627SKOB02017
83,김강민,1,0,0,0,0,0,1,0.211,2017,06,27,두산,SSG,원정,20170627SKOB02017
84,나주환,5,2,1,0,0,0,1,0.287,2017,06,27,두산,SSG,원정,20170627SKOB02017
85,최정,4,1,1,3,1,0,1,0.307,2017,06,27,두산,SSG,원정,20170627SKOB02017
86,한동민,2,0,0,0,0,2,1,0.307,2017,06,27,두산,SSG,원정,20170627SKOB02017
87,로맥,4,0,0,0,0,0,1,0.203,2017,06,27,두산,SSG,원정,20170627SKOB02017
88,정의윤,3,1,1,0,0,0,0,0.266,2017,06,27,두산,SSG,원정,20170627SKOB02017
89,노수광,0,0,0,0,0,0,0,0.248,2017,06,27,두산,SSG,원정,20170627SKOB02017
90,박정권,3,0,1,1,0,0,1,0.250,2017,06,27,두산,SSG,원정,20170627SKOB02017
91,이재원,3,0,0,0,0,0,0,0.244,2017,06,27,두산,SSG,원정,20170627SKOB02017
92,김성현,2,1,0,0,0,1,0,0.265,2017,06,27,두산,SSG,원정,20170627SKOB02017
93,이명기,5,2,2,1,0,0,0,0.341,2017,06,27,KIA,삼성,홈,20170627SSHT02017
94,김주찬,4,1,2,2,0,0,1,0.230,2017,06,27,KIA,삼성,홈,20170627SSHT02017
95,서동욱,1,0,0,0,0,0,0,0.287,2017,06,27,KIA,삼성,홈,20170627SSHT02017
96,버나디나,4,1,1,3,0,0,1,0.301,2017,06,27,KIA,삼성,홈,20170627SSHT02017
97,김호령,1,1,1,0,0,0,0,0.214,2017,06,27,KIA,삼성,홈,20170627SSHT02017
98,최형우,3,1,1,1,0,1,0,0.340,2017,06,27,KIA,삼성,홈,20170627SSHT02017
99,김지성,1,0,0,0,0,0,0,0.243,2017,06,27,KIA,삼성,홈,20170627SSHT02017
100,안치홍,5,0,2,3,0,0,0,0.335,2017,06,27,KIA,삼성,홈,20170627SSHT02017
101,나지완,5,0,1,0,0,0,1,0.303,2017,06,27,KIA,삼성,홈,20170627SSHT02017
102,이범호,4,2,1,0,0,0,1,0.257,2017,06,27,KIA,삼성,홈,20170627SSHT02017
103,김민식,3,1,0,0,0,1,0,0.214,2017,06,27,KIA,삼성,홈,20170627SSHT02017
104,최원준,0,0,0,0,0,0,0,0.306,2017,06,27,KIA,삼성,홈,20170627SSHT02017
105,김선빈,4,2,3,1,0,0,0,0.377,2017,06,27,KIA,삼성,홈,20170627SSHT02017
106,한승택,0,0,0,0,0,0,0,0.194,2017,06,27,KIA,삼성,홈,20170627SSHT02017
107,박해민,4,0,0,0,0,0,0,0.280,2017,06,27,KIA,삼성,원정,20170627SSHT02017
108,권정웅,1,0,1,1,0,0,0,0.146,2017,06,27,KIA,삼성,원정,20170627SSHT02017
109,김헌곤,5,0,2,0,0,0,0,0.283,2017,06,27,KIA,삼성,원정,20170627SSHT02017
110,구자욱,5,0,1,0,0,0,0,0.316,2017,06,27,KIA,삼성,원정,20170627SSHT02017
111,러프,4,1,1,0,0,0,1,0.299,2017,06,27,KIA,삼성,원정,20170627SSHT02017
112,조동찬,3,0,1,0,0,0,1,0.293,2017,06,27,KIA,삼성,원정,20170627SSHT02017
113,이승엽,0,0,0,0,0,1,0,0.253,2017,06,27,KIA,삼성,원정,20170627SSHT02017
114,정병곤,0,0,0,0,0,0,0,0.250,2017,06,27,KIA,삼성,원정,20170627SSHT02017
115,이원석,4,1,1,1,1,0,0,0.251,2017,06,27,KIA,삼성,원정,20170627SSHT02017
116,김정혁,1,1,0,1,0,1,0,0.315,2017,06,27,KIA,삼성,원정,20170627SSHT02017
117,김성윤,1,0,0,0,0,0,1,0.167,2017,06,27,KIA,삼성,원정,20170627SSHT02017
118,강한울,4,0,1,0,0,0,1,0.278,2017,06,27,KIA,삼성,원정,20170627SSHT02017
119,이지영,2,0,0,0,0,0,1,0.219,2017,06,27,KIA,삼성,원정,20170627SSHT02017
120,배영섭,1,1,1,0,0,1,0,0.316,2017,06,27,KIA,삼성,원정,20170627SSHT02017
121,김준완,4,0,0,0,0,0,1,0.264,2017,06,27,NC,키움,홈,20170627WONC02017
122,이상호,4,1,1,0,0,0,0,0.341,2017,06,27,NC,키움,홈,20170627WONC02017
123,손시헌,0,0,0,0,0,0,0,0.338,2017,06,27,NC,키움,홈,20170627WONC02017
124,윤병호,1,0,1,0,0,0,0,0.240,2017,06,27,NC,키움,홈,20170627WONC02017
125,박민우,5,1,2,0,0,0,2,0.353,2017,06,27,NC,키움,홈,20170627WONC02017
126,나성범,4,2,3,3,1,0,0,0.372,2017,06,27,NC,키움,홈,20170627WONC02017
127,황윤호,0,0,0,0,0,0,0,0.200,2017,06,27,NC,키움,홈,20170627WONC02017
128,모창민,3,0,1,0,0,1,0,0.315,2017,06,27,NC,키움,홈,20170627WONC02017
129,권희동,3,1,0,0,0,0,2,0.278,2017,06,27,NC,키움,홈,20170627WONC02017
130,김성욱,0,0,0,0,0,0,0,0.225,2017,06,27,NC,키움,홈,20170627WONC02017
131,조영훈,4,1,1,3,1,0,2,0.115,2017,06,27,NC,키움,홈,20170627WONC02017
132,지석훈,3,0,1,0,0,1,1,0.225,2017,06,27,NC,키움,홈,20170627WONC02017
133,김태군,3,1,1,1,1,1,1,0.278,2017,06,27,NC,키움,홈,20170627WONC02017
134,이정후,3,1,1,0,0,0,0,0.330,2017,06,27,NC,키움,원정,20170627WONC02017
135,윤석민,1,0,0,0,0,0,0,0.314,2017,06,27,NC,키움,원정,20170627WONC02017
136,서건창,4,0,1,0,0,0,0,0.369,2017,06,27,NC,키움,원정,20170627WONC02017
137,김태완,4,0,0,0,0,0,1,0.306,2017,06,27,NC,키움,원정,20170627WONC02017
138,김하성,4,0,2,1,0,0,0,0.277,2017,06,27,NC,키움,원정,20170627WONC02017
139,김민성,3,0,1,0,0,1,0,0.304,2017,06,27,NC,키움,원정,20170627WONC02017
140,허정협,4,0,0,0,0,0,2,0.266,2017,06,27,NC,키움,원정,20170627WONC02017
141,고종욱,3,0,0,0,0,0,1,0.295,2017,06,27,NC,키움,원정,20170627WONC02017
142,박동원,3,1,1,0,0,0,0,0.254,2017,06,27,NC,키움,원정,20170627WONC02017
143,김웅빈,2,0,0,0,0,0,1,0.300,2017,06,27,NC,키움,원정,20170627WONC02017
144,채태인,1,0,1,0,0,0,0,0.343,2017,06,27,NC,키움,원정,20170627WONC02017
145,임병욱,0,0,0,0,0,0,0,0.167,2017,06,27,NC,키움,원정,20170627WONC02017
146,정근우,5,1,3,1,0,0,0,0.319,2017,06,28,한화,KT,홈,20170628KTHH02017
147,하주석,5,0,1,0,0,0,1,0.300,2017,06,28,한화,KT,홈,20170628KTHH02017
148,김태균,5,0,2,1,0,0,0,0.361,2017,06,28,한화,KT,홈,20170628KTHH02017
149,로사리오,4,0,2,0,0,1,1,0.312,2017,06,28,한화,KT,홈,20170628KTHH02017
150,이성열,2,1,0,0,0,0,0,0.335,2017,06,28,한화,KT,홈,20170628KTHH02017
151,김원석,2,0,1,0,0,0,0,0.288,2017,06,28,한화,KT,홈,20170628KTHH02017
152,김경언,2,1,0,0,0,1,1,0.245,2017,06,28,한화,KT,홈,20170628KTHH02017
153,최진행,2,0,1,0,0,0,0,0.241,2017,06,28,한화,KT,홈,20170628KTHH02017
154,양성우,4,1,1,0,0,0,0,0.303,2017,06,28,한화,KT,홈,20170628KTHH02017
155,허도환,3,0,1,2,0,0,2,0.238,2017,06,28,한화,KT,홈,20170628KTHH02017
156,최재훈,2,0,0,0,0,0,2,0.302,2017,06,28,한화,KT,홈,20170628KTHH02017
157,강경학,2,0,0,0,0,0,1,0.203,2017,06,28,한화,KT,홈,20170628KTHH02017
158,오선진,2,0,0,0,0,1,0,0.067,2017,06,28,한화,KT,홈,20170628KTHH02017
159,전민수,5,1,1,0,0,0,1,0.196,2017,06,28,한화,KT,원정,20170628KTHH02017
160,이진영,3,0,1,0,0,1,0,0.289,2017,06,28,한화,KT,원정,20170628KTHH02017
161,이대형,1,0,0,0,0,0,0,0.276,2017,06,28,한화,KT,원정,20170628KTHH02017
162,로하스,4,1,1,2,1,1,2,0.231,2017,06,28,한화,KT,원정,20170628KTHH02017
163,박경수,5,0,1,0,0,0,3,0.273,2017,06,28,한화,KT,원정,20170628KTHH02017
164,유한준,3,0,1,0,0,1,0,0.281,2017,06,28,한화,KT,원정,20170628KTHH02017
165,하준호,1,1,1,0,0,0,0,0.221,2017,06,28,한화,KT,원정,20170628KTHH02017
166,김동욱,3,0,0,0,0,0,0,0.279,2017,06,28,한화,KT,원정,20170628KTHH02017
167,오태곤,2,0,0,0,0,0,0,0.242,2017,06,28,한화,KT,원정,20170628KTHH02017
168,정현,5,0,1,0,0,0,0,0.254,2017,06,28,한화,KT,원정,20170628KTHH02017
169,심우준,4,1,2,0,0,0,0,0.272,2017,06,28,한화,KT,원정,20170628KTHH02017
170,박기혁,0,0,0,0,0,0,0,0.245,2017,06,28,한화,KT,원정,20170628KTHH02017
171,이해창,4,1,1,2,1,0,1,0.252,2017,06,28,한화,KT,원정,20170628KTHH02017
172,손아섭,7,2,4,0,0,0,2,0.341,2017,06,28,롯데,LG,홈,20170628LGLT02017
173,김문호,6,0,1,0,0,0,2,0.314,2017,06,28,롯데,LG,홈,20170628LGLT02017
174,전준우,5,1,2,0,0,0,2,0.353,2017,06,28,롯데,LG,홈,20170628LGLT02017
175,나경민,1,0,0,0,0,0,0,0.253,2017,06,28,롯데,LG,홈,20170628LGLT02017
176,이대호,5,3,3,2,1,1,0,0.357,2017,06,28,롯데,LG,홈,20170628LGLT02017
177,강민호,3,2,2,1,0,2,0,0.315,2017,06,28,롯데,LG,홈,20170628LGLT02017
178,김사훈,0,0,0,0,0,0,0,0.143,2017,06,28,롯데,LG,홈,20170628LGLT02017
179,김상호,0,0,0,0,0,2,0,0.239,2017,06,28,롯데,LG,홈,20170628LGLT02017
180,이우민,3,0,1,1,0,0,0,0.276,2017,06,28,롯데,LG,홈,20170628LGLT02017
181,황진수,6,0,0,1,0,0,3,0.275,2017,06,28,롯데,LG,홈,20170628LGLT02017
182,신본기,5,1,3,3,1,1,0,0.208,2017,06,28,롯데,LG,홈,20170628LGLT02017
183,문규현,2,0,0,0,0,0,0,0.267,2017,06,28,롯데,LG,홈,20170628LGLT02017
184,최준석,1,0,0,0,0,0,0,0.295,2017,06,28,롯데,LG,홈,20170628LGLT02017
185,김대륙,2,0,0,0,0,0,1,0.160,2017,06,28,롯데,LG,홈,20170628LGLT02017
186,이형종,3,1,0,0,0,1,2,0.298,2017,06,28,롯데,LG,원정,20170628LGLT02017
187,안익훈,2,1,1,1,1,0,0,0.311,2017,06,28,롯데,LG,원정,20170628LGLT02017
188,이천웅,5,2,2,1,0,1,1,0.333,2017,06,28,롯데,LG,원정,20170628LGLT02017
189,박용택,6,0,2,3,0,1,0,0.336,2017,06,28,롯데,LG,원정,20170628LGLT02017
190,양석환,5,0,1,1,0,1,1,0.288,2017,06,28,롯데,LG,원정,20170628LGLT02017
191,정성훈,3,1,0,0,0,2,1,0.313,2017,06,28,롯데,LG,원정,20170628LGLT02017
192,김재율,1,0,0,0,0,0,1,0.264,2017,06,28,롯데,LG,원정,20170628LGLT02017
193,채은성,6,0,2,0,0,0,0,0.294,2017,06,28,롯데,LG,원정,20170628LGLT02017
194,강승호,3,2,2,0,0,0,1,0.372,2017,06,28,롯데,LG,원정,20170628LGLT02017
195,오지환,3,0,1,0,0,0,2,0.278,2017,06,28,롯데,LG,원정,20170628LGLT02017
196,유강남,6,1,2,1,0,0,2,0.225,2017,06,28,롯데,LG,원정,20170628LGLT02017
197,손주인,5,1,3,1,0,0,0,0.297,2017,06,28,롯데,LG,원정,20170628LGLT02017
198,황목치승,0,0,0,0,0,0,0,0.000,2017,06,28,롯데,LG,원정,20170628LGLT02017
199,최주환,4,0,1,0,0,0,0,0.326,2017,06,28,두산,SSG,홈,20170628SKOB02017
200,류지혁,4,0,2,0,0,0,0,0.265,2017,06,28,두산,SSG,홈,20170628SKOB02017
201,에반스,4,0,1,0,0,0,2,0.282,2017,06,28,두산,SSG,홈,20170628SKOB02017
202,조수행,0,0,0,0,0,0,0,0.250,2017,06,28,두산,SSG,홈,20170628SKOB02017
203,김재환,4,0,1,0,0,0,1,0.340,2017,06,28,두산,SSG,홈,20170628SKOB02017
204,오재일,4,0,0,0,0,0,1,0.242,2017,06,28,두산,SSG,홈,20170628SKOB02017
205,박건우,4,0,2,0,0,0,1,0.323,2017,06,28,두산,SSG,홈,20170628SKOB02017
206,허경민,4,0,1,0,0,0,2,0.262,2017,06,28,두산,SSG,홈,20170628SKOB02017
207,국해성,3,0,0,0,0,0,2,0.190,2017,06,28,두산,SSG,홈,20170628SKOB02017
208,박세혁,3,0,0,0,0,0,1,0.284,2017,06,28,두산,SSG,홈,20170628SKOB02017
209,나주환,4,0,1,0,0,0,0,0.286,2017,06,28,두산,SSG,원정,20170628SKOB02017
210,로맥,4,0,0,0,0,1,1,0.197,2017,06,28,두산,SSG,원정,20170628SKOB02017
211,최정,4,0,1,0,0,1,1,0.306,2017,06,28,두산,SSG,원정,20170628SKOB02017
212,김동엽,4,1,1,0,0,0,1,0.272,2017,06,28,두산,SSG,원정,20170628SKOB02017
213,노수광,0,0,0,0,0,0,0,0.248,2017,06,28,두산,SSG,원정,20170628SKOB02017
214,한동민,4,1,1,0,0,0,2,0.306,2017,06,28,두산,SSG,원정,20170628SKOB02017
215,정의윤,4,0,4,1,0,0,0,0.286,2017,06,28,두산,SSG,원정,20170628SKOB02017
216,정진기,0,1,0,0,0,0,0,0.261,2017,06,28,두산,SSG,원정,20170628SKOB02017
217,김강민,3,0,1,0,0,1,0,0.214,2017,06,28,두산,SSG,원정,20170628SKOB02017
218,이재원,3,0,0,1,0,1,0,0.240,2017,06,28,두산,SSG,원정,20170628SKOB02017
219,김성현,4,0,1,0,0,0,0,0.265,2017,06,28,두산,SSG,원정,20170628SKOB02017
220,이명기,5,1,1,0,0,0,2,0.339,2017,06,28,KIA,삼성,홈,20170628SSHT02017
221,김호령,1,1,0,0,0,0,0,0.207,2017,06,28,KIA,삼성,홈,20170628SSHT02017
222,김주찬,6,2,5,1,0,0,0,0.249,2017,06,28,KIA,삼성,홈,20170628SSHT02017
223,한승혁,0,0,0,0,0,0,0,0.000,2017,06,28,KIA,삼성,홈,20170628SSHT02017
224,버나디나,3,3,1,2,0,1,0,0.302,2017,06,28,KIA,삼성,홈,20170628SSHT02017
225,신종길,1,0,0,0,0,0,0,0.268,2017,06,28,KIA,삼성,홈,20170628SSHT02017
226,최형우,6,2,4,2,0,0,0,0.347,2017,06,28,KIA,삼성,홈,20170628SSHT02017
227,안치홍,4,1,2,2,0,0,0,0.337,2017,06,28,KIA,삼성,홈,20170628SSHT02017
228,서동욱,4,2,3,4,1,0,1,0.297,2017,06,28,KIA,삼성,홈,20170628SSHT02017
229,최원준,2,0,1,0,0,0,0,0.314,2017,06,28,KIA,삼성,홈,20170628SSHT02017
230,이범호,2,0,1,0,0,1,0,0.260,2017,06,28,KIA,삼성,홈,20170628SSHT02017
231,김민식,3,1,1,2,1,0,0,0.216,2017,06,28,KIA,삼성,홈,20170628SSHT02017
232,한승택,1,0,0,0,0,0,1,0.189,2017,06,28,KIA,삼성,홈,20170628SSHT02017
233,김선빈,3,0,1,0,0,1,0,0.376,2017,06,28,KIA,삼성,홈,20170628SSHT02017
234,김지성,1,0,0,0,0,0,0,0.237,2017,06,28,KIA,삼성,홈,20170628SSHT02017
235,박해민,5,0,2,0,0,0,0,0.282,2017,06,28,KIA,삼성,원정,20170628SSHT02017
236,김헌곤,4,0,0,0,0,0,1,0.278,2017,06,28,KIA,삼성,원정,20170628SSHT02017
237,권정웅,1,0,0,0,0,0,1,0.143,2017,06,28,KIA,삼성,원정,20170628SSHT02017
238,구자욱,4,0,0,0,0,0,1,0.311,2017,06,28,KIA,삼성,원정,20170628SSHT02017
239,김성윤,0,0,0,0,0,0,0,0.167,2017,06,28,KIA,삼성,원정,20170628SSHT02017
240,러프,3,0,0,0,0,1,2,0.295,2017,06,28,KIA,삼성,원정,20170628SSHT02017
241,김정혁,0,1,0,0,0,0,0,0.315,2017,06,28,KIA,삼성,원정,20170628SSHT02017
242,이승엽,4,1,2,1,1,0,2,0.257,2017,06,28,KIA,삼성,원정,20170628SSHT02017
243,조동찬,4,1,2,1,0,0,1,0.297,2017,06,28,KIA,삼성,원정,20170628SSHT02017
244,정병곤,0,0,0,0,0,0,0,0.250,2017,06,28,KIA,삼성,원정,20170628SSHT02017
245,이원석,4,0,0,0,0,0,2,0.246,2017,06,28,KIA,삼성,원정,20170628SSHT02017
246,강한울,4,1,2,0,0,0,0,0.282,2017,06,28,KIA,삼성,원정,20170628SSHT02017
247,이지영,2,0,1,1,0,0,0,0.222,2017,06,28,KIA,삼성,원정,20170628SSHT02017
248,배영섭,2,0,1,1,0,0,0,0.321,2017,06,28,KIA,삼성,원정,20170628SSHT02017
249,이종욱,3,1,2,0,0,1,0,0.335,2017,06,28,NC,키움,홈,20170628WONC02017
250,김성욱,1,0,0,0,0,0,0,0.224,2017,06,28,NC,키움,홈,20170628WONC02017
251,이상호,4,1,2,0,0,0,0,0.345,2017,06,28,NC,키움,홈,20170628WONC02017
252,지석훈,0,0,0,0,0,0,0,0.225,2017,06,28,NC,키움,홈,20170628WONC02017
253,박민우,5,2,1,1,0,0,1,0.347,2017,06,28,NC,키움,홈,20170628WONC02017
254,나성범,3,1,0,1,0,1,1,0.367,2017,06,28,NC,키움,홈,20170628WONC02017
255,김종민,0,0,0,0,0,0,0,0.118,2017,06,28,NC,키움,홈,20170628WONC02017
256,모창민,5,1,2,4,0,0,0,0.317,2017,06,28,NC,키움,홈,20170628WONC02017
257,권희동,3,1,2,3,1,1,0,0.283,2017,06,28,NC,키움,홈,20170628WONC02017
258,윤병호,0,0,0,0,0,0,0,0.240,2017,06,28,NC,키움,홈,20170628WONC02017
259,조영훈,4,0,1,0,0,0,1,0.133,2017,06,28,NC,키움,홈,20170628WONC02017
260,손시헌,4,0,1,0,0,0,1,0.336,2017,06,28,NC,키움,홈,20170628WONC02017
261,황윤호,0,1,0,0,0,0,0,0.200,2017,06,28,NC,키움,홈,20170628WONC02017
262,김태군,2,1,0,0,0,1,0,0.275,2017,06,28,NC,키움,홈,20170628WONC02017
263,김준완,0,0,0,0,0,0,0,0.264,2017,06,28,NC,키움,홈,20170628WONC02017
264,이정후,4,1,1,0,0,1,0,0.328,2017,06,28,NC,키움,원정,20170628WONC02017
265,고종욱,5,0,2,1,0,0,1,0.298,2017,06,28,NC,키움,원정,20170628WONC02017
266,서건창,4,0,0,1,0,0,0,0.363,2017,06,28,NC,키움,원정,20170628WONC02017
267,김하성,4,0,2,0,0,0,0,0.280,2017,06,28,NC,키움,원정,20170628WONC02017
268,김민성,4,0,1,0,0,0,0,0.303,2017,06,28,NC,키움,원정,20170628WONC02017
269,김혜성,0,0,0,0,0,0,0,0.000,2017,06,28,NC,키움,원정,20170628WONC02017
270,허정협,2,1,1,0,0,1,1,0.269,2017,06,28,NC,키움,원정,20170628WONC02017
271,윤석민,4,1,1,0,0,0,0,0.313,2017,06,28,NC,키움,원정,20170628WONC02017
