,연도,선수,팀,구종,직구_구사%,직구_구속,직구_상하_무브먼트,직구_좌우_무브먼트,직구_분당_회전수,직구_좌우_릴리스포인트,직구_상하_릴리스포인트,직구_타구_속도,직구_상하_각도,직구_피안타율,직구_피장타율,직구_땅볼%,직구_라인드라이브%,직구_뜬공%,직구_팝플라이%,직구_강한_타구%
160,2023,반즈,롯데,직구,35.6,143.3,21.3,20.7,2244.0,43.9,172.3,135.6,18.7,0.286,0.395,28.6,37.9,20.0,13.6,25.0
161,2023,김동혁,키움,직구,35.5,132.7,4.8,-23.5,1693.8,-71.7,113.7,142.6,9.7,0.382,0.491,42.5,42.5,10.0,5.0,35.0
162,2023,와이드너,삼성,직구,35.4,145.0,22.1,-12.9,1971.9,-58.0,158.0,131.5,24.0,0.238,0.357,18.0,40.4,24.7,16.9,15.7
163,2023,주권,KT,직구,34.2,140.8,24.7,-9.7,2019.0,-37.8,165.6,135.4,16.7,0.426,0.722,34.0,34.0,21.3,10.6,17.0
164,2023,앤더슨,KIA,직구,33.0,146.2,25.9,-5.0,2052.6,-54.5,184.5,134.6,22.6,0.25,0.35,30.9,22.1,30.9,16.2,19.1
165,2023,윤명준,롯데,직구,33.0,140.9,27.2,-19.2,2454.2,-49.2,176.0,133.8,23.4,0.424,0.788,26.9,26.9,30.8,15.4,38.5
166,2023,최민준,SSG,직구,31.8,142.7,27.5,-14.1,2354.0,-47.7,172.5,139.4,19.4,0.306,0.5,28.8,40.4,19.2,11.5,38.5
167,2023,윤중현,KIA,직구,31.4,139.5,11.9,-25.2,2023.1,-78.9,130.6,136.2,22.5,0.296,0.407,19.0,33.3,38.1,9.5,23.8
168,2023,수아레즈,삼성,직구,30.8,149.3,26.9,-14.5,2446.4,-31.2,189.8,131.0,19.6,0.324,0.402,23.6,41.7,22.2,12.5,20.8
169,2023,엄상백,KT,직구,30.8,143.3,22.2,-20.8,2321.4,-55.1,150.2,135.3,22.0,0.218,0.311,28.4,27.2,28.4,16.0,29.6
170,2023,파노니,KIA,직구,30.6,141.3,26.0,15.5,2233.1,50.7,164.0,128.2,21.8,0.316,0.411,26.9,38.8,14.9,19.4,9.0
171,2023,쿠에바스,KT,직구,30.5,144.8,25.7,-12.7,2219.7,-47.1,168.1,139.4,21.6,0.276,0.388,20.2,39.3,28.1,12.4,24.7
172,2023,김광현,SSG,직구,30.1,143.5,26.9,4.2,2087.0,42.5,171.2,137.6,17.8,0.263,0.332,30.1,35.8,21.1,13.0,21.1
173,2023,우규민,삼성,직구,29.6,135.8,6.4,-28.0,2053.1,-95.2,111.0,134.7,21.6,0.357,0.452,20.0,40.0,30.0,10.0,20.0
174,2023,후라도,키움,직구,28.8,145.5,30.6,-14.8,2581.8,-21.9,186.9,133.8,24.9,0.249,0.29,24.2,29.7,22.7,23.4,21.9
175,2023,이민호,LG,직구,28.2,141.0,24.5,-15.0,2165.8,-51.4,163.7,146.3,9.8,0.393,0.571,51.9,25.9,18.5,3.7,51.9
176,2023,고영표,KT,직구,28.1,133.8,-3.0,-23.4,1666.2,-65.3,108.6,137.9,13.0,0.332,0.401,44.5,32.8,11.7,10.9,29.9
177,2023,하영민,키움,직구,28.0,147.4,30.8,-14.2,2606.5,-36.5,162.6,140.9,18.5,0.424,0.6,29.0,41.9,12.9,16.1,41.9
178,2023,한승혁,한화,직구,27.7,146.7,24.8,-12.2,2185.6,-39.0,174.3,139.0,20.6,0.3,0.4,28.1,28.1,28.1,15.6,21.9
179,2023,김대우,삼성,직구,26.9,132.0,-2.8,-14.1,1045.8,-79.3,62.9,129.3,22.0,0.169,0.197,23.8,42.9,14.3,19.0,23.8
180,2023,이준영,KIA,직구,26.9,140.8,28.3,11.3,2248.4,28.2,182.5,130.2,38.2,0.063,0.063,14.3,14.3,28.6,42.9,7.1
181,2023,노경은,SSG,직구,26.8,144.5,29.8,-17.4,2631.6,-31.0,182.0,135.8,20.3,0.333,0.493,22.2,40.7,24.1,13.0,20.4
182,2023,신민혁,NC,직구,26.5,140.7,27.8,-11.4,2229.6,-20.0,172.6,139.0,19.8,0.308,0.531,27.9,35.6,22.1,14.4,24.0
183,2023,김태훈,삼성,직구,22.4,143.2,27.5,-9.4,2207.7,-24.7,176.6,136.4,24.8,0.25,0.327,19.5,36.6,24.4,19.5,26.8
184,2023,최원태,LG,직구,19.4,144.9,27.0,-14.6,2353.2,-35.2,161.3,132.9,25.3,0.321,0.377,17.3,39.5,17.3,25.9,25.9
185,2023,뷰캐넌,삼성,직구,12.3,145.9,26.0,-10.9,2190.8,-59.2,182.7,139.8,20.2,0.3,0.389,24.6,42.6,14.8,18.0,32.8
186,2023,메디나,KIA,직구,10.5,146.5,19.1,-14.1,1859.7,-70.6,173.2,128.6,24.2,0.35,0.65,23.5,23.5,35.3,17.6,29.4
187,2023,박종훈,SSG,직구,9.7,133.6,-10.0,-20.8,1614.6,-47.6,63.1,138.3,18.1,0.292,0.583,29.4,47.1,11.8,11.8,35.3
188,2022,김재영,한화,직구,76.1,139.1,3.4,-27.3,2002.7,-84.8,106.6,131.6,18.7,0.341,0.523,31.3,32.8,25.0,10.9,23.4
189,2022,윤호솔,한화,직구,73.9,144.9,31.8,-4.4,2474.7,-26.6,176.2,134.9,24.9,0.245,0.345,21.1,36.8,18.4,23.7,27.6
190,2022,송승기,LG,직구,73.2,140.6,31.3,12.1,2484.9,41.8,177.6,137.6,17.6,0.2,0.4,30.8,30.8,38.5,0.0,23.1
191,2022,백승현,LG,직구,72.8,146.1,28.0,-17.5,2544.6,-17.8,175.0,143.4,16.8,0.31,0.483,45.8,20.8,12.5,20.8,45.8
192,2022,이지강,LG,직구,72.7,143.4,27.6,-12.6,2274.5,-39.6,165.2,135.6,22.0,0.313,0.344,34.6,26.9,15.4,23.1,15.4
193,2022,함덕주,LG,직구,71.7,138.6,30.2,13.9,2432.5,57.8,173.6,139.6,15.6,0.185,0.222,40.9,18.2,31.8,9.1,18.2
194,2022,박승주,키움,직구,71.0,141.9,35.3,-7.0,2683.5,-31.2,174.6,132.8,27.6,0.211,0.298,8.6,34.3,37.1,20.0,14.3
195,2022,박준영,한화,직구,69.9,142.5,32.3,1.6,2422.7,-34.9,184.2,129.9,16.4,0.258,0.258,30.8,34.6,30.8,3.8,11.5
196,2022,이영준,키움,직구,69.9,141.4,21.8,6.1,1719.6,47.7,180.4,137.5,13.9,0.322,0.339,39.5,37.2,9.3,14.0,16.3
197,2022,유승철,KIA,직구,68.4,145.2,32.9,-5.7,2566.6,-39.9,181.5,139.7,30.2,0.347,0.755,17.9,25.6,30.8,25.6,30.8
198,2022,최동환,LG,직구,68.1,142.4,31.4,-12.8,2552.1,-22.2,185.0,130.8,28.4,0.258,0.433,23.5,25.5,23.5,27.5,15.7
199,2022,남하준,KIA,직구,67.8,141.1,29.2,-15.4,2441.7,-40.5,172.8,137.0,22.4,0.429,0.964,27.3,22.7,40.9,9.1,22.7
200,2022,박민호,SSG,직구,67.6,135.7,13.2,-30.4,2363.4,-97.6,132.1,135.8,15.9,0.295,0.41,26.2,45.2,26.2,2.4,26.2
201,2022,최준용,롯데,직구,67.3,145.7,27.7,-14.6,2415.4,-77.7,162.6,133.9,24.3,0.277,0.464,22.9,33.9,20.3,22.9,17.8
202,2022,조현우,KT,직구,66.7,138.5,27.7,23.2,2674.3,42.8,158.1,136.8,18.9,0.207,0.207,19.0,52.4,19.0,9.5,28.6
203,2022,폰트,SSG,직구,66.2,149.1,30.0,-20.0,2836.6,-62.7,199.6,133.2,25.0,0.22,0.378,24.5,29.7,22.2,23.5,21.2
204,2022,김강률,두산,직구,65.1,145.9,28.6,-7.6,2306.7,-24.5,179.9,136.5,23.2,0.333,0.455,26.0,34.0,24.0,16.0,20.0
205,2022,김정빈,KIA,직구,64.8,143.2,29.4,16.4,2519.6,24.0,169.3,133.1,20.0,0.233,0.383,30.6,27.8,25.0,16.7,30.6
206,2022,정철원,두산,직구,64.6,148.8,26.4,-15.4,2419.8,-23.2,180.1,136.0,16.1,0.242,0.385,38.0,29.6,25.0,7.4,25.0
207,2022,김준형,키움,직구,64.4,146.1,31.7,-10.3,2545.8,-28.5,170.3,132.3,22.5,0.222,0.259,33.3,25.0,12.5,29.2,16.7
208,2022,김재웅,키움,직구,64.4,140.0,36.6,9.0,2769.5,0.6,168.5,134.2,27.7,0.187,0.281,25.0,20.7,26.1,28.3,19.6
209,2022,진명호,롯데,직구,63.9,140.2,27.1,-2.0,2032.0,-27.9,183.7,131.6,18.4,0.27,0.297,40.0,32.0,0.0,28.0,36.0
210,2022,김재윤,KT,직구,63.9,143.3,32.4,-12.0,2662.5,-67.7,175.5,131.2,32.5,0.185,0.274,16.3,26.7,27.9,29.1,19.8
211,2022,이의리,KIA,직구,63.7,146.1,32.4,15.7,2743.3,67.5,177.3,134.7,23.5,0.238,0.436,25.8,30.2,24.4,19.6,19.6
212,2022,이승호,키움,직구,63.6,143.6,35.0,16.3,2897.4,37.9,176.0,140.8,20.9,0.294,0.471,28.4,29.5,26.1,15.9,31.8
213,2022,정해영,KIA,직구,63.5,144.5,30.9,-12.3,2507.9,-53.4,185.3,137.2,23.9,0.26,0.358,20.9,39.5,20.9,18.6,25.6
214,2022,박영현,KT,직구,63.2,143.0,32.9,-8.1,2602.5,-41.1,158.1,131.2,31.9,0.248,0.392,14.3,23.8,32.1,29.8,14.3
215,2022,한재승,NC,직구,63.1,145.5,33.0,-2.4,2521.7,-33.0,177.0,141.4,10.9,0.4,0.45,40.0,40.0,13.3,6.7,33.3
216,2022,한현희,키움,직구,63.1,144.2,13.2,-30.4,2503.5,-86.3,132.0,140.6,21.2,0.305,0.525,31.1,26.5,27.2,15.2,31.1
217,2022,김건태,NC,직구,62.9,143.6,26.6,-17.8,2416.4,-64.9,162.6,124.1,33.0,0.289,0.444,8.3,33.3,30.6,27.8,11.1
218,2022,김재열,KIA,직구,62.8,144.8,30.7,-6.6,2386.5,-19.5,185.1,135.4,25.5,0.318,0.57,20.9,34.9,20.9,23.3,20.9
219,2022,손주영,LG,직구,62.7,142.0,30.5,13.9,2516.7,57.6,186.0,137.4,17.3,0.156,0.313,42.9,19.0,28.6,9.5,19.0
220,2022,김진욱,롯데,직구,62.5,143.0,30.5,13.4,2517.7,43.0,181.8,141.0,17.0,0.288,0.407,30.8,37.2,17.9,14.1,38.5
221,2022,홍건희,두산,직구,62.3,147.5,26.3,-7.6,2157.9,-47.3,176.5,132.6,16.5,0.297,0.37,37.2,29.1,20.9,12.8,19.8
222,2022,박정준,삼성,직구,62.2,142.5,22.4,-7.3,1814.7,-33.3,173.4,134.3,16.9,0.269,0.423,33.3,33.3,16.7,16.7,5.6
223,2022,이민석,롯데,직구,62.2,148.8,28.1,-6.9,2300.8,-50.1,186.8,137.0,18.1,0.341,0.506,37.9,27.6,17.2,17.2,22.4
224,2022,문성현,키움,직구,62.1,142.8,35.2,1.7,2648.5,-7.0,169.4,131.6,18.9,0.221,0.302,35.6,33.9,13.6,16.9,23.7
225,2022,허윤동,삼성,직구,61.3,138.9,32.3,13.5,2566.3,33.5,174.2,138.4,25.0,0.268,0.479,23.0,33.6,22.1,21.2,28.3
226,2022,김종수,한화,직구,61.1,142.8,32.5,-4.0,2465.3,-45.7,175.3,132.0,24.6,0.196,0.402,22.5,28.2,26.8,22.5,14.1
227,2022,이승현,삼성,직구,61.0,141.2,32.7,-11.3,2594.6,-6.8,183.5,133.1,27.4,0.248,0.402,19.1,31.5,19.1,30.3,23.6
228,2022,김윤수,삼성,직구,60.9,150.2,28.4,-9.3,2377.2,-29.9,179.7,136.1,18.5,0.33,0.489,34.9,30.2,15.9,19.0,23.8
229,2022,장시환,한화,직구,60.6,146.0,30.1,-9.2,2425.3,-42.9,173.6,132.0,22.1,0.267,0.397,29.7,30.8,15.4,24.2,16.5
230,2022,장재영,키움,직구,60.6,151.3,33.0,-13.5,2812.0,-29.0,168.0,134.4,21.3,0.439,0.634,14.8,48.1,29.6,7.4,18.5
231,2022,김동주,두산,직구,60.4,143.0,25.9,-20.6,2511.3,-58.9,192.2,137.8,21.3,0.302,0.472,37.5,22.5,20.0,20.0,27.5
232,2022,박치국,두산,직구,60.3,143.6,9.8,-23.0,1945.0,-80.5,119.6,137.0,22.6,0.208,0.208,41.7,8.3,25.0,25.0,41.7
233,2022,문용익,삼성,직구,60.2,144.8,28.5,-16.8,2547.7,-48.3,167.7,138.8,20.9,0.214,0.343,30.2,28.3,28.3,13.2,32.1
234,2022,김현준,KIA,직구,59.4,143.7,32.4,-14.4,2669.4,-40.2,162.2,139.4,24.4,0.325,0.475,22.6,38.7,22.6,16.1,29.0
235,2022,미란다,두산,직구,58.9,141.1,30.3,10.1,2381.9,19.8,181.1,144.9,19.5,0.25,0.5,25.0,37.5,37.5,0.0,25.0
236,2022,류희운,한화,직구,58.8,142.5,29.6,-4.3,2317.6,-9.8,178.9,137.1,23.4,0.318,0.591,20.0,40.0,20.0,20.0,13.3
237,2022,류진욱,NC,직구,58.7,146.3,25.5,-10.7,2156.8,-60.7,173.0,136.7,19.2,0.25,0.323,25.0,34.4,26.6,14.1,29.7
238,2022,박주성,키움,직구,58.6,139.8,29.4,-12.7,2343.2,-18.0,160.5,132.2,17.9,0.2,0.6,29.4,29.4,35.3,5.9,17.6
239,2022,이승현,삼성,직구,58.3,142.2,28.8,9.7,2307.1,45.6,190.3,138.3,20.0,0.298,0.489,27.3,39.4,18.2,15.2,25.8
240,2022,이우찬,LG,직구,58.3,145.1,20.4,9.3,1750.5,53.1,179.6,139.1,11.3,0.239,0.304,51.6,19.4,19.4,9.7,35.5
241,2022,김규연,한화,직구,57.5,143.8,24.2,-21.4,2440.5,-48.8,174.7,134.1,23.0,0.382,0.676,16.7,36.7,33.3,13.3,16.7
242,2022,전상현,KIA,직구,57.5,142.8,32.6,-9.4,2521.4,-42.9,164.4,133.5,20.6,0.266,0.404,24.2,43.9,16.7,15.2,25.8
243,2022,문경찬,롯데,직구,57.4,137.9,29.6,-8.5,2263.7,-56.6,172.2,134.4,28.4,0.326,0.526,20.8,26.0,24.7,28.6,16.9
244,2022,김택형,SSG,직구,57.3,143.1,25.8,21.5,2534.8,75.8,173.1,138.9,17.1,0.302,0.489,31.1,36.7,22.2,10.0,38.9
245,2022,스파크맨,롯데,직구,56.9,148.0,26.3,-17.5,2487.5,-50.0,164.9,134.0,18.5,0.286,0.378,29.0,40.2,21.5,9.3,23.4
246,2022,홍상삼,KIA,직구,56.9,141.6,28.7,-14.9,2409.3,-61.4,184.3,135.3,29.4,0.232,0.464,31.0,19.0,14.3,35.7,23.8
247,2022,문동주,한화,직구,56.8,150.9,29.4,-11.4,2507.5,-51.0,182.0,137.8,11.4,0.34,0.528,43.8,34.4,12.5,9.4,31.3
248,2022,박윤철,한화,직구,56.6,139.8,27.7,-15.1,2333.3,-40.3,168.7,139.7,21.5,0.326,0.488,32.4,32.4,17.6,17.6,30.9
249,2022,최충연,삼성,직구,56.1,144.5,29.0,-16.7,2564.0,-47.5,179.2,137.1,21.2,0.305,0.442,26.3,32.9,22.4,18.4,31.6
250,2022,박동수,NC,직구,56.1,141.3,22.8,-9.8,1868.9,-61.9,145.4,133.7,23.9,0.241,0.31,25.0,37.5,12.5,25.0,25.0
251,2022,고우석,LG,직구,56.1,152.5,27.6,-12.5,2471.0,-52.3,160.9,139.3,23.3,0.228,0.467,20.4,44.4,18.5,16.7,27.8
252,2022,윤산흠,한화,직구,55.5,144.4,31.5,-3.1,2408.8,-22.9,165.8,135.9,26.7,0.196,0.275,27.3,33.3,12.1,27.3,33.3
253,2022,김기중,한화,직구,55.2,139.3,32.7,12.9,2591.5,32.6,183.2,141.5,25.6,0.357,0.821,21.7,39.1,17.4,21.7,43.5
254,2022,김대유,LG,직구,55.0,136.4,17.2,25.3,2217.1,96.8,143.5,130.5,22.3,0.26,0.397,24.5,34.0,24.5,17.0,22.6
255,2022,김도현,KIA,직구,55.0,141.9,23.7,-18.3,2247.1,-66.3,177.7,144.1,11.2,0.483,0.759,40.0,40.0,15.0,5.0,50.0
256,2022,주현상,한화,직구,54.9,143.2,30.6,-8.0,2392.5,-59.0,174.9,133.4,22.6,0.278,0.409,24.1,33.3,25.3,17.2,19.5
257,2022,박상원,한화,직구,54.8,146.8,26.0,-15.3,2334.4,-59.9,173.7,133.2,15.3,0.333,0.333,18.8,62.5,6.3,12.5,12.5
258,2022,정우람,한화,직구,54.7,137.5,29.3,27.1,2844.8,61.4,171.1,134.1,19.1,0.283,0.326,30.8,34.6,23.1,11.5,19.2
259,2022,임대한,삼성,직구,54.4,139.9,31.1,-9.8,2418.2,-22.4,176.8,131.8,28.8,0.194,0.258,16.7,33.3,27.8,22.2,5.6
260,2022,구창모,NC,직구,54.3,143.6,28.5,21.5,2695.5,68.6,172.8,128.5,20.2,0.205,0.298,29.9,29.1,23.1,17.9,19.4
261,2022,하준호,KT,직구,54.2,143.0,28.8,17.8,2582.7,23.3,160.1,137.0,8.4,0.345,0.414,37.5,54.2,8.3,0.0,33.3
262,2022,윤대경,한화,직구,54.0,139.8,28.8,-12.2,2315.5,-61.1,180.3,133.8,25.9,0.344,0.466,20.5,29.5,30.3,19.7,18.9
263,2022,송명기,NC,직구,53.9,144.3,24.8,-20.7,2451.0,-68.6,149.2,136.6,24.9,0.286,0.486,16.6,41.1,21.9,20.5,23.8
264,2022,이정용,LG,직구,53.8,145.8,29.7,-15.6,2598.4,-32.3,175.7,132.1,28.4,0.254,0.352,21.5,25.8,21.5,31.2,18.3
265,2022,장현식,KIA,직구,53.7,146.4,28.6,-8.9,2311.1,-34.2,178.3,137.9,17.0,0.305,0.475,34.0,33.0,20.2,12.8,26.6
266,2022,이명종,키움,직구,53.6,139.6,23.9,-21.3,2371.6,-30.0,163.1,136.4,15.3,0.28,0.44,37.8,32.4,21.6,8.1,29.7
267,2022,이승진,두산,직구,53.4,144.4,25.3,-11.2,2136.1,-39.0,184.0,137.8,24.3,0.234,0.344,26.2,21.4,38.1,14.3,26.2
268,2022,김진호,NC,직구,53.1,144.9,22.9,-22.3,2419.2,-40.8,161.6,138.6,19.5,0.374,0.615,36.6,28.2,15.5,19.7,29.6
269,2022,서진용,SSG,직구,52.6,143.4,31.1,-10.1,2483.1,-38.4,176.7,137.4,21.4,0.273,0.406,26.4,29.7,29.7,14.3,25.3
270,2022,스탁,두산,직구,52.4,152.0,20.5,-16.7,2167.3,-22.6,168.2,134.1,12.8,0.282,0.37,43.4,32.3,16.4,8.0,26.5
271,2022,양현종,KIA,직구,52.0,142.4,30.4,13.1,2472.9,57.7,181.4,134.5,21.2,0.293,0.43,27.9,34.1,23.9,14.2,19.0
272,2022,김진성,LG,직구,51.7,142.3,30.8,-16.2,2622.1,-2.2,190.3,135.1,27.2,0.196,0.363,25.7,16.2,33.8,24.3,27.0
273,2022,양창섭,삼성,직구,51.7,141.2,29.5,-14.8,2474.4,-43.1,175.0,136.5,24.5,0.333,0.611,24.1,27.6,34.5,13.8,20.7
274,2022,최원준,두산,직구,51.6,137.9,10.6,-30.1,2326.6,-89.3,112.6,135.7,26.3,0.272,0.411,18.5,36.6,20.8,24.2,24.2
275,2022,이채호,KT,직구,51.1,137.0,-5.0,-22.1,1665.0,-61.2,85.4,135.9,12.7,0.271,0.39,43.9,31.7,14.6,9.8,24.4
276,2022,김선기,키움,직구,50.9,143.6,26.0,-11.2,2153.9,-58.8,168.3,138.1,12.1,0.315,0.411,39.7,37.9,17.2,5.2,25.9
277,2022,플럿코,LG,직구,50.8,144.9,30.1,-12.3,2496.0,-36.4,181.8,133.7,28.2,0.213,0.339,16.3,31.6,27.8,24.4,16.7
278,2022,진승현,롯데,직구,50.5,144.5,32.3,-5.2,2514.2,-19.4,174.5,136.1,20.9,0.444,0.722,20.0,40.0,26.7,13.3,20.0
279,2022,조민석,NC,직구,50.5,143.5,29.3,-17.7,2567.8,-34.3,169.4,125.2,8.5,0.345,0.483,52.6,21.1,26.3,0.0,21.1
280,2022,남지민,한화,직구,50.4,145.7,27.3,-7.0,2185.3,-41.8,184.8,138.0,16.7,0.328,0.454,35.7,35.0,15.0,14.3,23.6
281,2022,김유신,KIA,직구,50.2,136.9,31.3,14.3,2426.0,49.6,180.7,117.6,29.1,0.188,0.313,14.3,21.4,50.0,14.3,7.1
282,2022,홍정우,삼성,직구,49.4,140.0,30.3,-14.8,2516.4,-55.9,175.4,137.0,22.7,0.146,0.313,22.6,32.3,32.3,12.9,22.6
283,2022,구승민,롯데,직구,49.4,145.3,29.9,-15.0,2562.5,-33.6,168.4,135.7,19.2,0.222,0.343,31.5,29.6,25.9,13.0,22.2
284,2022,오승환,삼성,직구,49.1,143.5,27.1,-17.9,2464.6,-64.9,165.8,135.2,28.3,0.284,0.56,23.8,19.0,33.3,23.8,25.0
285,2022,신정락,한화,직구,48.9,134.3,-0.5,-23.7,1671.1,-62.1,104.9,130.0,11.6,0.337,0.48,46.5,31.0,14.1,8.5,14.1
286,2022,놀린,KIA,직구,48.8,142.5,27.3,20.6,2563.8,28.0,178.6,130.6,20.9,0.23,0.314,31.7,33.3,15.4,19.5,13.0
287,2022,박신지,두산,직구,48.7,143.4,27.6,-15.6,2433.3,-56.6,176.5,142.4,17.6,0.351,0.486,34.2,34.2,19.2,12.5,35.0
288,2022,김명신,두산,직구,48.4,140.3,26.3,-17.3,2351.0,-25.8,172.3,132.3,21.0,0.266,0.295,29.0,31.2,26.9,12.9,23.7
289,2022,더모디,NC,직구,48.4,145.0,23.7,14.9,2185.7,29.7,184.7,135.7,19.0,0.316,0.481,32.7,34.6,17.3,15.4,19.2
290,2022,황동재,삼성,직구,48.0,137.8,26.6,-17.9,2357.2,-38.6,187.6,134.9,22.0,0.347,0.5,26.5,34.2,23.9,15.4,26.5
291,2022,김윤식,LG,직구,47.8,141.6,24.7,20.0,2382.8,33.7,173.3,138.9,11.7,0.305,0.39,43.0,32.0,18.8,6.3,39.1
292,2022,배제성,KT,직구,47.7,142.3,32.9,-0.1,2533.9,-23.1,183.3,135.6,16.5,0.28,0.36,37.3,33.6,15.5,13.6,27.3
293,2022,김동혁,키움,직구,47.6,135.7,6.7,-23.1,1744.6,-73.3,123.1,140.7,16.4,0.32,0.54,23.7,52.6,18.4,5.3,39.5
294,2022,조요한,SSG,직구,47.2,153.5,28.7,-25.0,3066.4,-43.5,179.8,131.9,19.0,0.345,0.586,33.3,33.3,19.0,14.3,19.0
295,2022,이용준,NC,직구,47.2,143.7,27.6,-14.2,2326.6,-48.2,174.8,139.4,17.7,0.415,0.717,30.2,41.9,18.6,9.3,23.3
296,2022,김시훈,NC,직구,47.2,146.4,29.3,-11.9,2453.5,-40.5,180.4,135.8,20.9,0.3,0.414,28.2,31.1,24.3,16.5,26.2
297,2022,이재학,NC,직구,47.1,139.0,20.2,-22.0,2173.4,-67.3,151.1,133.1,24.8,0.285,0.382,21.3,39.3,18.0,21.3,25.8
298,2022,이민호,LG,직구,46.8,144.4,23.7,-18.5,2311.6,-62.5,164.0,138.4,19.0,0.324,0.505,29.9,33.5,25.0,11.6,29.9
299,2022,오원석,SSG,직구,46.8,142.6,25.6,16.8,2329.7,50.7,169.1,136.2,18.0,0.287,0.39,31.9,36.1,19.3,12.7,28.3
300,2022,최승용,두산,직구,46.7,141.3,28.5,21.6,2668.8,46.6,172.1,136.7,21.3,0.285,0.418,35.0,25.0,20.8,19.2,24.2
301,2022,모리만도,SSG,직구,46.7,144.8,28.2,15.2,2450.1,55.2,177.3,139.4,16.5,0.203,0.268,35.6,32.9,17.8,13.7,28.8
302,2022,김민우,한화,직구,46.6,140.8,30.2,-2.0,2264.6,-31.0,185.5,135.5,24.6,0.293,0.517,24.1,27.7,30.4,17.8,19.9
303,2022,김도규,롯데,직구,46.6,141.2,28.8,-14.4,2411.9,-13.6,195.1,136.3,20.5,0.174,0.246,32.1,28.3,15.1,24.5,18.9
304,2022,장지훈,SSG,직구,46.3,138.6,15.6,-28.0,2344.8,-54.4,152.6,135.0,17.6,0.312,0.473,32.9,32.9,21.4,12.9,28.6
305,2022,김영규,NC,직구,46.1,144.3,27.4,20.7,2605.7,55.5,180.4,134.5,16.9,0.276,0.391,41.0,24.6,23.0,11.5,24.6
306,2022,곽빈,두산,직구,46.1,146.8,28.0,-16.2,2551.3,-40.0,175.1,133.8,25.8,0.298,0.449,22.1,29.8,23.8,24.3,18.8
307,2022,이상민,삼성,직구,45.8,137.4,24.0,18.5,2220.0,55.0,166.1,137.8,14.8,0.381,0.714,40.0,34.3,17.1,8.6,31.4
308,2022,이영하,두산,직구,45.7,146.0,27.2,-15.7,2445.9,-48.8,194.6,139.6,16.8,0.337,0.44,28.9,43.0,18.5,9.6,27.4
309,2022,심재민,KT,직구,45.6,141.1,29.5,16.0,2543.9,48.2,174.6,134.8,20.2,0.293,0.397,26.2,33.3,28.6,11.9,19.0
310,2022,이민우,한화,직구,45.5,142.6,27.8,-7.6,2209.8,-30.4,187.4,135.2,16.4,0.364,0.519,34.3,38.8,16.4,10.4,26.9
311,2022,최하늘,삼성,직구,45.3,134.0,9.7,-29.7,2207.2,-70.9,140.1,140.0,10.9,0.309,0.436,56.1,22.0,17.1,4.9,34.1
312,2022,김원중,롯데,직구,45.2,146.3,29.0,-18.8,2662.0,-49.4,185.3,140.4,14.2,0.343,0.529,38.0,40.0,12.0,10.0,36.0
313,2022,임준형,LG,직구,45.0,139.1,19.0,17.2,1910.4,91.2,157.9,140.4,9.8,0.36,0.48,51.6,32.3,6.5,9.7,41.9
314,2022,임찬규,LG,직구,44.9,140.6,27.2,-16.4,2393.9,-24.4,168.8,136.7,23.7,0.297,0.436,25.2,29.9,23.6,21.3,21.3
315,2022,김유영,롯데,직구,44.9,142.8,23.3,15.2,2107.1,55.3,161.1,133.2,15.9,0.378,0.51,35.2,33.8,21.1,9.9,22.5
316,2022,임창민,두산,직구,44.7,140.8,27.3,-17.6,2447.6,-58.7,175.6,131.3,20.0,0.154,0.154,23.3,43.3,13.3,20.0,13.3
317,2022,나균안,롯데,직구,44.5,141.7,29.3,-13.3,2409.7,-35.9,174.5,130.3,23.8,0.282,0.42,20.7,35.5,26.4,17.4,17.4
318,2022,벤자민,KT,직구,44.3,142.6,30.1,24.6,2965.4,66.9,187.9,134.9,28.5,0.175,0.314,23.3,21.4,30.1,25.2,17.5
319,2022,스트레일리,롯데,직구,43.6,143.3,26.9,-15.8,2373.2,-68.8,180.6,134.4,22.3,0.322,0.46,19.1,47.1,14.7,19.1,23.5
320,2022,엄상백,KT,직구,43.5,144.8,24.2,-17.1,2296.1,-53.7,146.6,136.7,30.3,0.15,0.257,16.0,25.6,34.4,24.0,21.6
321,2022,안우진,키움,직구,42.8,152.6,30.5,-14.2,2712.4,-22.4,175.1,138.6,21.2,0.223,0.305,30.1,30.1,20.5,19.3,26.1
322,2022,카펜터,한화,직구,42.7,143.4,28.3,22.4,2711.1,62.7,193.4,135.9,14.9,0.28,0.4,33.3,46.7,6.7,13.3,20.0
323,2022,배재준,LG,직구,42.6,141.3,27.2,-17.1,2406.4,-41.3,182.3,131.7,27.8,0.196,0.326,29.4,26.5,17.6,26.5,14.7
324,2022,원태인,삼성,직구,42.5,144.2,28.7,-10.5,2339.7,-33.6,174.6,137.1,16.7,0.342,0.479,31.8,38.5,17.2,12.5,26.0
325,2022,하준영,NC,직구,42.4,141.3,29.0,17.8,2527.9,58.2,169.6,127.8,23.9,0.275,0.412,14.7,32.4,44.1,8.8,11.8
326,2022,김지용,두산,직구,42.1,138.8,27.9,-10.4,2211.0,3.0,158.8,134.6,30.4,0.353,0.676,17.9,32.1,21.4,28.6,25.0
327,2022,김태경,NC,직구,41.9,139.2,30.4,-8.6,2341.2,-27.8,183.2,129.8,27.8,0.173,0.267,25.4,23.7,25.4,25.4,15.3
