,연도,선수,팀,구종,직구_구사%,직구_구속,직구_상하_무브먼트,직구_좌우_무브먼트,직구_분당_회전수,직구_좌우_릴리스포인트,직구_상하_릴리스포인트,직구_타구_속도,직구_상하_각도,직구_피안타율,직구_피장타율,직구_땅볼%,직구_라인드라이브%,직구_뜬공%,직구_팝플라이%,직구_강한_타구%
328,2022,우규민,삼성,직구,41.8,135.9,3.4,-27.2,1995.5,-93.8,107.9,130.3,22.7,0.214,0.321,30.6,30.6,14.3,24.5,16.3
329,2022,김범수,한화,직구,41.8,147.7,25.9,21.9,2627.7,40.4,162.7,137.0,15.4,0.281,0.456,34.2,36.7,19.0,10.1,29.1
330,2022,박세웅,롯데,직구,41.6,146.0,25.9,-10.6,2191.8,-23.5,168.6,137.5,13.4,0.34,0.47,46.4,26.8,18.6,8.2,26.3
331,2022,윤명준,두산,직구,41.6,139.4,25.2,-18.7,2346.1,-55.8,173.9,136.2,22.5,0.395,0.791,23.1,23.1,46.2,7.7,23.1
332,2022,이용찬,NC,직구,41.4,146.9,24.7,-20.2,2461.2,-57.2,168.2,134.1,12.5,0.261,0.307,36.7,36.7,20.4,6.1,14.3
333,2022,최성훈,LG,직구,41.1,137.0,19.0,11.1,1663.4,56.9,165.1,133.4,5.8,0.313,0.417,48.3,48.3,3.4,0.0,20.7
334,2022,김성진,키움,직구,40.7,145.0,27.0,-14.0,2363.7,-47.1,173.3,142.0,9.9,0.516,0.645,42.9,35.7,17.9,3.6,39.3
335,2022,장민재,한화,직구,40.6,136.0,27.8,-13.5,2237.6,-62.2,178.1,136.1,20.4,0.305,0.463,27.1,31.0,27.9,14.0,23.3
336,2022,이태양,SSG,직구,40.6,139.6,30.6,-19.0,2663.9,-19.3,186.0,133.0,23.6,0.295,0.456,23.1,32.7,27.2,17.0,21.8
337,2022,문승원,SSG,직구,40.5,146.5,29.5,-18.8,2707.7,-48.3,163.9,140.6,30.2,0.29,0.71,12.5,33.3,29.2,25.0,29.2
338,2022,김민수,KT,직구,40.3,142.2,25.9,-5.9,2061.8,-45.2,188.2,135.4,21.8,0.265,0.385,26.6,41.8,13.9,17.7,21.5
339,2022,파슨스,NC,직구,39.0,147.9,27.0,-16.5,2483.1,-48.9,176.5,134.6,25.3,0.268,0.5,18.4,28.9,34.2,18.4,18.4
340,2022,강윤구,롯데,직구,38.9,139.6,29.2,13.0,2356.1,13.7,170.9,136.8,17.6,0.344,0.438,33.3,33.3,19.0,14.3,19.0
341,2022,브랜든,두산,직구,38.7,146.5,23.7,14.1,2168.9,58.1,186.7,130.7,19.7,0.24,0.36,35.5,28.9,18.4,17.1,14.5
342,2022,반즈,롯데,직구,38.4,143.1,20.3,26.4,2511.0,49.5,170.2,134.5,19.1,0.306,0.453,33.0,29.9,18.8,18.3,20.3
343,2022,켈리,LG,직구,37.4,145.4,26.2,-13.7,2315.5,-25.4,191.0,136.1,18.8,0.241,0.314,29.9,34.5,21.3,14.4,24.1
344,2022,이준영,KIA,직구,36.8,141.0,28.4,11.7,2282.5,37.3,182.9,135.8,8.4,0.262,0.262,53.1,28.1,9.4,9.4,28.1
345,2022,박정수,두산,직구,35.9,139.2,14.4,-24.8,2133.1,-52.1,143.5,149.6,18.1,0.273,0.455,31.3,43.8,6.3,18.8,56.3
346,2022,루친스키,NC,직구,35.4,148.7,24.2,-15.4,2259.5,-67.6,171.5,134.3,18.8,0.274,0.392,31.4,37.9,16.3,14.4,21.6
347,2022,강재민,한화,직구,35.3,139.9,14.3,-13.2,1497.0,-40.6,143.1,131.6,15.9,0.22,0.42,41.7,25.0,22.2,11.1,19.4
348,2022,고효준,SSG,직구,35.3,144.2,32.8,7.3,2567.7,51.2,167.2,134.0,16.9,0.255,0.383,36.1,30.6,19.4,13.9,16.7
349,2022,진해수,LG,직구,35.2,139.7,25.2,10.7,2057.1,47.4,189.5,131.2,10.5,0.25,0.279,46.9,34.7,10.2,8.2,18.4
350,2022,장원준,두산,직구,35.2,137.3,19.1,24.7,2251.5,48.1,171.5,137.3,12.9,0.421,0.474,27.3,54.5,18.2,0.0,18.2
351,2022,파노니,KIA,직구,34.7,142.3,26.4,15.8,2300.6,65.8,171.0,129.6,26.0,0.232,0.293,26.4,25.0,25.0,23.6,15.3
352,2022,임기영,KIA,직구,32.6,136.9,14.6,-27.0,2196.7,-71.0,143.1,132.9,23.7,0.291,0.456,25.7,27.9,25.0,21.4,17.9
353,2022,장필준,삼성,직구,32.6,147.3,27.3,-15.8,2471.2,-49.7,180.3,142.2,17.2,0.351,0.514,28.0,48.0,8.0,16.0,40.0
354,2022,하영민,키움,직구,31.6,145.6,29.0,-18.0,2613.3,-36.8,160.8,140.2,20.3,0.25,0.438,33.3,25.0,25.0,16.7,22.2
355,2022,주권,KT,직구,30.5,141.8,27.2,-10.1,2233.6,-51.2,165.5,141.1,16.9,0.34,0.434,28.2,43.6,12.8,15.4,35.9
356,2022,노경은,SSG,직구,30.1,143.8,28.6,-18.4,2591.4,-44.0,181.8,135.7,23.1,0.213,0.325,27.4,27.4,27.4,17.7,22.6
357,2022,최민준,SSG,직구,29.2,140.4,29.4,-8.6,2301.1,-15.1,175.5,133.6,20.2,0.171,0.289,32.1,30.4,19.6,17.9,19.6
358,2022,라미레즈,한화,직구,29.0,144.0,25.8,-6.1,2030.0,-19.3,178.8,135.6,23.6,0.254,0.356,27.3,33.3,18.2,21.2,21.2
359,2022,로니,KIA,직구,28.6,149.1,24.0,-19.3,2429.9,-34.0,164.8,142.4,16.7,0.347,0.653,36.8,28.9,18.4,15.8,36.8
360,2022,수아레즈,삼성,직구,28.6,150.5,25.5,-19.0,2540.2,-33.8,189.5,126.3,16.7,0.241,0.294,36.8,27.2,18.4,17.6,17.6
361,2022,김광현,SSG,직구,27.6,144.9,27.6,4.8,2159.1,44.7,172.3,138.2,18.2,0.315,0.517,31.5,32.4,25.2,10.8,29.7
362,2022,서준원,롯데,직구,26.1,143.3,12.2,-24.7,2180.2,-88.5,129.2,132.8,22.9,0.284,0.433,26.7,31.1,26.7,15.6,15.6
363,2022,데스파이네,KT,직구,24.9,147.6,21.7,-10.2,1961.9,-38.5,172.8,129.7,17.0,0.228,0.262,34.0,38.3,12.8,14.9,21.3
364,2022,원종현,NC,직구,23.8,146.7,14.3,-6.2,1250.1,-58.0,150.5,128.6,18.9,0.154,0.154,45.2,19.4,19.4,16.1,22.6
365,2022,뷰캐넌,삼성,직구,22.9,144.2,27.7,-11.8,2339.4,-54.8,183.5,130.3,21.7,0.25,0.35,28.2,33.3,16.7,21.8,16.7
366,2022,신민혁,NC,직구,21.7,141.6,27.1,-11.4,2221.0,-37.5,172.0,135.7,17.7,0.375,0.58,27.0,44.4,17.5,11.1,30.2
367,2022,노바,SSG,직구,19.9,146.8,21.8,-23.1,2496.7,-64.4,189.0,143.0,14.6,0.315,0.426,38.2,32.4,20.6,8.8,35.3
368,2022,애플러,키움,직구,18.1,144.4,27.2,-16.3,2427.7,-27.1,176.3,137.4,19.0,0.415,0.777,34.2,26.3,25.0,14.5,25.0
369,2022,백정현,삼성,직구,17.7,135.1,31.6,9.1,2361.0,52.0,173.4,135.8,18.5,0.398,0.689,32.1,26.9,32.1,9.0,21.8
370,2022,윤중현,KIA,직구,17.4,138.1,9.7,-26.0,2033.1,-88.8,124.5,140.4,13.5,0.268,0.317,39.3,39.3,10.7,10.7,14.3
371,2022,한승혁,KIA,직구,15.9,146.7,24.3,-14.4,2176.2,-42.8,175.7,137.4,18.8,0.26,0.36,40.5,24.3,16.2,18.9,27.0
372,2022,정찬헌,키움,직구,11.3,137.9,25.4,-15.2,2187.2,-22.0,171.9,136.2,21.1,0.385,0.59,27.8,41.7,13.9,16.7,19.4
373,2022,페냐,한화,직구,11.0,147.2,26.8,-13.8,2348.8,-60.9,188.7,138.7,21.7,0.237,0.368,20.8,37.5,29.2,12.5,25.0
374,2021,류원석,LG,직구,84.4,150.6,16.9,-19.5,2095.5,-76.4,127.9,127.1,26.1,0.059,0.118,33.3,0.0,44.4,22.2,0.0
375,2021,신재웅,SSG,직구,78.7,141.9,29.3,17.0,2519.1,38.0,179.2,142.4,14.5,0.19,0.238,37.5,37.5,18.8,6.3,25.0
376,2021,김강률,두산,직구,76.3,147.2,27.7,-8.3,2275.0,-30.3,180.4,131.6,17.8,0.287,0.38,34.3,26.9,25.0,13.9,19.4
377,2021,윤호솔,한화,직구,74.5,145.3,33.2,-2.8,2577.3,-31.1,176.8,133.8,24.6,0.246,0.467,19.6,35.9,25.0,19.6,12.0
378,2021,조요한,SSG,직구,74.5,151.0,27.0,-19.8,2718.6,-41.1,181.7,132.0,19.2,0.391,0.522,12.5,56.3,25.0,6.3,18.8
379,2021,정성종,롯데,직구,73.5,146.5,22.2,-15.3,2115.5,-46.3,166.8,124.6,11.6,0.306,0.472,44.8,37.9,3.4,13.8,10.3
380,2021,장재영,키움,직구,73.4,150.2,32.3,-10.5,2691.3,-35.3,171.9,141.7,20.4,0.255,0.362,36.8,23.7,18.4,21.1,34.2
381,2021,최준용,롯데,직구,73.1,146.5,28.2,-15.9,2506.9,-74.7,163.7,129.2,25.3,0.237,0.331,23.8,25.0,25.0,26.3,13.8
382,2021,김준형,키움,직구,72.8,145.4,30.4,-9.5,2441.5,-29.4,168.6,137.4,23.9,0.268,0.439,22.2,33.3,25.0,19.4,33.3
383,2021,이승진,두산,직구,72.6,146.2,26.8,-13.4,2329.7,-48.9,184.9,139.9,17.9,0.252,0.339,31.4,35.3,18.6,14.7,38.2
384,2021,장지수,KIA,직구,72.5,142.4,26.2,-1.8,1955.1,-48.8,169.4,136.3,17.4,0.2,0.325,45.5,15.2,24.2,15.2,15.2
385,2021,이창재,KT,직구,72.4,139.0,29.3,23.8,2802.9,45.8,168.6,135.7,21.9,0.246,0.29,25.5,29.4,25.5,19.6,23.5
386,2021,홍건희,두산,직구,71.7,147.8,30.0,-8.5,2456.4,-50.5,180.3,134.3,20.1,0.258,0.319,30.8,30.8,22.4,15.9,25.2
387,2021,김윤수,삼성,직구,71.1,147.4,31.2,-6.4,2514.1,-24.6,180.2,136.9,16.7,0.373,0.559,35.9,30.8,15.4,17.9,30.8
388,2021,노성호,삼성,직구,70.7,143.1,32.0,18.3,2769.8,22.7,164.0,130.1,35.4,0.152,0.174,12.9,25.8,22.6,38.7,22.6
389,2021,김건우,SSG,직구,70.7,143.7,28.7,27.5,2991.6,39.4,179.4,129.1,20.0,0.154,0.308,29.4,35.3,23.5,11.8,11.8
390,2021,김재열,KIA,직구,70.4,144.0,32.7,-6.7,2509.5,-35.0,185.0,137.0,28.3,0.253,0.396,20.5,29.5,26.9,23.1,24.4
391,2021,하재훈,SSG,직구,69.8,143.0,29.7,-5.2,2301.5,-10.0,183.5,131.7,27.5,0.195,0.195,16.7,27.8,27.8,27.8,25.0
392,2021,이교훈,두산,직구,68.7,141.7,27.2,16.7,2390.2,64.9,174.9,135.7,24.2,0.4,0.64,19.0,38.1,23.8,19.0,23.8
393,2021,장민기,KIA,직구,68.5,140.0,32.3,20.6,2783.0,63.3,176.1,130.7,33.1,0.204,0.306,17.9,25.6,20.5,35.9,17.9
394,2021,정해영,KIA,직구,68.4,143.7,30.3,-12.1,2463.6,-54.7,183.0,133.9,18.8,0.195,0.296,33.9,28.8,22.0,15.3,27.1
395,2021,이승관,한화,직구,68.4,139.5,30.7,21.4,2731.7,59.1,190.9,135.6,24.7,0.5,0.889,11.8,35.3,47.1,5.9,11.8
396,2021,정인욱,한화,직구,67.3,142.1,31.7,-5.1,2404.8,-40.0,182.9,132.2,25.1,0.143,0.286,26.7,33.3,6.7,33.3,33.3
397,2021,김기탁,한화,직구,66.8,141.6,25.8,24.6,2634.3,23.7,169.4,135.9,15.9,0.324,0.412,28.6,47.6,14.3,9.5,14.3
398,2021,김종수,한화,직구,66.6,144.3,30.9,-7.2,2434.1,-49.4,173.5,137.3,24.6,0.221,0.474,21.6,35.1,23.0,20.3,24.3
399,2021,오주원,키움,직구,66.4,134.2,34.2,23.7,2906.9,80.5,168.8,136.4,24.8,0.4,0.636,17.4,37.0,28.3,17.4,15.2
400,2021,이건욱,SSG,직구,66.2,140.1,31.1,-13.8,2535.8,-24.7,175.2,140.7,32.0,0.375,0.75,13.8,27.6,31.0,27.6,24.1
401,2021,장현식,KIA,직구,65.8,147.5,29.4,-6.4,2340.5,-38.3,178.8,137.0,22.2,0.283,0.422,22.3,43.1,16.9,17.7,29.2
402,2021,김현준,KIA,직구,65.6,141.9,33.7,-8.9,2590.5,-45.0,163.3,134.5,30.2,0.261,0.543,13.9,30.6,25.0,30.6,25.0
403,2021,문경찬,NC,직구,65.0,138.1,31.0,-7.8,2356.3,-51.1,171.5,135.2,27.8,0.206,0.382,13.7,35.3,29.4,21.6,23.5
404,2021,김진욱,롯데,직구,64.5,144.3,32.6,11.4,2630.3,37.2,186.6,134.8,19.7,0.218,0.327,38.2,25.0,21.1,15.8,25.0
405,2021,이승재,KIA,직구,64.4,146.7,28.4,-14.9,2450.2,-45.1,171.4,131.4,21.1,0.298,0.491,30.6,26.5,22.4,20.4,16.3
406,2021,이승현,삼성,직구,63.8,144.4,30.9,13.3,2599.6,49.7,187.5,138.6,20.1,0.309,0.506,32.7,36.5,13.5,17.3,32.7
407,2021,소이현,NC,직구,63.4,144.9,27.8,-9.8,2296.5,-33.2,168.0,141.4,6.9,0.286,0.429,59.1,13.6,22.7,4.5,50.0
408,2021,김현수,KIA,직구,63.0,140.6,29.2,-12.2,2320.9,-34.1,172.9,136.2,23.5,0.321,0.552,24.1,33.0,24.1,18.8,24.1
409,2021,손주영,LG,직구,62.7,140.4,25.3,7.8,2002.3,33.3,183.7,135.3,15.1,0.255,0.455,39.5,31.6,18.4,10.5,21.1
410,2021,김재웅,키움,직구,62.5,139.6,36.2,12.2,2796.5,9.0,168.2,137.2,24.3,0.218,0.309,19.5,32.2,29.9,18.4,25.3
411,2021,이충호,한화,직구,62.3,137.9,24.3,22.4,2415.1,68.0,180.6,137.8,10.0,0.356,0.556,37.1,45.7,11.4,5.7,20.0
412,2021,이영하,두산,직구,62.0,145.3,25.4,-16.8,2364.2,-48.2,195.4,137.8,15.6,0.311,0.472,35.8,31.1,22.5,10.6,29.1
413,2021,김정빈,SSG,직구,61.8,142.2,30.5,13.5,2557.3,35.3,171.5,134.6,15.3,0.297,0.459,37.5,33.3,25.0,4.2,25.0
414,2021,장필준,삼성,직구,61.8,143.0,28.8,-12.1,2395.1,-54.1,181.5,138.0,16.8,0.339,0.505,36.6,31.7,19.5,12.2,31.7
415,2021,백승현,LG,직구,60.9,148.8,26.3,-19.1,2564.3,-25.9,171.9,132.9,15.4,0.205,0.205,39.3,21.4,32.1,7.1,21.4
416,2021,김택형,SSG,직구,60.7,144.5,26.4,22.8,2643.0,72.7,172.4,133.1,15.7,0.274,0.387,33.0,37.4,20.0,9.6,29.6
417,2021,미란다,두산,직구,60.7,145.8,31.2,13.9,2647.6,21.6,185.4,136.5,23.1,0.258,0.376,27.6,27.6,21.1,23.6,25.8
418,2021,박민호,SSG,직구,60.7,135.4,12.7,-29.9,2310.5,-101.1,133.6,130.2,19.4,0.228,0.293,30.6,36.1,20.8,12.5,4.2
419,2021,김범수,한화,직구,60.6,147.8,27.9,26.2,2953.4,43.6,162.4,133.3,23.0,0.264,0.339,31.2,26.4,16.8,25.6,15.2
420,2021,조제영,두산,직구,60.5,140.5,27.0,-15.1,2312.4,-53.8,174.3,142.7,20.4,0.303,0.455,25.0,35.7,21.4,17.9,28.6
421,2021,최승용,두산,직구,60.5,141.8,28.3,18.6,2554.0,48.6,176.8,133.0,16.7,0.327,0.592,36.1,36.1,11.1,16.7,25.0
422,2021,조상우,키움,직구,60.4,146.9,27.4,-21.7,2699.4,-46.5,160.4,135.2,28.4,0.233,0.411,17.7,33.9,25.8,22.6,21.0
423,2021,배동현,한화,직구,60.3,136.9,30.6,-8.1,2274.3,-16.5,163.4,132.2,28.7,0.188,0.338,19.7,28.8,24.2,27.3,12.1
424,2021,차명진,KIA,직구,60.1,135.5,29.3,-16.8,2421.8,-74.6,161.6,138.3,25.2,0.25,0.5,22.2,33.3,22.2,22.2,27.8
425,2021,임준섭,한화,직구,60.1,140.8,22.8,11.3,1933.3,38.3,184.7,145.7,13.0,0.533,0.733,40.9,27.3,22.7,9.1,40.9
426,2021,함덕주,LG,직구,60.0,137.5,27.8,13.2,2266.3,57.7,173.6,137.8,13.9,0.265,0.388,42.1,28.9,15.8,13.2,23.7
427,2021,이보근,KT,직구,59.8,138.8,30.5,-14.4,2518.6,-32.9,187.4,138.3,22.1,0.433,0.7,25.0,25.0,41.7,8.3,45.8
428,2021,조현우,KT,직구,59.8,138.7,26.8,21.1,2537.8,48.3,159.9,133.7,18.6,0.262,0.354,42.2,20.0,20.0,17.8,17.8
429,2021,이승호,키움,직구,59.7,141.5,36.1,13.6,2846.5,27.5,177.8,140.0,17.2,0.311,0.439,36.9,31.1,19.4,12.6,29.1
430,2021,이승헌,롯데,직구,59.6,142.0,22.2,-23.2,2421.5,-67.0,183.2,136.6,11.5,0.324,0.405,45.5,32.7,13.9,7.9,24.8
431,2021,주현상,한화,직구,59.4,141.9,31.9,-7.1,2450.1,-62.6,176.3,134.5,25.9,0.241,0.384,22.0,28.6,27.5,22.0,20.9
432,2021,홍상삼,KIA,직구,59.4,143.8,27.2,-15.0,2359.4,-66.8,184.6,136.7,24.7,0.282,0.462,22.1,32.4,23.5,22.1,25.0
433,2021,김태훈,SSG,직구,59.4,141.0,27.5,22.0,2618.7,47.2,182.1,135.0,20.9,0.302,0.472,31.0,28.6,22.6,17.9,23.8
434,2021,곽빈,두산,직구,59.2,145.6,28.9,-15.7,2560.5,-47.2,177.1,135.5,28.4,0.232,0.355,18.9,33.1,18.3,29.6,22.5
435,2021,이우석,NC,직구,59.1,142.0,22.5,-19.2,2242.1,-68.4,170.3,131.9,22.4,0.346,0.577,16.7,38.9,33.3,11.1,27.8
436,2021,진명호,롯데,직구,59.0,141.3,26.1,-2.0,2001.2,-29.2,185.3,130.5,24.5,0.226,0.415,19.4,33.3,33.3,13.9,13.9
437,2021,김도규,롯데,직구,58.6,144.4,28.4,-16.2,2511.3,-26.0,194.2,134.5,21.5,0.315,0.466,31.5,22.2,24.1,22.2,31.5
438,2021,김재윤,KT,직구,58.6,142.7,31.8,-13.5,2650.2,-65.7,174.7,133.9,27.2,0.234,0.343,17.0,35.1,27.7,20.2,22.3
439,2021,김선기,키움,직구,58.2,142.1,29.6,-11.5,2380.8,-64.2,166.1,137.9,23.0,0.365,0.587,25.3,34.1,18.7,22.0,26.4
440,2021,남재현,KIA,직구,58.1,141.0,30.1,-18.8,2618.1,-53.2,180.6,134.7,39.0,0.263,0.474,11.8,23.5,23.5,41.2,17.6
441,2021,김이환,한화,직구,58.0,140.0,29.1,-14.4,2405.9,-51.2,180.1,133.2,22.6,0.303,0.409,29.4,33.3,13.7,23.5,27.5
442,2021,송재영,롯데,직구,57.7,138.5,31.5,6.0,2367.3,7.2,180.5,132.5,28.9,0.382,0.735,15.4,34.6,26.9,23.1,30.8
443,2021,고우석,LG,직구,57.6,152.4,25.6,-17.9,2546.1,-52.7,157.0,136.6,19.0,0.229,0.347,33.8,28.8,20.0,17.5,25.0
444,2021,최원준,두산,직구,57.6,138.3,10.8,-31.7,2437.8,-100.9,111.2,135.5,25.3,0.244,0.392,23.0,30.7,26.5,19.8,19.8
445,2021,전상현,KIA,직구,57.5,140.7,32.6,-5.6,2417.7,-38.9,167.9,132.6,24.2,0.343,0.486,18.8,34.4,34.4,12.5,12.5
446,2021,오동욱,한화,직구,57.3,138.9,15.1,-19.2,1802.6,-72.8,131.8,134.2,20.9,0.313,0.604,27.3,34.1,27.3,11.4,9.1
447,2021,류진욱,NC,직구,57.2,144.4,24.4,-15.9,2244.6,-61.5,168.9,133.2,15.8,0.226,0.301,38.3,28.3,23.3,10.0,20.0
448,2021,권휘,두산,직구,57.0,142.3,28.0,-16.4,2448.3,-22.8,174.6,130.6,27.3,0.128,0.154,34.5,10.3,24.1,31.0,6.9
449,2021,김기중,한화,직구,56.6,139.9,31.3,17.1,2645.8,30.7,177.0,133.5,19.8,0.347,0.484,27.6,33.7,23.5,15.3,19.4
450,2021,윤대경,한화,직구,56.2,139.6,29.9,-10.4,2357.6,-53.3,181.8,134.0,22.0,0.255,0.398,30.9,30.1,19.9,19.1,22.1
451,2021,폰트,SSG,직구,56.0,148.5,31.2,-17.6,2802.8,-57.8,200.2,134.4,25.9,0.232,0.382,21.0,34.1,19.5,25.4,23.9
452,2021,정수민,SSG,직구,56.0,141.2,30.3,-10.2,2387.3,-29.4,182.5,138.0,19.9,0.262,0.525,29.4,25.5,31.4,13.7,21.6
453,2021,박치국,두산,직구,55.9,143.2,12.4,-30.1,2466.3,-55.7,129.4,135.8,13.4,0.302,0.419,48.1,22.2,18.5,11.1,33.3
454,2021,한현희,키움,직구,55.6,143.3,12.7,-30.5,2493.7,-92.0,132.9,136.2,18.1,0.263,0.364,38.2,26.3,18.4,17.1,22.4
455,2021,김민규,두산,직구,55.6,141.3,28.4,-19.5,2585.2,-54.6,168.5,136.8,24.2,0.281,0.467,25.2,28.8,25.2,20.7,21.6
456,2021,김성진,키움,직구,55.3,144.0,29.3,-14.4,2482.7,-45.8,172.4,141.0,16.6,0.292,0.506,35.1,31.2,23.4,10.4,29.9
457,2021,이의리,KIA,직구,55.0,145.4,31.8,20.5,2857.4,63.6,174.3,133.5,21.6,0.238,0.328,29.3,32.1,19.3,19.3,25.0
458,2021,신정락,한화,직구,54.9,140.6,14.9,-16.1,1731.7,-66.9,141.6,129.4,17.5,0.513,0.846,23.5,44.1,26.5,5.9,5.9
459,2021,문용익,삼성,직구,54.9,145.5,28.2,-18.4,2599.0,-62.2,168.3,135.0,21.1,0.302,0.442,35.1,27.0,16.2,21.6,21.6
460,2021,장시환,한화,직구,54.8,143.1,28.4,-10.4,2315.9,-47.1,173.2,134.9,18.6,0.292,0.431,30.6,34.2,19.8,15.3,18.9
461,2021,황영국,한화,직구,54.6,141.5,30.1,29.8,3108.9,58.9,171.6,128.9,21.3,0.172,0.172,21.1,36.8,26.3,15.8,15.8
462,2021,정우람,한화,직구,54.4,136.5,28.7,28.3,2867.5,61.2,170.5,130.1,20.6,0.244,0.378,31.6,31.6,21.1,15.8,19.3
463,2021,박종기,두산,직구,54.4,141.0,23.5,-16.3,2166.1,-64.2,168.2,138.1,19.6,0.306,0.361,31.6,33.3,19.7,15.4,29.9
464,2021,이상영,LG,직구,54.0,140.4,26.6,22.0,2554.0,63.6,174.3,134.9,14.1,0.253,0.337,43.7,25.4,22.5,8.5,19.7
465,2021,서진용,SSG,직구,54.0,144.0,33.2,-7.0,2592.3,-32.7,179.7,139.2,23.3,0.288,0.52,24.0,32.7,26.0,17.3,21.2
466,2021,김진영,한화,직구,53.9,140.0,28.7,-5.6,2188.8,-42.2,171.1,138.2,16.1,0.226,0.419,40.0,20.0,24.0,16.0,16.0
467,2021,구승민,롯데,직구,53.8,144.7,29.4,-16.7,2590.4,-32.1,170.6,136.0,28.3,0.2,0.317,26.2,20.2,23.8,29.8,27.4
468,2021,이재익,삼성,직구,53.6,139.4,27.0,14.5,2279.8,44.7,178.6,138.4,11.9,0.409,0.545,47.1,29.4,23.5,0.0,29.4
469,2021,배제성,KT,직구,53.0,143.8,33.4,-3.0,2614.0,-24.8,183.7,138.1,18.2,0.273,0.39,31.3,36.3,20.0,12.5,28.8
470,2021,안우진,키움,직구,52.9,150.9,30.4,-15.1,2704.6,-30.4,173.2,136.8,18.6,0.244,0.392,34.8,28.8,21.2,15.2,28.8
471,2021,이승민,삼성,직구,52.9,132.9,30.4,18.1,2485.9,28.4,159.7,132.1,20.3,0.25,0.425,26.9,37.3,22.4,13.4,19.4
472,2021,현도훈,두산,직구,52.7,140.8,30.3,-9.3,2376.2,-56.1,166.6,140.3,16.1,0.313,0.375,23.1,53.8,15.4,7.7,7.7
473,2021,김대유,LG,직구,52.5,137.3,17.9,21.3,2052.5,94.0,146.3,135.1,17.2,0.163,0.239,30.6,30.6,28.6,10.2,22.4
474,2021,이민호,LG,직구,52.4,144.6,26.3,-21.6,2609.2,-75.7,168.5,136.9,25.1,0.222,0.373,28.8,24.0,22.6,24.7,25.3
475,2021,이승현,삼성,직구,52.3,142.8,31.7,-12.2,2588.3,-15.0,182.9,135.2,26.5,0.385,0.692,22.2,33.3,20.0,24.4,26.7
476,2021,엄상백,KT,직구,52.0,145.7,24.2,-19.1,2402.3,-72.3,144.9,136.9,28.9,0.208,0.403,13.5,40.4,25.0,21.2,21.2
477,2021,이정용,LG,직구,51.9,146.0,30.9,-15.5,2688.3,-30.1,174.6,135.2,22.3,0.175,0.28,30.8,24.2,25.3,19.8,18.7
478,2021,양창섭,삼성,직구,51.6,142.4,32.4,-10.6,2584.8,-43.3,177.5,135.6,29.5,0.425,0.775,12.1,36.4,27.3,24.2,21.2
479,2021,김태경,NC,직구,51.3,139.5,31.3,-5.7,2383.8,-20.2,181.6,132.8,24.6,0.192,0.346,38.1,4.8,33.3,23.8,14.3
480,2021,이용찬,NC,직구,50.7,145.6,25.5,-24.3,2715.6,-58.2,169.1,133.0,23.2,0.227,0.333,23.6,34.5,21.8,20.0,16.4
481,2021,홍정우,삼성,직구,50.6,141.4,31.3,-12.2,2522.2,-38.9,184.0,135.0,24.3,0.222,0.389,34.8,13.0,21.7,30.4,8.7
482,2021,송명기,NC,직구,50.5,142.5,23.4,-25.3,2599.8,-89.2,151.3,134.9,21.8,0.299,0.472,20.3,41.1,23.4,15.1,20.8
483,2021,강재민,한화,직구,49.9,139.7,14.7,-5.9,1279.8,-52.0,138.0,124.3,21.0,0.225,0.265,33.3,21.7,29.0,15.9,11.6
484,2021,오승환,삼성,직구,49.9,144.6,27.5,-17.2,2495.9,-68.8,167.3,134.4,26.9,0.261,0.383,21.3,29.8,23.4,25.5,21.3
485,2021,이재희,삼성,직구,49.5,137.9,23.9,-3.1,1811.0,-28.0,181.1,135.7,17.6,0.325,0.55,39.3,21.4,25.0,14.3,25.0
486,2021,서준원,롯데,직구,49.4,144.9,17.8,-23.6,2278.8,-48.9,143.3,136.1,13.6,0.313,0.448,36.6,36.6,18.3,8.5,22.5
487,2021,김정인,키움,직구,49.0,140.7,33.2,-14.3,2678.9,-33.5,166.9,136.3,26.8,0.308,0.6,25.5,30.9,16.4,27.3,27.3
488,2021,김진성,NC,직구,48.9,141.0,31.8,-17.7,2720.0,-16.4,191.6,137.0,25.4,0.346,0.63,23.8,23.8,34.9,17.5,22.2
489,2021,프랑코,롯데,직구,48.9,148.9,26.3,-19.5,2585.6,-50.2,183.1,136.8,21.6,0.249,0.438,29.5,30.0,21.2,19.4,29.0
490,2021,김명신,두산,직구,48.8,139.6,25.3,-19.2,2355.8,-24.7,172.1,137.7,17.1,0.294,0.487,28.6,35.7,25.0,10.7,26.2
491,2021,이우찬,LG,직구,48.6,141.0,22.8,10.2,1903.6,46.5,180.1,134.4,12.7,0.358,0.463,36.5,38.5,17.3,7.7,23.1
492,2021,이상민,삼성,직구,48.5,137.8,23.1,19.8,2246.4,45.2,167.2,135.5,12.4,0.395,0.581,44.4,33.3,13.9,8.3,22.2
493,2021,김윤식,LG,직구,48.5,141.8,26.7,19.5,2493.2,44.3,172.7,131.6,17.9,0.286,0.361,38.2,25.8,20.2,15.7,18.0
494,2021,최성훈,LG,직구,48.2,138.2,19.3,13.6,1755.2,59.1,164.2,138.5,8.4,0.25,0.342,54.7,26.4,11.3,7.5,32.1
495,2021,윤명준,두산,직구,48.1,139.6,27.7,-17.7,2447.5,-51.1,174.5,136.6,17.0,0.361,0.482,35.1,35.1,18.9,10.8,31.1
