,연도,선수,팀,구종,상대%,타구 속도,상하 각도,타율,장타율,땅볼%,라인드라이브%,뜬공%,팝플라이%,강한 타구%,안타,안타 타구 속도,홈런,홈런 타구 속도,장타,장타 타구 속도
0,2023,강현우,KT,전체,100.0,134.9,16.9,0.194,0.282,32.8,36.2,19.0,12.1,22.4,20,143.1,1,154.5,7,147.6
1,2023,이주형,키움,전체,100.0,137.9,19.7,0.326,0.507,28.6,34.1,24.6,12.7,34.9,70,143.0,6,156.3,23,154.6
2,2023,안권수,롯데,전체,100.0,130.5,16.6,0.272,0.325,30.6,40.0,20.6,8.8,9.4,72,133.0,2,151.0,9,138.5
3,2023,양찬열,두산,전체,100.0,120.6,22.6,0.25,0.321,26.9,28.8,28.8,15.4,9.6,21,129.9,0,0.0,4,140.6
4,2023,러셀,키움,전체,100.0,137.2,18.6,0.286,0.4,30.2,35.3,24.5,10.1,24.5,63,140.7,4,153.1,16,148.6
5,2023,김지찬,삼성,전체,100.0,120.0,15.4,0.29,0.33,38.3,36.3,14.4,10.9,0.5,81,123.6,1,138.1,7,135.4
6,2023,황성빈,롯데,전체,100.0,121.0,20.5,0.211,0.265,31.6,30.5,20.0,17.9,2.1,35,127.4,0,0.0,7,133.5
7,2023,최인호,한화,전체,100.0,134.2,19.2,0.298,0.427,33.0,26.4,28.6,12.1,18.7,39,139.7,2,150.3,10,149.8
8,2023,박정현,한화,전체,100.0,131.6,25.3,0.181,0.295,25.9,36.2,17.2,20.7,24.1,19,142.0,2,148.9,8,151.7
9,2023,전의산,SSG,전체,100.0,135.0,20.0,0.201,0.336,31.8,29.4,22.4,16.5,29.4,27,141.4,4,160.6,10,156.8
10,2023,최지훈,SSG,전체,100.0,134.0,22.5,0.269,0.358,28.0,32.9,19.3,19.9,18.0,124,140.6,2,152.7,29,145.4
11,2023,김휘집,키움,전체,100.0,130.2,23.5,0.249,0.374,23.0,37.5,21.8,17.7,19.0,92,138.4,8,152.3,30,149.6
12,2023,김동진,삼성,전체,100.0,128.1,9.6,0.275,0.324,46.6,32.8,17.2,3.4,15.5,28,134.0,0,0.0,5,144.1
13,2023,김현준,삼성,전체,100.0,128.0,14.5,0.266,0.335,37.1,37.1,17.2,8.6,6.0,104,131.6,3,148.6,16,144.3
14,2023,피렐라,삼성,전체,100.0,139.9,20.2,0.292,0.44,31.6,33.2,19.0,16.2,39.7,152,147.0,16,153.5,44,154.4
15,2023,추신수,SSG,전체,100.0,138.6,19.5,0.252,0.396,28.1,36.1,22.5,13.3,28.5,96,143.2,12,155.8,30,149.9
16,2023,조형우,SSG,전체,100.0,131.5,27.5,0.185,0.286,26.6,30.4,16.5,26.6,21.5,22,146.3,2,144.1,7,144.7
17,2023,김주원,NC,전체,100.0,129.7,23.7,0.233,0.34,26.1,29.6,25.7,18.6,24.1,94,136.2,10,154.1,21,150.3
18,2023,알포드,KT,전체,100.0,139.6,24.2,0.289,0.456,24.2,32.7,23.9,19.2,34.7,142,146.7,15,157.1,49,154.8
19,2023,박찬혁,키움,전체,100.0,132.3,16.7,0.201,0.266,37.5,38.6,8.0,15.9,27.3,31,141.2,1,153.7,8,148.6
20,2023,이재현,삼성,전체,100.0,131.4,25.0,0.252,0.385,21.4,34.2,24.8,19.5,10.9,108,139.2,12,146.9,31,145.3
21,2023,김영웅,삼성,전체,100.0,133.9,21.3,0.189,0.322,26.8,26.8,32.1,14.3,16.1,17,142.1,2,149.3,8,146.9
22,2023,렉스,롯데,전체,100.0,137.6,22.0,0.25,0.354,25.2,34.5,23.5,16.8,35.3,48,142.2,4,151.4,10,147.9
23,2023,윤동희,롯데,전체,100.0,132.5,19.1,0.284,0.351,28.5,34.5,22.9,14.1,18.5,105,137.4,2,150.0,20,142.7
24,2023,김도영,KIA,전체,100.0,137.9,18.4,0.298,0.446,35.5,28.6,22.3,13.6,34.1,97,146.1,7,159.5,30,154.3
25,2023,소크라테스,KIA,전체,100.0,135.8,21.4,0.287,0.463,28.7,33.4,20.9,17.0,32.4,153,145.6,20,157.9,52,154.8
26,2023,오스틴,LG,전체,100.0,138.3,24.0,0.313,0.513,25.6,31.9,22.0,20.5,32.7,162,145.1,22,162.4,55,154.6
27,2023,로하스,두산,전체,100.0,141.1,29.5,0.237,0.464,18.0,30.4,21.2,30.4,36.0,91,149.1,19,157.1,45,153.8
28,2023,도슨,키움,전체,100.0,137.1,17.4,0.336,0.454,36.3,30.6,21.3,11.9,26.3,77,136.7,3,160.5,19,143.7
29,2023,김동헌,키움,전체,100.0,124.9,22.8,0.242,0.313,31.2,24.6,23.9,20.3,11.6,51,135.4,2,154.3,9,145.4
30,2023,구드럼,롯데,전체,100.0,137.8,18.7,0.293,0.378,29.7,35.6,24.8,9.9,30.7,48,141.7,0,0.0,14,140.5
31,2023,김민석,롯데,전체,100.0,131.2,17.4,0.258,0.345,35.8,32.3,19.9,11.9,14.2,99,134.9,3,149.5,27,139.4
32,2023,윌리엄스,한화,전체,100.0,138.0,21.4,0.244,0.403,26.8,35.7,19.6,17.9,38.7,63,145.3,9,158.2,23,154.4
33,2023,문현빈,한화,전체,100.0,132.5,19.1,0.265,0.361,30.8,34.2,21.3,13.7,22.8,113,138.8,5,157.0,29,149.2
34,2023,에레디아,SSG,전체,100.0,134.7,19.4,0.323,0.461,27.9,38.7,19.8,13.6,29.7,153,142.0,12,154.2,41,148.8
35,2023,마틴,NC,전체,100.0,139.0,24.5,0.283,0.455,23.3,28.8,27.4,20.5,28.1,123,143.9,17,152.1,39,149.2
36,2023,정훈,롯데,전체,100.0,132.3,18.9,0.276,0.438,29.7,30.5,25.8,14.1,17.2,53,138.8,6,151.7,19,144.0
37,2023,오태곤,SSG,전체,100.0,136.6,20.1,0.239,0.375,29.3,32.9,20.4,17.4,31.7,65,146.5,7,157.9,22,151.5
38,2023,유강남,롯데,전체,100.0,141.0,19.8,0.257,0.373,34.0,26.4,23.9,15.7,44.2,87,149.9,9,153.3,21,151.7
39,2023,고종욱,KIA,전체,100.0,135.4,16.5,0.297,0.392,32.7,37.8,20.5,9.0,23.7,78,141.9,3,150.2,19,147.3
40,2023,류지혁,삼성,전체,100.0,128.8,12.1,0.256,0.284,43.2,34.2,15.5,7.2,8.6,110,135.2,1,140.0,9,148.0
41,2023,박세혁,NC,전체,100.0,130.4,25.8,0.211,0.347,26.0,26.6,23.1,24.3,19.5,51,140.4,6,148.9,18,150.3
42,2023,구자욱,삼성,전체,100.0,137.7,19.6,0.331,0.495,25.3,40.1,22.6,12.0,25.7,139,141.8,11,155.7,46,149.1
43,2023,박해민,LG,전체,100.0,125.6,20.4,0.285,0.36,26.3,34.9,25.1,13.8,2.4,138,127.6,6,153.6,22,139.8
44,2023,김준태,KT,전체,100.0,133.3,25.7,0.209,0.322,21.5,30.8,20.0,27.7,26.2,24,135.5,3,155.5,7,148.4
45,2023,박승욱,롯데,전체,100.0,135.6,15.4,0.291,0.378,30.0,43.3,22.0,4.7,18.7,80,139.6,0,0.0,21,145.4
46,2023,김민식,SSG,전체,100.0,130.0,27.2,0.218,0.316,25.4,26.0,23.7,24.9,11.0,58,136.6,5,149.0,15,140.1
47,2023,한유섬,SSG,전체,100.0,137.4,23.5,0.274,0.395,27.0,32.6,20.5,20.0,31.6,91,143.2,7,160.1,24,152.5
48,2023,박민우,NC,전체,100.0,130.9,13.3,0.317,0.406,39.2,35.7,19.2,5.9,9.4,143,135.2,2,148.8,29,141.9
49,2023,강진성,SSG,전체,100.0,133.4,24.6,0.261,0.388,22.9,34.4,22.9,19.8,17.7,35,139.8,3,149.3,10,151.9
50,2023,노진혁,롯데,전체,100.0,138.4,22.7,0.26,0.382,24.2,37.0,21.3,17.5,26.1,85,144.2,4,155.2,31,148.4
51,2023,김성욱,NC,전체,100.0,130.7,25.0,0.223,0.38,27.9,29.8,17.3,25.0,19.2,40,143.9,6,154.8,16,150.1
52,2023,나성범,KIA,전체,100.0,143.7,23.9,0.347,0.643,24.3,30.0,30.7,15.0,43.6,74,151.1,17,163.9,28,161.3
53,2023,강승호,두산,전체,100.0,132.9,19.5,0.263,0.378,30.1,37.1,17.0,15.7,24.0,103,139.0,6,151.9,27,151.5
54,2023,장승현,두산,전체,100.0,133.7,20.4,0.152,0.227,31.3,29.7,25.0,14.1,18.8,20,142.4,3,151.5,4,151.3
55,2023,김인태,두산,전체,100.0,137.7,19.7,0.255,0.337,27.8,31.5,25.9,14.8,37.0,25,142.7,1,156.6,6,156.0
56,2023,이우성,KIA,전체,100.0,137.9,13.4,0.299,0.414,37.4,34.7,20.7,7.2,31.5,104,144.1,8,150.1,24,147.7
57,2023,윤형준,NC,전체,100.0,128.6,20.9,0.252,0.385,26.5,39.0,20.6,14.0,19.9,55,136.4,5,151.6,18,145.6
58,2023,김준완,키움,전체,100.0,122.4,16.2,0.223,0.261,38.6,30.7,16.8,13.9,1.0,42,127.5,0,0.0,7,135.0
59,2023,권희동,NC,전체,100.0,131.8,23.3,0.285,0.405,24.2,34.2,23.7,17.8,11.0,88,139.7,7,153.0,23,146.8
60,2023,김민혁,KT,전체,100.0,134.7,14.1,0.298,0.386,36.7,36.7,22.2,4.4,14.4,118,138.1,3,148.1,26,145.3
61,2023,문상철,KT,전체,100.0,137.4,24.9,0.26,0.414,24.7,33.2,21.6,20.5,30.0,79,143.6,9,156.3,29,151.0
62,2023,안중열,NC,전체,100.0,134.7,20.6,0.195,0.312,27.8,28.9,32.2,11.1,21.1,30,139.9,4,152.1,10,149.6
63,2023,양석환,두산,전체,100.0,138.0,27.7,0.284,0.46,19.5,31.7,23.1,25.7,30.5,141,143.5,20,159.0,47,153.4
64,2023,배정대,KT,전체,100.0,128.3,20.7,0.277,0.348,30.1,33.0,21.4,15.5,12.1,86,135.5,2,157.4,18,142.7
65,2023,임지열,키움,전체,100.0,138.6,17.1,0.259,0.368,32.8,39.3,15.6,12.3,34.4,55,145.3,5,156.4,13,151.7
66,2023,임병욱,키움,전체,100.0,136.4,21.0,0.26,0.409,31.4,26.7,24.8,17.1,34.3,54,145.7,6,160.1,18,151.5
67,2023,김호재,삼성,전체,100.0,131.0,16.3,0.2,0.264,35.2,35.2,21.1,8.5,5.6,22,135.0,0,0.0,7,140.7
68,2023,박계범,두산,전체,100.0,132.3,18.3,0.222,0.293,34.8,27.0,27.0,11.2,13.5,37,136.2,2,144.3,8,138.7
69,2023,오윤석,KT,전체,100.0,133.6,19.6,0.251,0.387,29.6,29.6,28.8,12.0,27.2,50,143.1,4,153.6,18,147.4
70,2023,이창진,KIA,전체,100.0,131.5,19.2,0.27,0.389,29.0,34.8,24.5,11.6,12.9,66,137.9,4,147.4,18,144.1
71,2023,강한울,삼성,전체,100.0,127.0,18.3,0.216,0.268,28.4,41.3,15.6,14.7,3.7,41,133.4,0,0.0,8,142.5
72,2023,박찬호,KIA,전체,100.0,129.2,17.8,0.296,0.369,30.9,36.9,21.6,10.6,11.3,130,134.0,3,151.1,22,140.4
73,2023,조용호,KT,전체,100.0,125.9,19.6,0.248,0.261,30.3,32.1,25.7,11.9,6.4,40,132.0,0,0.0,2,145.3
74,2023,김태진,키움,전체,100.0,126.1,17.0,0.275,0.3,32.2,34.2,22.8,10.7,3.4,55,131.4,0,0.0,5,124.5
75,2023,김재성,삼성,전체,100.0,129.6,26.2,0.172,0.237,27.8,25.9,18.5,27.8,3.7,16,135.3,1,147.7,4,141.2
76,2023,신민재,LG,전체,100.0,127.7,12.4,0.274,0.306,39.5,36.7,17.7,6.1,4.1,77,131.0,0,0.0,7,137.9
77,2023,송성문,키움,전체,100.0,133.1,21.4,0.264,0.359,28.7,29.7,24.9,16.7,18.8,102,137.8,5,151.9,24,144.6
78,2023,황대인,KIA,전체,100.0,137.4,20.2,0.213,0.322,27.9,33.7,26.0,12.5,26.9,37,145.1,5,153.7,9,154.9
79,2023,김호령,KIA,전체,100.0,132.0,21.3,0.181,0.255,28.3,28.3,28.3,15.1,24.5,17,137.0,0,0.0,7,140.8
80,2023,이도윤,한화,전체,100.0,126.1,20.1,0.252,0.317,32.3,28.4,22.4,16.9,7.5,78,127.7,1,141.6,16,135.4
81,2023,홍창기,LG,전체,100.0,137.8,13.3,0.333,0.413,37.0,41.3,15.4,6.3,25.9,174,140.1,1,151.3,38,141.5
82,2023,조수행,두산,전체,100.0,128.6,14.7,0.223,0.256,44.2,27.4,15.0,13.3,6.2,48,136.9,1,143.4,4,145.2
83,2023,이성규,삼성,전체,100.0,135.7,26.6,0.199,0.291,19.3,36.1,21.7,22.9,20.5,28,148.7,1,155.4,10,152.5
84,2023,최원준,KIA,전체,100.0,129.6,20.2,0.246,0.317,35.7,26.6,21.7,16.1,15.4,55,137.6,1,150.4,12,146.6
85,2023,김규성,KIA,전체,100.0,127.6,31.8,0.236,0.325,13.3,32.2,22.2,32.2,13.3,37,133.4,2,152.4,9,146.3
86,2023,이진영,한화,전체,100.0,137.8,18.0,0.251,0.397,32.1,33.7,20.9,13.3,34.2,89,144.5,10,158.9,32,152.4
87,2023,신범수,KIA,전체,100.0,128.0,28.5,0.161,0.264,23.7,20.3,28.8,27.1,6.8,14,134.2,2,148.8,5,141.2
88,2023,김태연,한화,전체,100.0,134.8,24.1,0.261,0.363,24.8,33.1,24.2,17.8,23.6,64,141.3,4,153.0,17,150.4
89,2023,장진혁,한화,전체,100.0,134.7,22.1,0.222,0.265,33.0,30.8,16.5,19.8,18.7,36,139.7,0,0.0,6,154.4
90,2023,박상언,한화,전체,100.0,132.3,26.1,0.2,0.269,25.3,23.2,30.5,21.1,16.8,29,138.3,1,140.4,7,140.7
91,2023,김인환,한화,전체,100.0,135.6,23.7,0.225,0.338,26.5,28.5,26.0,19.0,20.5,73,139.7,7,151.8,23,148.4
92,2023,김동엽,삼성,전체,100.0,129.9,25.0,0.253,0.389,27.6,27.6,19.0,25.9,21.6,41,136.4,5,148.9,12,143.7
93,2023,박준영,두산,전체,100.0,137.7,25.0,0.228,0.417,19.7,37.7,18.0,24.6,29.5,29,147.5,4,157.5,14,152.8
94,2023,도태훈,NC,전체,100.0,126.5,21.3,0.234,0.322,31.8,25.7,23.6,18.9,6.8,56,137.2,5,146.6,11,146.0
95,2023,안치영,KT,전체,100.0,131.8,9.4,0.29,0.331,50.0,33.3,13.3,3.3,5.0,36,135.7,0,0.0,4,140.7
96,2023,이유찬,두산,전체,100.0,127.5,20.1,0.242,0.313,26.6,37.1,22.6,13.7,10.5,48,132.2,1,140.8,10,128.7
97,2023,김혜성,키움,전체,100.0,133.1,17.7,0.334,0.446,29.5,34.3,27.1,9.1,16.3,185,136.9,7,152.6,42,144.3
98,2023,이정후,키움,전체,100.0,141.4,16.9,0.318,0.455,33.2,35.1,23.2,8.5,33.2,105,144.2,6,153.8,31,146.6
99,2023,김성윤,삼성,전체,100.0,132.2,13.3,0.327,0.41,37.3,36.5,20.6,5.6,13.5,71,135.9,2,152.4,10,147.1
100,2023,이정훈,롯데,전체,100.0,136.2,16.2,0.294,0.35,33.3,35.4,23.2,8.1,16.2,42,139.5,1,154.2,6,149.0
101,2023,박성한,SSG,전체,100.0,130.6,18.5,0.264,0.364,32.7,32.1,21.8,13.5,13.1,121,139.0,9,148.5,28,143.7
102,2023,천재환,NC,전체,100.0,131.6,20.6,0.239,0.331,27.4,38.9,21.1,12.6,16.8,39,137.6,2,152.8,10,149.8
103,2023,강백호,KT,전체,100.0,140.5,20.0,0.265,0.416,30.2,31.5,21.5,16.8,34.2,63,146.9,8,156.8,19,151.0
104,2023,이재원,LG,전체,100.0,140.6,28.2,0.214,0.366,15.5,31.0,29.3,24.1,37.9,24,149.6,4,167.4,9,162.7
105,2023,문성주,LG,전체,100.0,133.8,13.7,0.294,0.372,43.9,29.0,18.4,8.7,13.1,132,136.9,2,152.2,27,142.8
106,2023,이호연,KT,전체,100.0,133.7,15.7,0.278,0.354,35.3,33.1,22.3,9.4,20.1,59,138.9,3,151.3,9,148.0
107,2023,정보근,롯데,전체,100.0,132.9,15.9,0.351,0.494,22.6,56.6,13.2,7.5,15.1,27,140.5,1,150.6,8,145.3
108,2023,한동희,롯데,전체,100.0,139.3,18.8,0.225,0.31,37.0,30.2,18.0,14.8,32.8,69,149.2,5,151.5,16,151.2
109,2023,이원석,한화,전체,100.0,127.3,21.1,0.19,0.216,27.1,32.2,25.4,15.3,1.7,22,133.2,0,0.0,2,130.0
110,2023,정은원,한화,전체,100.0,130.1,21.3,0.222,0.268,31.1,29.9,19.7,19.3,8.7,86,135.9,2,150.2,14,143.9
111,2023,오영수,NC,전체,100.0,139.3,15.5,0.236,0.346,41.2,26.1,21.8,10.9,28.6,49,146.2,4,150.9,14,150.3
112,2023,문보경,LG,전체,100.0,139.9,18.8,0.3,0.448,30.8,36.7,19.0,13.4,34.4,140,143.5,10,158.1,44,152.9
113,2023,김대한,두산,전체,100.0,129.0,26.2,0.208,0.312,24.1,33.3,14.8,27.8,25.9,16,140.9,1,152.8,5,145.6
114,2023,이학주,롯데,전체,100.0,128.4,20.5,0.208,0.302,31.7,28.3,28.3,11.7,20.0,22,134.7,3,153.0,4,149.5
115,2023,고승민,롯데,전체,100.0,140.6,18.0,0.224,0.324,34.8,31.9,19.9,13.5,36.2,54,142.5,2,159.7,18,149.7
116,2023,변우혁,KIA,전체,100.0,128.0,23.4,0.225,0.35,29.7,26.1,27.0,17.1,18.0,45,134.6,7,153.5,11,149.5
117,2023,노시환,한화,전체,100.0,142.8,20.3,0.298,0.541,30.4,27.9,28.5,13.2,43.3,153,151.9,31,158.5,62,157.0
118,2023,하재훈,SSG,전체,100.0,136.1,26.0,0.303,0.468,22.1,35.1,19.8,22.9,29.0,61,141.8,7,160.8,18,154.4
119,2023,서호철,NC,전체,100.0,128.0,19.0,0.288,0.384,32.5,31.8,21.4,14.3,16.8,114,134.6,5,152.5,25,145.9
120,2023,김강민,SSG,전체,100.0,132.8,27.1,0.226,0.292,16.5,36.3,22.0,25.3,11.0,31,134.5,2,149.5,5,144.9
121,2023,최형우,KIA,전체,100.0,138.8,21.4,0.305,0.498,24.2,36.4,25.5,13.9,34.1,127,143.9,17,156.8,45,153.8
122,2023,박경수,KT,전체,100.0,133.5,26.3,0.2,0.286,24.1,28.4,22.4,25.0,11.2,37,135.7,1,157.2,14,141.9
123,2023,이용규,키움,전체,100.0,124.1,16.9,0.234,0.273,30.6,40.8,19.4,9.2,2.0,36,127.5,0,0.0,3,141.2
124,2023,김재호,두산,전체,100.0,129.0,21.9,0.278,0.371,26.6,36.4,19.0,17.9,17.9,66,136.6,3,156.9,16,147.0
125,2023,박석민,NC,전체,100.0,126.9,29.5,0.193,0.239,17.3,30.8,26.9,25.0,11.5,17,127.4,1,146.2,2,144.5
126,2023,강민호,삼성,전체,100.0,136.9,20.5,0.292,0.447,28.3,33.9,22.3,15.5,29.7,119,141.3,15,153.9,33,152.2
127,2023,박병호,KT,전체,100.0,138.3,22.0,0.282,0.443,25.2,33.5,24.5,16.9,31.7,121,142.2,18,157.4,33,155.0
128,2023,오재일,삼성,전체,100.0,138.3,30.8,0.206,0.368,9.9,33.3,33.3,23.4,28.7,61,142.5,11,152.7,26,150.7
129,2023,이원석,키움,전체,100.0,130.4,23.4,0.246,0.298,27.6,32.3,21.2,18.9,10.1,75,136.7,2,150.0,12,146.2
130,2023,최정,SSG,전체,100.0,139.3,25.7,0.297,0.548,21.6,30.2,28.4,19.8,31.9,140,146.6,29,156.6,60,152.5
131,2023,양의지,두산,전체,100.0,139.6,25.1,0.301,0.472,22.2,34.5,21.5,21.8,36.0,127,146.3,17,157.6,38,152.5
132,2023,최주환,SSG,전체,100.0,138.1,26.5,0.235,0.432,20.4,28.4,28.8,22.5,22.1,100,144.3,20,156.0,44,150.1
133,2023,김현수,LG,전체,100.0,139.0,19.8,0.292,0.383,31.2,33.8,19.1,15.9,29.1,142,144.8,6,158.4,30,151.1
134,2023,황재균,KT,전체,100.0,135.6,23.2,0.295,0.413,22.1,37.5,23.2,17.1,27.5,120,142.6,6,152.2,34,150.3
135,2023,김성현,SSG,전체,100.0,131.7,17.9,0.269,0.324,33.3,35.6,18.5,12.5,6.9,83,138.7,1,153.0,15,141.1
136,2023,손아섭,NC,전체,100.0,137.3,14.6,0.341,0.444,43.6,30.1,15.6,10.7,30.3,187,144.3,5,156.2,44,146.1
137,2023,김민성,LG,전체,100.0,130.5,21.1,0.251,0.38,29.3,28.7,23.8,18.2,20.4,68,143.3,8,150.6,19,148.8
138,2023,김태군,KIA,전체,100.0,129.0,19.0,0.261,0.311,32.2,35.6,15.4,16.8,11.1,78,136.1,1,0.0,12,140.4
139,2023,이형종,키움,전체,100.0,130.7,22.2,0.215,0.32,31.7,30.7,16.1,21.6,18.8,68,138.1,3,156.7,26,151.9
140,2023,서건창,LG,전체,100.0,130.6,21.6,0.2,0.282,32.1,24.7,25.9,17.3,4.9,22,135.4,0,0.0,7,139.2
141,2023,김재환,두산,전체,100.0,141.6,23.1,0.224,0.332,26.9,30.6,23.1,19.4,37.6,85,151.5,9,155.6,23,149.5
142,2023,최재훈,한화,전체,100.0,129.6,21.7,0.248,0.294,27.2,32.3,22.6,17.9,10.6,81,135.3,1,142.9,13,146.2
143,2023,전준우,롯데,전체,100.0,137.2,21.1,0.311,0.472,23.8,38.9,24.1,13.3,31.8,145,143.1,16,158.3,40,154.7
144,2023,장성우,KT,전체,100.0,134.2,24.4,0.288,0.422,26.0,29.3,23.0,21.7,24.0,118,142.4,11,152.6,33,151.8
145,2023,김선빈,KIA,전체,100.0,131.0,16.1,0.319,0.356,35.7,37.5,16.4,10.4,10.7,129,135.5,0,0.0,15,145.9
146,2023,오선진,한화,전체,100.0,128.4,18.2,0.23,0.267,33.0,35.8,19.8,11.3,4.7,38,136.9,0,0.0,6,139.4
147,2023,오지환,LG,전체,100.0,140.9,19.1,0.267,0.395,31.5,30.4,25.2,12.9,31.1,112,145.7,8,157.6,35,150.2
148,2023,정주현,LG,전체,100.0,134.1,18.4,0.273,0.33,35.0,28.3,20.0,16.7,16.7,24,140.8,1,158.1,3,141.1
149,2023,채은성,한화,전체,100.0,138.2,21.7,0.263,0.428,25.3,33.8,24.4,16.5,33.0,137,144.2,23,156.0,40,154.5
150,2023,박건우,NC,전체,100.0,141.0,20.2,0.319,0.48,28.0,32.4,26.0,13.6,35.1,146,146.1,12,150.5,48,150.1
151,2023,정수빈,두산,전체,100.0,132.2,17.3,0.296,0.385,33.0,36.2,18.8,12.1,6.4,139,136.7,2,140.4,27,140.2
152,2023,허경민,두산,전체,100.0,131.8,21.9,0.271,0.376,27.1,34.4,21.7,16.9,14.6,108,138.4,6,143.6,29,144.0
153,2023,박동원,LG,전체,100.0,137.7,20.6,0.25,0.444,36.0,22.6,22.2,19.2,36.0,102,145.8,20,158.9,38,153.5
154,2023,김상수,KT,전체,100.0,130.1,19.9,0.271,0.339,26.1,39.6,19.1,15.2,12.0,120,134.9,3,149.0,23,140.2
155,2023,이지영,키움,전체,100.0,126.4,11.8,0.249,0.295,42.6,34.5,16.9,6.1,6.1,54,132.6,0,0.0,9,145.7
156,2023,안치홍,롯데,전체,100.0,134.2,20.7,0.293,0.406,33.0,29.0,18.2,19.9,21.9,119,140.4,8,149.2,29,145.7
157,2022,안권수,두산,전체,100.0,130.4,11.0,0.295,0.342,40.0,38.7,17.4,3.9,12.3,70,136.1,0,0.0,9,143.9
158,2022,김지찬,삼성,전체,100.0,122.1,13.1,0.285,0.339,36.6,39.0,18.8,5.6,0.0,101,125.2,0,0.0,13,134.7
159,2022,황성빈,롯데,전체,100.0,123.1,16.1,0.292,0.365,38.6,32.4,17.0,11.9,0.6,91,130.4,1,134.2,17,135.1
160,2022,박정현,한화,전체,100.0,130.4,20.2,0.244,0.318,36.5,21.4,23.8,18.3,13.5,49,136.8,3,157.1,8,148.2
161,2022,전의산,SSG,전체,100.0,137.1,19.5,0.249,0.481,24.2,36.7,30.5,8.6,37.5,60,147.1,13,159.7,29,155.4
162,2022,최지훈,SSG,전체,100.0,134.2,19.8,0.304,0.428,30.2,35.0,19.3,15.5,16.0,172,138.9,10,150.1,46,145.8
163,2022,안재석,두산,전체,100.0,131.2,24.6,0.213,0.294,22.1,33.1,24.1,20.7,20.7,50,136.1,3,154.2,13,141.7
164,2022,김휘집,키움,전체,100.0,126.8,24.9,0.222,0.336,24.0,30.2,21.9,24.0,16.1,74,135.7,8,151.3,21,145.7
165,2022,김현준,삼성,전체,100.0,126.6,14.4,0.276,0.353,37.4,38.9,15.2,8.6,3.5,96,131.1,0,0.0,23,134.2
166,2022,피렐라,삼성,전체,100.0,137.5,19.8,0.344,0.573,33.2,34.0,14.5,18.2,35.6,188,145.8,28,153.1,65,151.2
167,2022,추신수,SSG,전체,100.0,140.5,22.0,0.26,0.431,25.2,35.0,24.0,15.7,34.6,106,146.5,16,157.0,37,153.1
168,2022,김주원,NC,전체,100.0,129.7,24.2,0.223,0.388,27.0,23.9,32.1,17.0,17.0,61,141.0,10,148.6,22,146.0
169,2022,알포드,KT,전체,100.0,141.2,22.7,0.286,0.509,24.9,36.4,22.0,16.8,43.4,81,149.4,14,158.7,34,154.2
170,2022,푸이그,키움,전체,100.0,137.5,24.6,0.277,0.474,23.3,32.7,22.4,21.5,33.0,131,145.4,21,158.6,51,151.3
171,2022,이재현,삼성,전체,100.0,129.4,24.7,0.241,0.353,27.0,28.4,22.3,22.3,11.5,54,136.0,7,148.4,11,148.3
172,2022,피터스,롯데,전체,100.0,135.8,22.8,0.228,0.402,29.5,26.7,22.4,21.4,34.8,72,141.2,13,160.8,29,158.3
173,2022,렉스,롯데,전체,100.0,137.4,21.6,0.341,0.502,24.8,37.6,22.1,15.4,29.5,70,141.5,7,156.6,18,151.8
174,2022,김도영,KIA,전체,100.0,133.2,24.9,0.237,0.362,28.2,27.5,19.1,25.2,22.9,53,144.9,3,154.5,18,145.2
175,2022,소크라테스,KIA,전체,100.0,138.2,21.4,0.308,0.488,30.0,26.7,25.3,18.1,32.2,156,145.0,16,158.2,52,150.4
176,2022,터크먼,한화,전체,100.0,134.7,19.9,0.292,0.435,31.3,33.1,19.5,16.2,22.3,164,142.3,12,152.9,52,148.3
177,2022,라가레스,SSG,전체,100.0,137.5,21.7,0.311,0.461,31.6,24.8,24.1,19.5,34.6,56,145.3,6,150.4,15,141.9
178,2022,크론,SSG,전체,100.0,134.9,24.9,0.222,0.42,21.4,35.7,19.5,23.4,35.7,54,146.4,11,163.4,25,157.7
179,2022,마티니,NC,전체,100.0,136.4,20.3,0.296,0.461,28.0,34.5,22.8,14.7,22.0,151,143.8,16,151.0,51,147.9
180,2022,정훈,롯데,전체,100.0,135.6,19.0,0.247,0.305,29.0,31.6,25.9,13.5,20.7,72,139.7,3,151.0,11,149.4
181,2022,오태곤,SSG,전체,100.0,136.0,21.5,0.232,0.338,28.3,31.3,22.3,18.1,29.5,61,143.0,4,151.8,19,150.3
182,2022,유강남,LG,전체,100.0,136.2,21.3,0.255,0.351,32.4,27.6,21.7,18.4,29.8,106,143.7,8,155.8,24,155.9
183,2022,김헌곤,삼성,전체,100.0,130.4,15.5,0.192,0.241,37.5,29.6,21.7,11.2,17.1,43,130.4,1,146.3,9,147.3
184,2022,류지혁,KIA,전체,100.0,129.2,13.9,0.278,0.346,36.1,40.6,13.7,9.6,10.8,110,131.2,2,153.9,22,142.7
185,2022,박세혁,두산,전체,100.0,131.5,19.4,0.248,0.316,32.8,33.6,18.6,15.0,15.8,87,137.5,3,142.3,17,143.9
186,2022,구자욱,삼성,전체,100.0,133.9,16.6,0.289,0.397,37.1,33.7,15.4,13.9,17.6,114,139.9,5,155.5,30,145.9
187,2022,박해민,LG,전체,100.0,126.2,18.5,0.29,0.369,33.2,32.2,21.5,13.1,4.0,165,129.2,3,151.0,31,139.0
