,투수명,이닝,피안타,실점,자책,4사구,삼진,피홈런,타자,타수,투구수,경기,승리,패전,세이브,평균자책,연도,월,일,소속팀,상대팀,경기장,matchid
27,최금강,1 ⅔,1,0,0,0,1,0,5,5,16,7.0,0.0,0.0,0.0,4.42,2018,04,24,삼성,NC,원정,20180424NCSS02018
28,구창모,2,0,0,0,1,2,0,7,6,30,5.0,0.0,2.0,0.0,5.12,2018,04,24,삼성,NC,원정,20180424NCSS02018
29,유원상,1,1,0,0,0,1,0,5,5,17,14.0,0.0,2.0,0.0,4.15,2018,04,24,삼성,NC,원정,20180424NCSS02018
30,강윤구,1,0,0,0,0,1,0,3,3,19,15.0,1.0,0.0,0.0,3.52,2018,04,24,삼성,NC,원정,20180424NCSS02018
31,문승원,5,5,2,2,1,8,1,21,20,91,5.0,1.0,2.0,0.0,3.38,2018,04,24,SSG,두산,홈,20180424OBSK02018
32,서진용,0 ⅓,4,7,5,2,0,2,8,6,35,13.0,1.0,2.0,1.0,7.53,2018,04,24,SSG,두산,홈,20180424OBSK02018
33,박희수,1 ⅔,2,1,1,0,2,0,7,6,26,8.0,0.0,0.0,0.0,0.93,2018,04,24,SSG,두산,홈,20180424OBSK02018
34,전유수,1,0,0,0,1,0,0,3,2,10,8.0,0.0,1.0,0.0,7.45,2018,04,24,SSG,두산,홈,20180424OBSK02018
35,신재웅,1,0,0,0,1,0,0,4,3,16,10.0,0.0,0.0,0.0,1.0,2018,04,24,SSG,두산,홈,20180424OBSK02018
36,이영하,3 ⅔,5,3,3,4,3,0,20,15,74,11.0,0.0,1.0,0.0,7.63,2018,04,24,SSG,두산,원정,20180424OBSK02018
37,박치국,1 ⅓,1,0,0,1,1,0,6,5,24,15.0,1.0,1.0,0.0,2.63,2018,04,24,SSG,두산,원정,20180424OBSK02018
38,곽빈,1 ⅓,0,0,0,1,0,0,5,4,19,15.0,1.0,0.0,1.0,4.05,2018,04,24,SSG,두산,원정,20180424OBSK02018
39,김강률,0 ⅔,4,4,4,0,0,0,6,6,17,10.0,1.0,0.0,5.0,13.5,2018,04,24,SSG,두산,원정,20180424OBSK02018
40,김승회,0,2,2,2,0,0,1,2,2,10,2.0,0.0,0.0,0.0,18.0,2018,04,24,SSG,두산,원정,20180424OBSK02018
41,함덕주,2,1,0,0,2,3,0,9,7,36,14.0,1.0,0.0,7.0,1.56,2018,04,24,SSG,두산,원정,20180424OBSK02018
42,손주영,4 ⅓,4,1,1,5,0,0,21,16,87,1.0,0.0,0.0,0.0,2.08,2018,04,24,LG,키움,홈,20180424WOLG02018
43,여건욱,1 ⅔,1,0,0,1,1,0,6,5,24,3.0,0.0,0.0,0.0,1.93,2018,04,24,LG,키움,홈,20180424WOLG02018
44,진해수,0 ⅔,0,0,0,0,1,0,2,1,6,12.0,0.0,1.0,0.0,4.5,2018,04,24,LG,키움,홈,20180424WOLG02018
45,이동현,1 ⅓,1,0,0,0,0,0,5,5,17,5.0,1.0,1.0,0.0,6.75,2018,04,24,LG,키움,홈,20180424WOLG02018
46,고우석,1,1,1,0,1,2,0,6,5,21,8.0,0.0,0.0,0.0,2.35,2018,04,24,LG,키움,홈,20180424WOLG02018
47,최원태,6 ⅓,7,3,3,4,2,0,29,24,89,6.0,2.0,4.0,0.0,4.25,2018,04,24,LG,키움,원정,20180424WOLG02018
48,김성민,0,2,3,3,1,0,1,3,2,15,12.0,2.0,1.0,0.0,8.71,2018,04,24,LG,키움,원정,20180424WOLG02018
49,조덕길,0 ⅔,1,2,2,1,1,1,4,3,21,7.0,0.0,0.0,0.0,8.64,2018,04,24,LG,키움,원정,20180424WOLG02018
50,김동준,1,0,0,0,0,0,0,3,3,15,3.0,0.0,0.0,0.0,9.0,2018,04,24,LG,키움,원정,20180424WOLG02018
51,헥터,7,4,2,2,1,4,1,27,26,108,6.0,2.0,1.0,0.0,4.86,2018,04,25,KIA,한화,홈,20180425HHHT02018
52,이민우,1,0,0,0,0,0,0,3,3,7,6.0,0.0,3.0,0.0,9.0,2018,04,25,KIA,한화,홈,20180425HHHT02018
53,김세현,1,2,1,1,1,3,0,6,5,27,10.0,1.0,3.0,4.0,6.52,2018,04,25,KIA,한화,홈,20180425HHHT02018
54,샘슨,7,4,1,1,0,5,0,26,26,91,6.0,1.0,3.0,0.0,4.68,2018,04,25,KIA,한화,원정,20180425HHHT02018
55,송은범,0 ⅔,2,1,1,0,1,0,4,4,14,13.0,3.0,2.0,0.0,2.66,2018,04,25,KIA,한화,원정,20180425HHHT02018
56,정우람,1 ⅓,1,0,0,0,2,0,5,5,23,10.0,1.0,0.0,6.0,1.93,2018,04,25,KIA,한화,원정,20180425HHHT02018
57,피어밴드,6,10,4,4,2,4,1,30,27,110,6.0,1.0,2.0,0.0,4.03,2018,04,25,KT,롯데,홈,20180425LTKT02018
58,엄상백,1,1,0,0,0,0,0,3,3,9,10.0,0.0,3.0,2.0,9.0,2018,04,25,KT,롯데,홈,20180425LTKT02018
59,심재민,1,5,1,1,0,0,0,7,6,27,12.0,3.0,1.0,0.0,5.14,2018,04,25,KT,롯데,홈,20180425LTKT02018
60,김재윤,1,0,0,0,0,0,0,2,2,6,11.0,1.0,0.0,1.0,8.1,2018,04,25,KT,롯데,홈,20180425LTKT02018
61,듀브론트,5,4,2,2,3,5,1,22,19,93,6.0,0.0,4.0,0.0,7.53,2018,04,25,KT,롯데,원정,20180425LTKT02018
62,오현택,0 ⅔,1,1,1,0,0,0,3,3,9,10.0,0.0,0.0,0.0,3.0,2018,04,25,KT,롯데,원정,20180425LTKT02018
63,이명우,0,1,1,1,0,0,0,1,1,2,16.0,0.0,0.0,0.0,4.5,2018,04,25,KT,롯데,원정,20180425LTKT02018
64,진명호,0,2,0,0,1,0,0,3,2,16,13.0,2.0,1.0,0.0,2.03,2018,04,25,KT,롯데,원정,20180425LTKT02018
65,박진형,1 ⅔,3,0,0,0,0,0,8,8,17,12.0,2.0,2.0,0.0,6.0,2018,04,25,KT,롯데,원정,20180425LTKT02018
66,손승락,1 ⅔,1,0,0,0,3,0,6,6,26,10.0,0.0,1.0,4.0,4.66,2018,04,25,KT,롯데,원정,20180425LTKT02018
67,김대우,5 ⅓,5,3,3,3,3,0,24,21,91,5.0,2.0,1.0,0.0,3.2,2018,04,25,삼성,NC,홈,20180425NCSS02018
68,김승현,1 ⅔,2,0,0,0,1,0,6,6,23,11.0,0.0,2.0,0.0,3.21,2018,04,25,삼성,NC,홈,20180425NCSS02018
69,한기주,0 ⅔,2,2,2,1,1,0,4,3,17,13.0,0.0,2.0,0.0,5.06,2018,04,25,삼성,NC,홈,20180425NCSS02018
70,권오준,0 ⅓,1,1,1,0,0,1,2,2,5,9.0,1.0,0.0,0.0,8.22,2018,04,25,삼성,NC,홈,20180425NCSS02018
71,김시현,1,3,3,3,2,2,0,8,6,33,4.0,0.0,0.0,0.0,12.6,2018,04,25,삼성,NC,홈,20180425NCSS02018
72,베렛,7,6,2,2,0,5,0,27,27,92,6.0,2.0,3.0,0.0,4.83,2018,04,25,삼성,NC,원정,20180425NCSS02018
73,강윤구,0 ⅓,0,0,0,0,0,0,1,1,4,16.0,1.0,0.0,0.0,3.38,2018,04,25,삼성,NC,원정,20180425NCSS02018
74,이민호,0 ⅔,1,0,0,0,1,0,3,3,8,6.0,1.0,0.0,1.0,4.26,2018,04,25,삼성,NC,원정,20180425NCSS02018
75,배재환,1,2,0,0,1,0,0,6,5,25,14.0,1.0,1.0,0.0,4.7,2018,04,25,삼성,NC,원정,20180425NCSS02018
76,산체스,7,5,1,1,1,5,0,25,24,106,6.0,3.0,0.0,0.0,2.13,2018,04,25,SSG,두산,홈,20180425OBSK02018
77,신재웅,1,1,0,0,0,1,0,3,3,12,11.0,0.0,0.0,0.0,0.9,2018,04,25,SSG,두산,홈,20180425OBSK02018
78,박정배,1,3,3,3,0,1,2,6,6,16,11.0,0.0,1.0,4.0,4.91,2018,04,25,SSG,두산,홈,20180425OBSK02018
79,김태훈,1,3,2,2,1,1,0,7,5,23,7.0,2.0,0.0,0.0,4.29,2018,04,25,SSG,두산,홈,20180425OBSK02018
80,린드블럼,6,5,3,3,3,7,2,26,23,106,6.0,4.0,1.0,0.0,3.05,2018,04,25,SSG,두산,원정,20180425OBSK02018
81,김정후,1,1,0,0,1,0,0,4,3,16,5.0,0.0,0.0,0.0,2.45,2018,04,25,SSG,두산,원정,20180425OBSK02018
82,홍상삼,1,0,0,0,0,1,0,3,3,10,4.0,0.0,0.0,0.0,0.0,2018,04,25,SSG,두산,원정,20180425OBSK02018
83,함덕주,0,2,1,1,0,0,1,2,2,8,15.0,1.0,0.0,7.0,2.08,2018,04,25,SSG,두산,원정,20180425OBSK02018
84,곽빈,0 ⅔,1,0,0,0,1,0,3,3,15,16.0,1.0,0.0,1.0,3.86,2018,04,25,SSG,두산,원정,20180425OBSK02018
85,박치국,0 ⅔,2,3,2,2,0,0,6,4,28,16.0,1.0,2.0,0.0,3.77,2018,04,25,SSG,두산,원정,20180425OBSK02018
86,김승회,0 ⅓,1,0,0,0,0,0,2,2,6,3.0,0.0,0.0,0.0,13.5,2018,04,25,SSG,두산,원정,20180425OBSK02018
87,차우찬,6,4,1,1,2,4,0,23,21,92,5.0,3.0,2.0,0.0,6.67,2018,04,25,LG,키움,홈,20180425WOLG02018
88,김지용,1,1,0,0,0,1,0,4,4,20,15.0,2.0,1.0,0.0,0.64,2018,04,25,LG,키움,홈,20180425WOLG02018
89,진해수,0 ⅓,0,0,0,1,0,0,2,1,4,13.0,0.0,1.0,0.0,4.32,2018,04,25,LG,키움,홈,20180425WOLG02018
90,이동현,0 ⅓,0,0,0,0,0,0,1,1,6,6.0,1.0,1.0,0.0,6.23,2018,04,25,LG,키움,홈,20180425WOLG02018
91,정찬헌,1 ⅓,1,0,0,0,1,0,5,5,21,15.0,2.0,1.0,8.0,3.45,2018,04,25,LG,키움,홈,20180425WOLG02018
92,브리검,6,7,2,1,1,5,0,24,23,94,6.0,1.0,3.0,0.0,3.52,2018,04,25,LG,키움,원정,20180425WOLG02018
93,오주원,0 ⅔,2,0,0,0,0,0,4,4,13,10.0,0.0,1.0,0.0,4.5,2018,04,25,LG,키움,원정,20180425WOLG02018
94,이보근,1 ⅓,0,0,0,0,2,0,4,4,19,11.0,2.0,1.0,0.0,2.61,2018,04,25,LG,키움,원정,20180425WOLG02018
95,양현종,9,7,3,3,3,9,0,37,34,126,6.0,3.0,2.0,0.0,2.84,2018,04,26,KIA,한화,홈,20180426HHHT02018
96,휠러,6,9,1,1,1,1,0,28,27,101,6.0,1.0,3.0,0.0,5.97,2018,04,26,KIA,한화,원정,20180426HHHT02018
97,안영명,1,0,0,0,0,0,0,3,3,10,8.0,1.0,0.0,0.0,1.8,2018,04,26,KIA,한화,원정,20180426HHHT02018
98,서균,0 ⅓,0,0,0,1,0,0,2,1,9,16.0,0.0,0.0,0.0,0.0,2018,04,26,KIA,한화,원정,20180426HHHT02018
99,박상원,0 ⅔,0,0,0,1,0,0,2,1,7,13.0,1.0,1.0,0.0,1.64,2018,04,26,KIA,한화,원정,20180426HHHT02018
100,정우람,1,1,0,0,0,0,0,4,4,16,11.0,1.0,0.0,7.0,1.74,2018,04,26,KIA,한화,원정,20180426HHHT02018
101,고영표,9,4,2,2,2,9,1,32,29,108,6.0,2.0,2.0,0.0,5.25,2018,04,26,KT,롯데,홈,20180426LTKT02018
102,윤성빈,4 ⅔,5,5,5,5,5,0,23,16,91,6.0,1.0,2.0,0.0,5.16,2018,04,26,KT,롯데,원정,20180426LTKT02018
103,구승민,1 ⅔,2,0,0,0,1,0,7,6,26,13.0,2.0,0.0,0.0,3.45,2018,04,26,KT,롯데,원정,20180426LTKT02018
104,배장호,1 ⅔,0,0,0,0,1,0,5,5,19,10.0,1.0,1.0,0.0,6.52,2018,04,26,KT,롯데,원정,20180426LTKT02018
105,윤성환,6 ⅓,8,4,4,1,1,0,27,25,97,6.0,1.0,3.0,0.0,6.55,2018,04,26,삼성,NC,홈,20180426NCSS02018
106,임현준,0 ⅔,0,0,0,0,0,0,2,1,3,15.0,0.0,1.0,0.0,6.0,2018,04,26,삼성,NC,홈,20180426NCSS02018
107,한기주,1,0,0,0,1,2,0,4,3,21,14.0,0.0,2.0,0.0,4.63,2018,04,26,삼성,NC,홈,20180426NCSS02018
108,권오준,1,1,1,0,0,2,0,5,5,21,10.0,1.0,0.0,0.0,7.27,2018,04,26,삼성,NC,홈,20180426NCSS02018
109,김건태,6,5,0,0,2,4,0,24,22,96,3.0,1.0,0.0,0.0,1.38,2018,04,26,삼성,NC,원정,20180426NCSS02018
110,구창모,0 ⅔,1,0,0,1,1,0,4,3,15,6.0,0.0,2.0,0.0,4.95,2018,04,26,삼성,NC,원정,20180426NCSS02018
111,최금강,1 ⅓,1,2,2,1,1,0,6,5,25,8.0,0.0,0.0,0.0,5.03,2018,04,26,삼성,NC,원정,20180426NCSS02018
112,이민호,1,1,0,0,0,2,0,4,4,18,7.0,1.0,0.0,1.0,3.68,2018,04,26,삼성,NC,원정,20180426NCSS02018
113,켈리,7,5,0,0,1,7,0,26,25,98,4.0,2.0,1.0,0.0,3.92,2018,04,26,SSG,두산,홈,20180426OBSK02018
114,정영일,0,3,3,3,0,0,0,3,3,11,12.0,1.0,0.0,0.0,4.91,2018,04,26,SSG,두산,홈,20180426OBSK02018
115,윤희상,0 ⅓,2,1,1,0,1,0,3,3,14,12.0,0.0,0.0,1.0,6.52,2018,04,26,SSG,두산,홈,20180426OBSK02018
116,박희수,0 ⅔,0,0,0,2,0,0,4,2,16,9.0,0.0,0.0,0.0,0.87,2018,04,26,SSG,두산,홈,20180426OBSK02018
117,박정배,1,0,0,0,0,1,0,3,3,12,12.0,0.0,1.0,5.0,4.5,2018,04,26,SSG,두산,홈,20180426OBSK02018
118,장원준,4,5,4,4,4,4,1,20,16,81,6.0,2.0,2.0,0.0,8.48,2018,04,26,SSG,두산,원정,20180426OBSK02018
119,변진수,1 ⅔,1,0,0,1,3,0,7,6,32,5.0,0.0,0.0,0.0,9.95,2018,04,26,SSG,두산,원정,20180426OBSK02018
120,김정후,1 ⅔,1,1,1,2,1,1,7,5,33,6.0,0.0,0.0,0.0,3.0,2018,04,26,SSG,두산,원정,20180426OBSK02018
121,홍상삼,0,0,0,0,1,0,0,1,0,9,5.0,0.0,0.0,0.0,0.0,2018,04,26,SSG,두산,원정,20180426OBSK02018
122,김강률,0 ⅔,1,0,0,0,0,0,3,3,6,11.0,1.0,0.0,5.0,12.6,2018,04,26,SSG,두산,원정,20180426OBSK02018
123,소사,7,3,0,0,4,5,0,26,22,98,6.0,3.0,0.0,0.0,0.88,2018,04,26,LG,키움,홈,20180426WOLG02018
124,배재준,0,0,1,0,3,0,0,4,1,20,1.0,0.0,0.0,0.0,0.0,2018,04,26,LG,키움,홈,20180426WOLG02018
125,최성훈,1,0,0,0,0,1,0,2,2,8,11.0,0.0,0.0,0.0,0.96,2018,04,26,LG,키움,홈,20180426WOLG02018
126,여건욱,1,0,0,0,0,1,0,3,3,15,4.0,0.0,0.0,0.0,1.59,2018,04,26,LG,키움,홈,20180426WOLG02018
127,신재영,3 ⅓,6,6,6,5,2,1,21,16,71,6.0,2.0,3.0,0.0,8.68,2018,04,26,LG,키움,원정,20180426WOLG02018
128,김선기,0 ⅔,4,3,3,0,1,0,6,6,20,11.0,0.0,0.0,0.0,5.06,2018,04,26,LG,키움,원정,20180426WOLG02018
129,조덕길,2,4,2,2,1,2,0,11,10,37,8.0,0.0,0.0,0.0,8.71,2018,04,26,LG,키움,원정,20180426WOLG02018
130,김동준,2,3,0,0,1,2,0,10,9,28,4.0,0.0,0.0,0.0,5.4,2018,04,26,LG,키움,원정,20180426WOLG02018
131,노경은,6,7,2,2,0,2,1,24,24,89,5.0,0.0,0.0,0.0,1.35,2018,04,27,롯데,한화,홈,20180427HHLT02018
132,오현택,1,0,0,0,0,3,0,3,3,19,11.0,0.0,0.0,0.0,2.77,2018,04,27,롯데,한화,홈,20180427HHLT02018
133,박진형,1,3,1,1,0,0,0,6,6,17,13.0,3.0,2.0,0.0,6.23,2018,04,27,롯데,한화,홈,20180427HHLT02018
134,손승락,1,2,0,0,0,1,0,5,5,26,11.0,0.0,1.0,5.0,4.22,2018,04,27,롯데,한화,홈,20180427HHLT02018
135,배영수,4,4,3,3,2,3,0,18,16,68,5.0,1.0,1.0,0.0,7.43,2018,04,27,롯데,한화,원정,20180427HHLT02018
136,이태양,3,2,0,0,1,4,0,12,10,48,9.0,0.0,0.0,0.0,3.45,2018,04,27,롯데,한화,원정,20180427HHLT02018
137,송은범,1,3,2,2,1,1,0,7,6,29,14.0,3.0,3.0,0.0,3.38,2018,04,27,롯데,한화,원정,20180427HHLT02018
138,금민철,5,7,2,2,1,3,0,22,21,69,6.0,2.0,2.0,0.0,4.6,2018,04,27,KT,KIA,홈,20180427HTKT02018
139,엄상백,0 ⅔,1,2,2,2,0,0,4,2,22,11.0,0.0,4.0,2.0,10.38,2018,04,27,KT,KIA,홈,20180427HTKT02018
140,심재민,1 ⅓,2,0,0,1,1,0,6,5,20,13.0,3.0,1.0,0.0,4.7,2018,04,27,KT,KIA,홈,20180427HTKT02018
141,고창성,0 ⅔,4,4,4,0,1,1,6,6,25,10.0,0.0,0.0,0.0,8.38,2018,04,27,KT,KIA,홈,20180427HTKT02018
142,류희운,0 ⅓,1,0,0,0,0,0,2,2,2,9.0,1.0,1.0,0.0,5.4,2018,04,27,KT,KIA,홈,20180427HTKT02018
143,이종혁,1,0,0,0,0,1,0,3,3,13,1.0,0.0,0.0,0.0,0.0,2018,04,27,KT,KIA,홈,20180427HTKT02018
144,한승혁,6,4,2,2,1,4,1,23,22,90,4.0,1.0,1.0,0.0,5.4,2018,04,27,KT,KIA,원정,20180427HTKT02018
145,이민우,1,0,0,0,1,0,0,4,3,20,7.0,0.0,3.0,0.0,8.4,2018,04,27,KT,KIA,원정,20180427HTKT02018
146,임창용,1,1,1,1,0,1,1,4,4,15,10.0,0.0,0.0,0.0,3.12,2018,04,27,KT,KIA,원정,20180427HTKT02018
147,유승철,1,1,0,0,1,2,0,5,4,22,8.0,0.0,0.0,0.0,3.6,2018,04,27,KT,KIA,원정,20180427HTKT02018
148,이재학,5 ⅔,4,3,1,1,7,1,21,20,97,6.0,1.0,3.0,0.0,3.03,2018,04,27,NC,두산,홈,20180427OBNC02018
149,강윤구,0 ⅓,0,0,0,0,1,0,2,2,13,17.0,1.0,0.0,0.0,3.24,2018,04,27,NC,두산,홈,20180427OBNC02018
150,김진성,0 ⅔,1,0,0,0,1,0,3,3,14,10.0,1.0,1.0,0.0,5.4,2018,04,27,NC,두산,홈,20180427OBNC02018
151,노성호,0 ⅔,2,2,2,2,1,0,6,3,25,6.0,0.0,0.0,0.0,5.79,2018,04,27,NC,두산,홈,20180427OBNC02018
152,유원상,1 ⅔,2,1,1,1,1,0,7,5,23,15.0,0.0,2.0,0.0,4.3,2018,04,27,NC,두산,홈,20180427OBNC02018
153,후랭코프,5,4,2,2,3,7,0,22,18,101,6.0,5.0,0.0,0.0,1.85,2018,04,27,NC,두산,원정,20180427OBNC02018
154,박치국,1,2,0,0,0,1,0,5,5,17,17.0,1.0,2.0,0.0,3.52,2018,04,27,NC,두산,원정,20180427OBNC02018
155,곽빈,2,0,0,0,0,1,0,6,6,21,17.0,1.0,0.0,1.0,3.38,2018,04,27,NC,두산,원정,20180427OBNC02018
156,김강률,1,0,0,0,1,1,0,4,3,22,12.0,1.0,0.0,5.0,11.45,2018,04,27,NC,두산,원정,20180427OBNC02018
157,한현희,6,9,7,7,2,3,2,28,22,96,6.0,2.0,2.0,0.0,4.62,2018,04,27,키움,SSG,홈,20180427SKWO02018
158,오주원,1,1,1,1,1,1,1,5,4,19,11.0,0.0,1.0,0.0,5.0,2018,04,27,키움,SSG,홈,20180427SKWO02018
159,김선기,2,0,0,0,0,2,0,6,6,16,12.0,0.0,0.0,0.0,4.26,2018,04,27,키움,SSG,홈,20180427SKWO02018
160,김광현,5,6,2,2,1,5,0,22,20,98,6.0,4.0,1.0,0.0,3.23,2018,04,27,키움,SSG,원정,20180427SKWO02018
161,서진용,1,1,0,0,0,2,0,4,4,20,14.0,1.0,2.0,1.0,7.04,2018,04,27,키움,SSG,원정,20180427SKWO02018
162,윤희상,1,0,0,0,0,0,0,3,3,13,13.0,0.0,0.0,1.0,5.91,2018,04,27,키움,SSG,원정,20180427SKWO02018
163,정영일,1,1,0,0,1,2,0,5,4,31,13.0,1.0,0.0,0.0,4.5,2018,04,27,키움,SSG,원정,20180427SKWO02018
164,전유수,1,2,1,1,0,0,0,5,5,23,9.0,0.0,1.0,0.0,7.59,2018,04,27,키움,SSG,원정,20180427SKWO02018
165,임찬규,5,3,1,1,3,3,0,21,18,99,6.0,4.0,2.0,0.0,4.02,2018,04,27,LG,삼성,홈,20180427SSLG02018
166,이동현,0 ⅔,2,0,0,0,0,0,4,4,11,7.0,1.0,1.0,0.0,5.4,2018,04,27,LG,삼성,홈,20180427SSLG02018
167,진해수,0 ⅔,2,1,1,0,0,0,4,4,7,14.0,0.0,1.0,0.0,5.0,2018,04,27,LG,삼성,홈,20180427SSLG02018
168,여건욱,0 ⅔,0,0,0,2,0,0,4,2,12,5.0,0.0,0.0,0.0,1.42,2018,04,27,LG,삼성,홈,20180427SSLG02018
169,고우석,2,0,0,0,0,2,0,6,6,18,9.0,0.0,0.0,0.0,1.86,2018,04,27,LG,삼성,홈,20180427SSLG02018
170,아델만,5,10,6,6,2,6,1,26,23,112,6.0,2.0,3.0,0.0,6.09,2018,04,27,LG,삼성,원정,20180427SSLG02018
171,김승현,1,4,3,3,0,1,0,7,7,37,12.0,0.0,2.0,0.0,4.8,2018,04,27,LG,삼성,원정,20180427SSLG02018
172,임현준,2,1,0,0,0,0,0,7,7,25,16.0,0.0,1.0,0.0,4.91,2018,04,27,LG,삼성,원정,20180427SSLG02018
173,레일리,6,5,4,4,4,5,0,26,20,104,6.0,0.0,4.0,0.0,5.61,2018,04,28,롯데,한화,홈,20180428HHLT02018
174,고효준,0 ⅔,0,0,0,0,2,0,2,2,11,7.0,0.0,0.0,0.0,4.76,2018,04,28,롯데,한화,홈,20180428HHLT02018
175,진명호,1 ⅓,1,0,0,1,0,0,5,4,15,14.0,2.0,1.0,0.0,1.84,2018,04,28,롯데,한화,홈,20180428HHLT02018
176,배장호,0 ⅔,0,0,0,0,1,0,2,2,6,11.0,1.0,1.0,0.0,6.1,2018,04,28,롯데,한화,홈,20180428HHLT02018
177,이명우,0 ⅓,0,0,0,0,1,0,1,1,6,17.0,0.0,0.0,0.0,4.38,2018,04,28,롯데,한화,홈,20180428HHLT02018
178,김재영,6 ⅓,5,1,0,2,5,0,26,24,101,5.0,2.0,1.0,0.0,4.67,2018,04,28,롯데,한화,원정,20180428HHLT02018
179,박상원,0 ⅔,1,0,0,0,0,0,3,3,5,14.0,1.0,1.0,0.0,1.54,2018,04,28,롯데,한화,원정,20180428HHLT02018
180,안영명,1,2,1,1,0,1,1,5,5,17,9.0,1.0,0.0,0.0,2.25,2018,04,28,롯데,한화,원정,20180428HHLT02018
181,정우람,1,1,0,0,0,1,0,4,4,11,12.0,1.0,0.0,8.0,1.59,2018,04,28,롯데,한화,원정,20180428HHLT02018
182,주권,7,8,2,1,1,3,1,29,27,86,3.0,1.0,1.0,0.0,10.29,2018,04,28,KT,KIA,홈,20180428HTKT02018
