,투수명,이닝,피안타,실점,자책,4사구,삼진,피홈런,타자,타수,투구수,경기,승리,패전,세이브,평균자책,연도,월,일,소속팀,상대팀,경기장,matchid
54,고영표,6 ⅔,6,3,3,3,5,0,27,24,89,15.0,4.0,7.0,0.0,5.15,2017,06,28,한화,KT,원정,20170628KTHH02017
55,심재민,0 ⅔,3,0,0,0,1,0,5,5,13,34.0,1.0,2.0,0.0,3.05,2017,06,28,한화,KT,원정,20170628KTHH02017
56,김재윤,1 ⅓,2,1,1,1,1,0,8,7,39,24.0,1.0,1.0,13.0,2.82,2017,06,28,한화,KT,원정,20170628KTHH02017
57,이상화,1 ⅓,1,0,0,0,1,0,5,4,16,35.0,3.0,0.0,1.0,3.47,2017,06,28,한화,KT,원정,20170628KTHH02017
58,애디튼,5 ⅓,7,3,2,3,6,0,25,21,93,13.0,2.0,7.0,0.0,6.71,2017,06,28,롯데,LG,홈,20170628LGLT02017
59,박시영,0 ⅓,1,2,0,0,0,0,3,2,10,35.0,1.0,3.0,0.0,6.54,2017,06,28,롯데,LG,홈,20170628LGLT02017
60,김유영,0,1,1,1,2,0,0,3,1,14,24.0,0.0,0.0,0.0,4.5,2017,06,28,롯데,LG,홈,20170628LGLT02017
61,배장호,1 ⅓,0,0,0,0,2,0,4,4,16,35.0,3.0,1.0,0.0,4.66,2017,06,28,롯데,LG,홈,20170628LGLT02017
62,윤길현,1,3,2,2,1,0,0,7,5,21,34.0,0.0,3.0,0.0,5.6,2017,06,28,롯데,LG,홈,20170628LGLT02017
63,손승락,2,1,0,0,0,2,0,6,6,23,25.0,1.0,0.0,12.0,2.42,2017,06,28,롯데,LG,홈,20170628LGLT02017
64,강동호,1,2,0,0,0,1,0,5,5,19,22.0,2.0,0.0,0.0,4.71,2017,06,28,롯데,LG,홈,20170628LGLT02017
65,노경은,1,1,1,1,0,0,1,4,4,10,9.0,0.0,2.0,0.0,11.66,2017,06,28,롯데,LG,홈,20170628LGLT02017
66,류제국,5 ⅓,6,5,5,3,4,0,22,19,103,15.0,7.0,4.0,0.0,4.21,2017,06,28,롯데,LG,원정,20170628LGLT02017
67,신정락,0 ⅓,3,1,1,0,1,0,4,4,20,35.0,1.0,3.0,8.0,5.85,2017,06,28,롯데,LG,원정,20170628LGLT02017
68,진해수,0 ⅓,2,1,1,0,0,0,3,3,15,40.0,0.0,1.0,1.0,3.47,2017,06,28,롯데,LG,원정,20170628LGLT02017
69,김지용,1 ⅔,1,1,1,2,2,1,7,5,34,33.0,3.0,1.0,2.0,3.86,2017,06,28,롯데,LG,원정,20170628LGLT02017
70,정찬헌,2 ⅓,2,0,0,1,1,0,9,8,17,31.0,2.0,4.0,5.0,4.45,2017,06,28,롯데,LG,원정,20170628LGLT02017
71,윤지웅,2,2,1,1,2,2,1,10,7,29,31.0,1.0,1.0,1.0,3.82,2017,06,28,롯데,LG,원정,20170628LGLT02017
72,함덕주,7 ⅓,8,2,2,3,5,0,32,29,108,15.0,3.0,7.0,0.0,4.58,2017,06,28,두산,SSG,홈,20170628SKOB02017
73,김강률,0,1,1,1,1,0,0,2,1,11,32.0,2.0,2.0,0.0,5.4,2017,06,28,두산,SSG,홈,20170628SKOB02017
74,김성배,1 ⅔,1,0,0,0,0,0,5,4,23,30.0,2.0,0.0,1.0,4.73,2017,06,28,두산,SSG,홈,20170628SKOB02017
75,켈리,7,7,0,0,0,8,0,27,27,100,16.0,10.0,3.0,0.0,3.22,2017,06,28,두산,SSG,원정,20170628SKOB02017
76,김주한,1,1,0,0,0,0,0,4,4,20,33.0,3.0,1.0,4.0,4.53,2017,06,28,두산,SSG,원정,20170628SKOB02017
77,박정배,1,0,0,0,0,2,0,3,3,15,30.0,1.0,2.0,2.0,2.89,2017,06,28,두산,SSG,원정,20170628SKOB02017
78,헥터,7,8,3,3,0,9,1,29,29,107,15.0,12.0,0.0,0.0,2.92,2017,06,28,KIA,삼성,홈,20170628SSHT02017
79,박경태,1,2,1,1,1,0,0,6,5,24,3.0,0.0,0.0,0.0,9.0,2017,06,28,KIA,삼성,홈,20170628SSHT02017
80,한승혁,1,0,0,0,0,1,0,3,3,11,27.0,1.0,1.0,1.0,6.07,2017,06,28,KIA,삼성,홈,20170628SSHT02017
81,김대우,2,7,5,5,0,0,0,14,12,45,15.0,2.0,4.0,0.0,10.2,2017,06,28,KIA,삼성,원정,20170628SSHT02017
82,백정현,4,8,3,3,3,3,1,23,18,83,21.0,3.0,1.0,0.0,4.43,2017,06,28,KIA,삼성,원정,20170628SSHT02017
83,김동호,1,4,4,4,0,1,1,7,7,22,11.0,0.0,0.0,0.0,5.5,2017,06,28,KIA,삼성,원정,20170628SSHT02017
84,이승현,1,1,1,0,0,0,0,5,5,19,22.0,2.0,0.0,0.0,4.3,2017,06,28,KIA,삼성,원정,20170628SSHT02017
85,이재학,1 ⅔,4,3,3,1,0,0,10,9,42,11.0,3.0,4.0,0.0,7.29,2017,06,28,NC,키움,홈,20170628WONC02017
86,강윤구,5 ⅓,3,0,0,1,4,0,20,19,85,11.0,1.0,0.0,0.0,4.56,2017,06,28,NC,키움,홈,20170628WONC02017
87,원종현,1,1,0,0,1,0,0,4,3,12,39.0,3.0,2.0,0.0,2.36,2017,06,28,NC,키움,홈,20170628WONC02017
88,최금강,1,0,0,0,0,1,0,4,4,12,20.0,5.0,3.0,0.0,7.51,2017,06,28,NC,키움,홈,20170628WONC02017
89,브리검,7,10,8,8,4,3,1,34,30,98,8.0,3.0,2.0,0.0,3.91,2017,06,28,NC,키움,원정,20170628WONC02017
90,김해수,1,1,1,1,3,1,0,7,4,27,1.0,0.0,0.0,0.0,9.0,2017,06,28,NC,키움,원정,20170628WONC02017
91,김범수,5 ⅓,5,3,3,1,3,0,21,19,89,9.0,0.0,0.0,0.0,4.4,2017,06,29,한화,KT,홈,20170629KTHH02017
92,송창식,0 ⅔,1,2,1,0,0,1,4,4,14,42.0,4.0,2.0,0.0,5.61,2017,06,29,한화,KT,홈,20170629KTHH02017
93,서균,0 ⅔,1,0,0,0,0,0,3,3,7,1.0,0.0,0.0,0.0,0.0,2017,06,29,한화,KT,홈,20170629KTHH02017
94,이충호,0 ⅓,0,0,0,0,0,0,1,1,6,2.0,1.0,0.0,0.0,0.0,2017,06,29,한화,KT,홈,20170629KTHH02017
95,이동걸,1,1,0,0,0,0,0,3,3,14,16.0,0.0,0.0,1.0,3.0,2017,06,29,한화,KT,홈,20170629KTHH02017
96,정우람,1,1,0,0,0,1,0,4,4,16,32.0,4.0,2.0,13.0,2.97,2017,06,29,한화,KT,홈,20170629KTHH02017
97,류희운,4 ⅔,3,1,1,4,2,0,19,14,83,9.0,2.0,2.0,0.0,6.07,2017,06,29,한화,KT,원정,20170629KTHH02017
98,배우열,1 ⅓,2,2,2,0,1,0,6,6,20,15.0,0.0,1.0,0.0,10.71,2017,06,29,한화,KT,원정,20170629KTHH02017
99,주권,0 ⅓,1,2,2,1,0,0,3,2,11,15.0,1.0,4.0,0.0,7.89,2017,06,29,한화,KT,원정,20170629KTHH02017
100,심재민,0 ⅔,2,2,2,0,2,2,4,4,17,35.0,1.0,3.0,0.0,3.43,2017,06,29,한화,KT,원정,20170629KTHH02017
101,강장산,1,2,1,1,1,0,0,4,3,16,14.0,0.0,0.0,0.0,3.52,2017,06,29,한화,KT,원정,20170629KTHH02017
102,장원준,7,6,2,2,5,6,0,32,27,108,14.0,6.0,5.0,0.0,3.05,2017,06,29,두산,SSG,홈,20170629SKOB02017
103,김승회,1,2,1,1,0,2,1,5,5,16,37.0,3.0,3.0,0.0,5.08,2017,06,29,두산,SSG,홈,20170629SKOB02017
104,이용찬,1,1,0,0,0,1,0,4,4,20,34.0,1.0,3.0,10.0,3.38,2017,06,29,두산,SSG,홈,20170629SKOB02017
105,문승원,5,9,6,5,1,0,3,25,23,95,15.0,3.0,6.0,0.0,4.48,2017,06,29,두산,SSG,원정,20170629SKOB02017
106,서진용,2,0,0,0,1,0,0,7,6,25,26.0,1.0,3.0,3.0,5.14,2017,06,29,두산,SSG,원정,20170629SKOB02017
107,전유수,1,2,0,0,0,0,0,4,4,15,14.0,0.0,0.0,0.0,5.52,2017,06,29,두산,SSG,원정,20170629SKOB02017
108,팻딘,8,3,1,1,0,8,0,26,26,87,15.0,5.0,5.0,0.0,4.15,2017,06,29,KIA,삼성,홈,20170629SSHT02017
109,김광수,1,1,0,0,0,1,0,4,4,22,15.0,1.0,0.0,0.0,10.26,2017,06,29,KIA,삼성,홈,20170629SSHT02017
110,페트릭,2,15,14,14,3,0,1,24,21,96,15.0,2.0,8.0,0.0,6.25,2017,06,29,KIA,삼성,원정,20170629SSHT02017
111,권오준,1,5,5,5,0,2,1,8,8,31,20.0,0.0,1.0,0.0,7.23,2017,06,29,KIA,삼성,원정,20170629SSHT02017
112,김동호,4 ⅓,9,3,3,2,2,0,22,20,81,12.0,0.0,0.0,0.0,5.64,2017,06,29,KIA,삼성,원정,20170629SSHT02017
113,최충연,0 ⅔,0,0,0,0,0,0,2,2,6,17.0,2.0,5.0,0.0,7.92,2017,06,29,KIA,삼성,원정,20170629SSHT02017
114,소사,5 ⅔,6,7,7,3,5,1,26,21,98,16.0,6.0,6.0,1.0,3.95,2017,06,30,LG,KIA,홈,20170630HTLG02017
115,최성훈,0 ⅓,3,1,1,1,0,0,5,4,28,10.0,0.0,0.0,0.0,5.4,2017,06,30,LG,KIA,홈,20170630HTLG02017
116,김대현,2,3,2,2,0,0,1,7,7,37,15.0,2.0,3.0,0.0,6.48,2017,06,30,LG,KIA,홈,20170630HTLG02017
117,윤지웅,1,0,0,0,0,1,0,3,3,10,32.0,1.0,1.0,1.0,3.71,2017,06,30,LG,KIA,홈,20170630HTLG02017
118,정용운,5,4,2,2,3,2,0,22,18,92,13.0,3.0,1.0,0.0,3.09,2017,06,30,LG,KIA,원정,20170630HTLG02017
119,한승혁,1 ⅓,3,3,3,0,1,1,7,7,21,28.0,1.0,1.0,1.0,6.68,2017,06,30,LG,KIA,원정,20170630HTLG02017
120,고효준,0,0,0,0,1,0,0,1,0,7,27.0,2.0,1.0,0.0,4.8,2017,06,30,LG,KIA,원정,20170630HTLG02017
121,임창용,0 ⅔,1,0,0,1,1,0,4,3,16,26.0,4.0,4.0,6.0,4.91,2017,06,30,LG,KIA,원정,20170630HTLG02017
122,박진태,0 ⅔,2,1,1,0,2,0,4,4,19,9.0,0.0,0.0,0.0,8.0,2017,06,30,LG,KIA,원정,20170630HTLG02017
123,심동섭,0 ⅓,0,0,0,0,0,0,1,1,4,31.0,0.0,0.0,2.0,6.12,2017,06,30,LG,KIA,원정,20170630HTLG02017
124,김윤동,1,0,0,0,0,0,0,3,3,6,34.0,2.0,2.0,8.0,3.95,2017,06,30,LG,KIA,원정,20170630HTLG02017
125,레일리,7,6,0,0,2,2,0,28,25,103,15.0,5.0,7.0,0.0,5.12,2017,06,30,롯데,NC,홈,20170630NCLT02017
126,장시환,1,0,0,0,0,3,0,3,3,12,32.0,2.0,4.0,0.0,4.15,2017,06,30,롯데,NC,홈,20170630NCLT02017
127,배장호,1,0,0,0,0,0,0,3,3,8,36.0,3.0,1.0,0.0,4.54,2017,06,30,롯데,NC,홈,20170630NCLT02017
128,장현식,6,7,5,5,1,5,2,26,24,98,16.0,4.0,2.0,0.0,4.82,2017,06,30,롯데,NC,원정,20170630NCLT02017
129,임정호,0 ⅓,0,2,1,1,0,0,3,2,15,36.0,1.0,0.0,0.0,3.2,2017,06,30,롯데,NC,원정,20170630NCLT02017
130,정수민,1 ⅔,2,2,2,3,2,1,10,7,45,6.0,0.0,1.0,0.0,8.78,2017,06,30,롯데,NC,원정,20170630NCLT02017
131,강승현,3,5,5,4,4,4,1,18,14,78,10.0,0.0,0.0,0.0,5.14,2017,06,30,한화,두산,홈,20170630OBHH02017
132,장민재,2,3,1,1,0,1,0,9,9,35,23.0,2.0,4.0,0.0,6.58,2017,06,30,한화,두산,홈,20170630OBHH02017
133,서균,0 ⅓,0,0,0,2,0,0,3,1,9,2.0,0.0,0.0,0.0,0.0,2017,06,30,한화,두산,홈,20170630OBHH02017
134,이충호,0 ⅓,0,0,0,1,1,0,2,1,10,3.0,1.0,0.0,0.0,0.0,2017,06,30,한화,두산,홈,20170630OBHH02017
135,심수창,1 ⅔,2,1,1,0,2,0,7,6,21,30.0,1.0,0.0,0.0,3.82,2017,06,30,한화,두산,홈,20170630OBHH02017
136,권혁,0 ⅓,2,0,0,0,1,0,3,3,14,27.0,1.0,2.0,0.0,4.09,2017,06,30,한화,두산,홈,20170630OBHH02017
137,정우람,1 ⅓,1,1,1,1,3,1,6,5,25,33.0,4.0,2.0,14.0,3.12,2017,06,30,한화,두산,홈,20170630OBHH02017
138,유희관,6,9,7,7,2,5,3,29,23,93,16.0,6.0,1.0,0.0,4.71,2017,06,30,한화,두산,원정,20170630OBHH02017
139,김성배,0,2,2,2,0,0,0,2,2,9,31.0,2.0,1.0,1.0,5.29,2017,06,30,한화,두산,원정,20170630OBHH02017
140,김강률,1 ⅓,3,3,2,0,1,0,8,8,29,33.0,2.0,2.0,0.0,5.66,2017,06,30,한화,두산,원정,20170630OBHH02017
141,박치국,0 ⅔,2,1,1,0,1,0,4,4,17,19.0,1.0,1.0,0.0,7.14,2017,06,30,한화,두산,원정,20170630OBHH02017
142,다이아몬드,5,9,4,4,2,1,0,25,21,104,9.0,3.0,2.0,0.0,3.97,2017,06,30,SSG,삼성,홈,20170630SSSK02017
143,채병용,1,1,0,0,0,1,0,4,4,19,27.0,3.0,4.0,0.0,6.09,2017,06,30,SSG,삼성,홈,20170630SSSK02017
144,김주한,1,1,1,1,1,0,0,6,4,20,34.0,4.0,1.0,4.0,4.63,2017,06,30,SSG,삼성,홈,20170630SSSK02017
145,문광은,1,0,0,0,0,0,0,3,3,9,23.0,1.0,1.0,2.0,4.74,2017,06,30,SSG,삼성,홈,20170630SSSK02017
146,박희수,1,0,0,0,0,0,0,3,3,9,26.0,2.0,2.0,6.0,3.86,2017,06,30,SSG,삼성,홈,20170630SSSK02017
147,윤성환,5,6,5,5,2,8,3,23,21,104,15.0,5.0,5.0,0.0,4.14,2017,06,30,SSG,삼성,원정,20170630SSSK02017
148,장원삼,1 ⅓,2,1,1,0,1,0,6,6,30,21.0,2.0,3.0,0.0,5.9,2017,06,30,SSG,삼성,원정,20170630SSSK02017
149,심창민,0 ⅔,0,0,0,1,1,0,3,2,16,34.0,3.0,4.0,5.0,5.45,2017,06,30,SSG,삼성,원정,20170630SSSK02017
150,최충연,1,2,1,1,0,1,1,5,5,19,18.0,2.0,5.0,0.0,7.94,2017,06,30,SSG,삼성,원정,20170630SSSK02017
151,정성곤,3,5,4,4,3,4,1,17,14,81,16.0,1.0,9.0,0.0,9.0,2017,06,30,KT,키움,홈,20170630WOKT02017
152,정대현,6,10,5,5,0,3,2,28,28,107,12.0,2.0,7.0,0.0,7.43,2017,06,30,KT,키움,홈,20170630WOKT02017
153,금민철,5,8,2,2,1,2,0,22,20,74,28.0,3.0,1.0,0.0,4.22,2017,06,30,KT,키움,원정,20170630WOKT02017
154,윤영삼,2,3,1,1,0,0,0,9,9,36,4.0,0.0,0.0,0.0,2.31,2017,06,30,KT,키움,원정,20170630WOKT02017
155,조상우,1,1,0,0,0,1,0,4,4,19,12.0,5.0,3.0,0.0,4.98,2017,06,30,KT,키움,원정,20170630WOKT02017
156,김상수,1,3,2,2,0,2,0,6,5,29,33.0,0.0,2.0,9.0,3.15,2017,06,30,KT,키움,원정,20170630WOKT02017
157,허프,7,8,4,4,1,7,0,31,29,122,9.0,3.0,4.0,0.0,3.34,2017,07,01,LG,KIA,홈,20170701HTLG02017
158,김지용,1,1,1,1,0,1,1,4,4,10,34.0,3.0,1.0,2.0,4.0,2017,07,01,LG,KIA,홈,20170701HTLG02017
159,이동현,0 ⅓,1,3,2,1,0,0,4,1,10,14.0,1.0,1.0,1.0,2.93,2017,07,01,LG,KIA,홈,20170701HTLG02017
160,윤지웅,0 ⅔,3,2,1,0,1,0,5,5,10,33.0,1.0,1.0,1.0,3.89,2017,07,01,LG,KIA,홈,20170701HTLG02017
161,임기준,4 ⅓,5,2,2,1,1,0,19,18,72,2.0,0.0,0.0,0.0,3.24,2017,07,01,LG,KIA,원정,20170701HTLG02017
162,김윤동,2 ⅓,1,0,0,2,3,0,10,8,44,35.0,3.0,2.0,8.0,3.74,2017,07,01,LG,KIA,원정,20170701HTLG02017
163,심동섭,1 ⅓,0,0,0,0,2,0,4,4,13,32.0,0.0,0.0,2.0,5.81,2017,07,01,LG,KIA,원정,20170701HTLG02017
164,김광수,1,3,2,0,0,0,0,7,7,21,16.0,1.0,0.0,0.0,9.68,2017,07,01,LG,KIA,원정,20170701HTLG02017
165,박세웅,6,7,3,3,5,2,1,28,23,108,15.0,9.0,2.0,0.0,2.23,2017,07,01,롯데,NC,홈,20170701NCLT02017
166,장시환,0 ⅔,3,2,2,0,0,2,4,4,15,33.0,2.0,4.0,0.0,4.65,2017,07,01,롯데,NC,홈,20170701NCLT02017
167,윤길현,1 ⅓,1,0,0,0,3,0,5,5,20,35.0,1.0,3.0,0.0,5.4,2017,07,01,롯데,NC,홈,20170701NCLT02017
168,손승락,1,2,0,0,0,1,0,5,5,21,26.0,1.0,0.0,12.0,2.33,2017,07,01,롯데,NC,홈,20170701NCLT02017
169,최금강,3,4,2,2,2,1,0,14,12,54,21.0,5.0,3.0,0.0,7.43,2017,07,01,롯데,NC,원정,20170701NCLT02017
170,이민호,1 ⅓,2,3,3,2,0,1,8,6,33,25.0,2.0,1.0,2.0,5.24,2017,07,01,롯데,NC,원정,20170701NCLT02017
171,김진성,2,0,1,1,1,1,0,7,6,20,37.0,5.0,4.0,0.0,3.4,2017,07,01,롯데,NC,원정,20170701NCLT02017
172,원종현,0 ⅓,3,3,3,1,0,0,5,4,20,40.0,3.0,2.0,0.0,2.88,2017,07,01,롯데,NC,원정,20170701NCLT02017
173,이재학,1 ⅓,1,0,0,1,2,0,6,5,26,12.0,3.0,4.0,0.0,7.09,2017,07,01,롯데,NC,원정,20170701NCLT02017
174,윤규진,6,6,2,2,2,4,1,25,22,94,23.0,3.0,4.0,0.0,6.04,2017,07,01,한화,두산,홈,20170701OBHH02017
175,이동걸,1,3,1,0,0,0,0,5,5,20,17.0,0.0,0.0,1.0,2.89,2017,07,01,한화,두산,홈,20170701OBHH02017
176,송창식,1,1,0,0,0,0,0,3,3,9,43.0,4.0,2.0,0.0,5.5,2017,07,01,한화,두산,홈,20170701OBHH02017
177,권혁,1,1,0,0,0,0,0,3,3,5,28.0,1.0,2.0,0.0,3.91,2017,07,01,한화,두산,홈,20170701OBHH02017
178,이영하,2,6,7,7,1,1,4,13,11,44,11.0,1.0,3.0,0.0,8.57,2017,07,01,한화,두산,원정,20170701OBHH02017
179,이현호,3,4,1,1,1,3,1,12,11,36,15.0,1.0,0.0,0.0,5.31,2017,07,01,한화,두산,원정,20170701OBHH02017
180,김승회,1,2,1,1,0,0,0,5,5,18,38.0,3.0,3.0,0.0,5.18,2017,07,01,한화,두산,원정,20170701OBHH02017
181,이현,1,0,0,0,0,0,0,4,4,13,28.0,2.0,2.0,5.0,3.52,2017,07,01,한화,두산,원정,20170701OBHH02017
182,이용찬,1,0,0,0,0,0,0,3,3,3,35.0,1.0,3.0,10.0,3.29,2017,07,01,한화,두산,원정,20170701OBHH02017
183,윤희상,7,5,2,2,1,6,0,26,25,101,14.0,6.0,3.0,0.0,4.64,2017,07,01,SSG,삼성,홈,20170701SSSK02017
