,투수명,이닝,피안타,실점,자책,4사구,삼진,피홈런,타자,타수,투구수,경기,승리,패전,세이브,평균자책,연도,월,일,소속팀,상대팀,경기장,matchid
0,김이환,3,3,7,7,6,3,2,17,10,78,5.0,1.0,2.0,0.0,6.0,2020,06,02,한화,키움,홈,20200602WOHH02020
1,이현호,1 ⅓,2,1,1,1,1,0,7,5,27,5.0,0.0,0.0,0.0,2.08,2020,06,02,한화,키움,홈,20200602WOHH02020
2,송윤준,0 ⅔,2,1,1,2,0,0,6,4,24,3.0,0.0,0.0,0.0,10.13,2020,06,02,한화,키움,홈,20200602WOHH02020
3,윤규진,2,5,3,2,1,2,0,12,10,36,2.0,0.0,0.0,0.0,7.36,2020,06,02,한화,키움,홈,20200602WOHH02020
4,이태양,1,1,0,0,0,0,0,4,4,13,5.0,0.0,0.0,0.0,9.53,2020,06,02,한화,키움,홈,20200602WOHH02020
5,안영명,1,4,3,3,0,1,0,7,7,22,9.0,1.0,1.0,0.0,6.75,2020,06,02,한화,키움,홈,20200602WOHH02020
6,한현희,7,7,3,2,0,5,0,27,27,95,5.0,2.0,1.0,0.0,5.6,2020,06,02,한화,키움,원정,20200602WOHH02020
7,김성민,1,1,0,0,0,1,0,4,4,16,8.0,0.0,0.0,0.0,8.22,2020,06,02,한화,키움,원정,20200602WOHH02020
8,양현,1,0,0,0,0,1,0,3,3,8,9.0,1.0,1.0,1.0,5.4,2020,06,02,한화,키움,원정,20200602WOHH02020
9,양현종,6,2,1,1,2,4,0,22,20,84,6.0,4.0,2.0,0.0,4.22,2020,06,03,KIA,롯데,홈,20200603LTHT02020
10,김명찬,1,0,0,0,1,2,0,4,3,19,5.0,0.0,0.0,0.0,0.0,2020,06,03,KIA,롯데,홈,20200603LTHT02020
11,고영창,1,0,0,0,0,0,0,3,3,9,10.0,0.0,1.0,0.0,4.82,2020,06,03,KIA,롯데,홈,20200603LTHT02020
12,홍건희,1,1,1,1,0,0,1,4,4,12,9.0,0.0,0.0,0.0,6.55,2020,06,03,KIA,롯데,홈,20200603LTHT02020
13,샘슨,4 ⅓,9,6,6,5,3,0,25,20,84,2.0,0.0,2.0,0.0,9.39,2020,06,03,KIA,롯데,원정,20200603LTHT02020
14,박시영,0 ⅓,2,3,3,1,1,0,4,3,13,12.0,0.0,0.0,0.0,10.45,2020,06,03,KIA,롯데,원정,20200603LTHT02020
15,고효준,0 ⅓,1,1,1,1,0,1,3,2,15,6.0,0.0,0.0,0.0,18.0,2020,06,03,KIA,롯데,원정,20200603LTHT02020
16,송승준,2,2,1,1,1,0,0,9,8,30,7.0,0.0,1.0,0.0,4.73,2020,06,03,KIA,롯데,원정,20200603LTHT02020
17,김대우,1,0,0,0,0,2,0,4,4,17,9.0,0.0,1.0,0.0,7.71,2020,06,03,KIA,롯데,원정,20200603LTHT02020
18,소형준,7,2,0,0,3,2,0,25,22,96,5.0,4.0,1.0,0.0,5.34,2020,06,03,KT,두산,홈,20200603OBKT02020
19,전유수,1 ⅔,3,2,2,1,1,0,9,8,29,9.0,0.0,0.0,0.0,5.79,2020,06,03,KT,두산,홈,20200603OBKT02020
20,손동현,0 ⅓,1,0,0,0,1,0,2,2,10,5.0,0.0,0.0,0.0,2.25,2020,06,03,KT,두산,홈,20200603OBKT02020
21,이용찬,5,9,4,4,0,3,2,24,24,96,5.0,1.0,3.0,0.0,8.44,2020,06,03,KT,두산,원정,20200603OBKT02020
22,문대원,2,5,3,0,0,0,0,11,11,35,2.0,0.0,0.0,0.0,0.0,2020,06,03,KT,두산,원정,20200603OBKT02020
23,이승진,1,0,0,0,1,0,0,5,4,17,1.0,0.0,0.0,0.0,0.0,2020,06,03,KT,두산,원정,20200603OBKT02020
24,최성영,3 ⅔,6,4,3,3,1,1,20,17,63,2.0,0.0,0.0,0.0,5.14,2020,06,03,NC,SK,홈,20200603SKNC02020
25,박진우,2 ⅔,3,0,0,0,2,0,11,11,37,14.0,1.0,0.0,0.0,1.98,2020,06,03,NC,SK,홈,20200603SKNC02020
26,임정호,0 ⅔,0,0,0,1,1,0,3,2,12,12.0,1.0,0.0,0.0,2.35,2020,06,03,NC,SK,홈,20200603SKNC02020
27,배재환,1,0,0,0,0,1,0,3,3,15,13.0,1.0,0.0,0.0,2.45,2020,06,03,NC,SK,홈,20200603SKNC02020
28,원종현,1,2,2,2,0,0,1,5,5,20,12.0,1.0,1.0,8.0,4.09,2020,06,03,NC,SK,홈,20200603SKNC02020
29,이건욱,3,7,5,5,2,2,1,18,15,63,4.0,1.0,1.0,0.0,4.63,2020,06,03,NC,SK,원정,20200603SKNC02020
30,김택형,0 ⅓,1,2,2,1,1,1,3,2,9,6.0,0.0,0.0,0.0,22.09,2020,06,03,NC,SK,원정,20200603SKNC02020
31,박민호,1 ⅔,4,1,1,1,0,0,10,9,37,13.0,0.0,0.0,0.0,3.38,2020,06,03,NC,SK,원정,20200603SKNC02020
32,김주온,2,1,0,0,1,0,0,6,5,19,8.0,0.0,3.0,0.0,4.32,2020,06,03,NC,SK,원정,20200603SKNC02020
33,이원준,1,1,0,0,0,2,0,4,4,16,4.0,0.0,0.0,0.0,1.59,2020,06,03,NC,SK,원정,20200603SKNC02020
34,켈리,5,7,8,8,4,3,1,24,20,80,5.0,2.0,1.0,0.0,6.12,2020,06,03,LG,삼성,홈,20200603SSLG02020
35,김대현,2,2,2,2,2,1,1,9,7,37,7.0,1.0,0.0,0.0,8.1,2020,06,03,LG,삼성,홈,20200603SSLG02020
36,최동환,2,3,2,1,0,2,0,10,10,28,7.0,0.0,0.0,0.0,4.0,2020,06,03,LG,삼성,홈,20200603SSLG02020
37,허윤동,5,8,3,3,1,0,1,23,21,80,2.0,2.0,0.0,0.0,2.7,2020,06,03,LG,삼성,원정,20200603SSLG02020
38,권오준,0 ⅓,2,2,2,0,1,0,3,3,14,6.0,0.0,1.0,0.0,7.04,2020,06,03,LG,삼성,원정,20200603SSLG02020
39,노성호,0 ⅔,1,0,0,0,1,0,3,3,9,10.0,0.0,0.0,0.0,0.93,2020,06,03,LG,삼성,원정,20200603SSLG02020
40,이승현,2,2,1,1,0,3,1,8,8,29,11.0,0.0,1.0,0.0,4.26,2020,06,03,LG,삼성,원정,20200603SSLG02020
41,김윤수,1,1,0,0,0,2,0,4,4,12,9.0,0.0,1.0,0.0,3.38,2020,06,03,LG,삼성,원정,20200603SSLG02020
42,서폴드,7,9,6,4,4,3,0,35,30,111,6.0,2.0,3.0,0.0,3.07,2020,06,03,한화,키움,홈,20200603WOHH02020
43,김범수,1 ⅓,0,0,0,0,1,0,4,4,12,10.0,1.0,3.0,0.0,5.79,2020,06,03,한화,키움,홈,20200603WOHH02020
44,윤대경,0 ⅔,1,0,0,0,1,0,3,3,14,1.0,0.0,0.0,0.0,0.0,2020,06,03,한화,키움,홈,20200603WOHH02020
45,조영건,5,4,2,2,2,2,1,20,18,76,2.0,1.0,0.0,0.0,3.0,2020,06,03,한화,키움,원정,20200603WOHH02020
46,김재웅,1,0,0,0,0,2,0,3,3,13,11.0,0.0,1.0,0.0,5.06,2020,06,03,한화,키움,원정,20200603WOHH02020
47,김태훈,1,0,0,0,0,0,0,3,3,16,9.0,2.0,0.0,0.0,1.13,2020,06,03,한화,키움,원정,20200603WOHH02020
48,이영준,0 ⅔,2,0,0,0,0,0,4,4,20,12.0,0.0,2.0,0.0,7.0,2020,06,03,한화,키움,원정,20200603WOHH02020
49,조상우,1 ⅓,1,0,0,0,2,0,5,5,16,8.0,1.0,0.0,6.0,0.0,2020,06,03,한화,키움,원정,20200603WOHH02020
50,브룩스,6 ⅔,7,2,2,2,5,0,28,26,104,6.0,2.0,2.0,0.0,3.13,2020,06,04,KIA,롯데,홈,20200604LTHT02020
51,박준표,1 ⅓,1,0,0,0,1,0,5,5,18,12.0,0.0,0.0,0.0,0.68,2020,06,04,KIA,롯데,홈,20200604LTHT02020
52,홍상삼,0 ⅓,2,1,1,0,1,0,3,3,15,2.0,0.0,0.0,0.0,6.75,2020,06,04,KIA,롯데,홈,20200604LTHT02020
53,김명찬,0 ⅓,0,0,0,1,0,0,2,1,5,6.0,0.0,0.0,0.0,0.0,2020,06,04,KIA,롯데,홈,20200604LTHT02020
54,전상현,0 ⅓,0,0,0,0,0,0,1,1,3,12.0,1.0,0.0,1.0,0.0,2020,06,04,KIA,롯데,홈,20200604LTHT02020
55,노경은,5,6,6,6,1,1,3,22,21,94,5.0,1.0,2.0,0.0,6.58,2020,06,04,KIA,롯데,원정,20200604LTHT02020
56,이인복,1 ⅔,2,1,1,0,1,0,7,7,25,7.0,1.0,1.0,0.0,1.86,2020,06,04,KIA,롯데,원정,20200604LTHT02020
57,김대우,1 ⅓,1,0,0,0,1,0,5,5,14,10.0,0.0,1.0,0.0,6.75,2020,06,04,KIA,롯데,원정,20200604LTHT02020
58,김민,2 ⅓,8,8,8,1,2,2,16,15,62,5.0,2.0,2.0,0.0,7.83,2020,06,04,KT,두산,홈,20200604OBKT02020
59,류희운,1,0,4,4,4,0,0,6,2,26,5.0,0.0,1.0,0.0,15.75,2020,06,04,KT,두산,홈,20200604OBKT02020
60,이강준,2,4,1,1,2,1,0,12,10,48,3.0,0.0,0.0,0.0,5.4,2020,06,04,KT,두산,홈,20200604OBKT02020
61,유원상,2 ⅓,2,1,1,0,2,1,9,9,28,5.0,0.0,0.0,0.0,7.5,2020,06,04,KT,두산,홈,20200604OBKT02020
62,이상화,1 ⅓,0,0,0,0,1,0,4,4,16,6.0,0.0,1.0,0.0,9.0,2020,06,04,KT,두산,홈,20200604OBKT02020
63,알칸타라,5,5,5,5,3,8,0,24,21,110,6.0,5.0,1.0,0.0,4.63,2020,06,04,KT,두산,원정,20200604OBKT02020
64,최원준,1,1,0,0,1,0,0,5,4,14,13.0,0.0,0.0,0.0,7.16,2020,06,04,KT,두산,원정,20200604OBKT02020
65,권혁,1,1,0,0,0,1,0,3,3,11,9.0,2.0,1.0,0.0,7.94,2020,06,04,KT,두산,원정,20200604OBKT02020
66,박치국,1,1,0,0,0,0,0,4,4,8,13.0,0.0,0.0,0.0,3.95,2020,06,04,KT,두산,원정,20200604OBKT02020
67,이승진,0,3,3,3,1,0,0,4,3,13,2.0,0.0,0.0,0.0,27.0,2020,06,04,KT,두산,원정,20200604OBKT02020
68,윤명준,1,0,0,0,1,0,0,4,2,11,13.0,0.0,0.0,0.0,6.39,2020,06,04,KT,두산,원정,20200604OBKT02020
69,루친스키,6,5,0,0,3,8,0,25,21,108,6.0,4.0,0.0,0.0,2.11,2020,06,04,NC,SK,홈,20200604SKNC02020
70,장현식,1,0,0,0,0,0,0,3,3,15,6.0,1.0,0.0,0.0,7.5,2020,06,04,NC,SK,홈,20200604SKNC02020
71,김건태,1,0,0,0,1,3,0,4,3,21,12.0,0.0,1.0,0.0,5.59,2020,06,04,NC,SK,홈,20200604SKNC02020
72,홍성무,1,0,0,0,0,1,0,3,3,12,4.0,0.0,0.0,1.0,4.91,2020,06,04,NC,SK,홈,20200604SKNC02020
73,김태훈,3 ⅓,5,7,7,6,0,1,21,14,86,5.0,1.0,3.0,0.0,4.94,2020,06,04,NC,SK,원정,20200604SKNC02020
74,김주온,1,2,2,2,5,0,1,10,5,46,9.0,0.0,3.0,0.0,5.79,2020,06,04,NC,SK,원정,20200604SKNC02020
75,백승건,3 ⅔,3,1,1,3,3,0,16,13,67,2.0,0.0,1.0,0.0,6.75,2020,06,04,NC,SK,원정,20200604SKNC02020
76,정찬헌,7,3,0,0,2,11,0,26,24,94,4.0,2.0,1.0,0.0,3.52,2020,06,04,LG,삼성,홈,20200604SSLG02020
77,정우영,0 ⅔,0,0,0,0,0,0,3,3,5,10.0,1.0,0.0,1.0,0.68,2020,06,04,LG,삼성,홈,20200604SSLG02020
78,진해수,0 ⅓,0,0,0,0,0,0,1,1,5,11.0,0.0,0.0,0.0,3.0,2020,06,04,LG,삼성,홈,20200604SSLG02020
79,이상규,1,1,0,0,1,1,0,5,4,22,13.0,2.0,0.0,4.0,1.35,2020,06,04,LG,삼성,홈,20200604SSLG02020
80,백정현,4,14,11,8,0,3,1,27,25,80,3.0,0.0,3.0,0.0,10.29,2020,06,04,LG,삼성,원정,20200604SSLG02020
81,임현준,1,0,0,0,1,0,0,4,3,11,10.0,0.0,0.0,0.0,0.0,2020,06,04,LG,삼성,원정,20200604SSLG02020
82,권오준,1,0,0,0,0,0,0,3,3,10,7.0,0.0,1.0,0.0,6.23,2020,06,04,LG,삼성,원정,20200604SSLG02020
83,장지훈,1,0,0,0,0,1,0,3,3,13,8.0,0.0,0.0,0.0,7.0,2020,06,04,LG,삼성,원정,20200604SSLG02020
84,홍정우,1,0,0,0,0,0,0,3,3,6,6.0,0.0,0.0,0.0,12.0,2020,06,04,LG,삼성,원정,20200604SSLG02020
85,김민우,6,8,4,4,1,8,2,26,25,110,6.0,0.0,3.0,0.0,4.28,2020,06,04,한화,키움,홈,20200604WOHH02020
86,김범수,0 ⅓,0,1,0,1,1,0,2,1,12,11.0,1.0,3.0,0.0,5.59,2020,06,04,한화,키움,홈,20200604WOHH02020
87,박상원,0 ⅔,1,2,0,1,0,0,5,4,15,10.0,0.0,0.0,0.0,3.27,2020,06,04,한화,키움,홈,20200604WOHH02020
88,이현호,1,1,0,0,0,1,0,4,4,17,6.0,0.0,0.0,0.0,1.69,2020,06,04,한화,키움,홈,20200604WOHH02020
89,이태양,1,1,0,0,0,1,0,3,3,15,6.0,0.0,0.0,0.0,8.1,2020,06,04,한화,키움,홈,20200604WOHH02020
90,요키시,6 ⅓,8,3,3,0,3,0,27,27,91,6.0,5.0,0.0,0.0,1.49,2020,06,04,한화,키움,원정,20200604WOHH02020
91,김태훈,1 ⅔,0,0,0,0,2,0,5,5,19,10.0,2.0,0.0,0.0,1.02,2020,06,04,한화,키움,원정,20200604WOHH02020
92,양현,1,0,0,0,0,0,0,3,3,7,10.0,1.0,1.0,1.0,4.82,2020,06,04,한화,키움,원정,20200604WOHH02020
93,이영하,6,2,1,0,4,7,0,25,21,110,6.0,1.0,2.0,0.0,4.24,2020,06,05,두산,KIA,홈,20200605HTOB02020
94,박치국,1,1,0,0,0,1,0,4,3,17,14.0,1.0,0.0,0.0,3.68,2020,06,05,두산,KIA,홈,20200605HTOB02020
95,이현,0,1,0,0,1,0,0,2,1,6,14.0,1.0,0.0,1.0,3.75,2020,06,05,두산,KIA,홈,20200605HTOB02020
96,윤명준,0 ⅓,1,0,0,0,0,0,2,2,5,14.0,0.0,0.0,0.0,6.23,2020,06,05,두산,KIA,홈,20200605HTOB02020
97,함덕주,1 ⅔,0,0,0,0,4,0,5,5,20,13.0,1.0,0.0,6.0,1.84,2020,06,05,두산,KIA,홈,20200605HTOB02020
98,이민우,6 ⅔,6,5,5,1,3,0,26,25,93,6.0,3.0,1.0,0.0,3.86,2020,06,05,두산,KIA,원정,20200605HTOB02020
99,박준표,0 ⅓,1,0,0,0,0,0,2,2,7,13.0,0.0,0.0,0.0,0.66,2020,06,05,두산,KIA,원정,20200605HTOB02020
100,홍건희,1,0,0,0,0,1,0,3,3,11,10.0,0.0,0.0,0.0,6.0,2020,06,05,두산,KIA,원정,20200605HTOB02020
101,서준원,6,8,3,3,2,3,2,26,23,85,6.0,2.0,1.0,0.0,4.28,2020,06,05,롯데,KT,홈,20200605KTLT02020
102,구승민,1,1,1,1,0,1,1,4,4,12,13.0,3.0,0.0,0.0,1.35,2020,06,05,롯데,KT,홈,20200605KTLT02020
103,박진형,1,0,0,0,1,3,0,4,3,29,13.0,1.0,0.0,0.0,1.69,2020,06,05,롯데,KT,홈,20200605KTLT02020
104,김원중,1,0,0,0,0,1,0,3,3,11,11.0,1.0,0.0,4.0,0.79,2020,06,05,롯데,KT,홈,20200605KTLT02020
105,김민수,3 ⅓,5,3,3,2,2,1,17,15,59,10.0,0.0,2.0,0.0,12.19,2020,06,05,롯데,KT,원정,20200605KTLT02020
106,손동현,1 ⅔,0,0,0,0,2,0,5,5,24,6.0,0.0,0.0,0.0,1.59,2020,06,05,롯데,KT,원정,20200605KTLT02020
107,전유수,1,2,1,1,0,1,0,5,5,17,10.0,0.0,0.0,0.0,6.1,2020,06,05,롯데,KT,원정,20200605KTLT02020
108,주권,1,2,2,2,0,1,1,5,5,17,13.0,0.0,1.0,0.0,3.77,2020,06,05,롯데,KT,원정,20200605KTLT02020
109,유원상,1,1,0,0,0,1,0,4,4,11,6.0,0.0,0.0,0.0,6.43,2020,06,05,롯데,KT,원정,20200605KTLT02020
110,최원태,7,5,2,2,0,4,1,26,26,92,6.0,2.0,2.0,0.0,3.44,2020,06,05,키움,LG,홈,20200605LGWO02020
111,이영준,1,0,0,0,0,1,0,3,3,21,13.0,0.0,2.0,0.0,6.3,2020,06,05,키움,LG,홈,20200605LGWO02020
112,조상우,1,1,1,1,1,1,1,5,4,15,9.0,1.0,0.0,6.0,0.87,2020,06,05,키움,LG,홈,20200605LGWO02020
113,임찬규,6,8,6,6,2,6,2,28,26,101,5.0,2.0,2.0,0.0,5.4,2020,06,05,키움,LG,원정,20200605LGWO02020
114,김대현,1,0,0,0,1,0,0,3,2,9,8.0,1.0,0.0,0.0,7.04,2020,06,05,키움,LG,원정,20200605LGWO02020
115,류원석,0 ⅔,0,0,0,2,1,0,4,2,23,2.0,0.0,0.0,0.0,0.0,2020,06,05,키움,LG,원정,20200605LGWO02020
116,최성훈,0 ⅓,0,0,0,0,1,0,1,1,4,1.0,0.0,0.0,0.0,0.0,2020,06,05,키움,LG,원정,20200605LGWO02020
117,장시환,3,7,4,4,3,3,2,19,16,77,6.0,1.0,4.0,0.0,7.48,2020,06,05,한화,NC,홈,20200605NCHH02020
118,이현호,1,0,0,0,0,1,0,3,3,11,7.0,0.0,0.0,0.0,1.42,2020,06,05,한화,NC,홈,20200605NCHH02020
119,김진영,1,2,3,3,2,0,1,6,4,22,13.0,0.0,1.0,0.0,4.73,2020,06,05,한화,NC,홈,20200605NCHH02020
120,안영명,1 ⅓,5,4,2,0,1,0,10,10,45,10.0,1.0,1.0,0.0,7.59,2020,06,05,한화,NC,홈,20200605NCHH02020
121,윤대경,1 ⅔,2,0,0,1,3,0,7,6,29,2.0,0.0,0.0,0.0,0.0,2020,06,05,한화,NC,홈,20200605NCHH02020
122,노시환,1,1,2,2,1,0,1,5,4,21,1.0,0.0,0.0,0.0,18.0,2020,06,05,한화,NC,홈,20200605NCHH02020
123,라이트,6,2,0,0,4,7,0,22,18,95,6.0,4.0,1.0,0.0,2.65,2020,06,05,한화,NC,원정,20200605NCHH02020
124,홍성민,1,0,0,0,1,0,0,3,2,18,1.0,0.0,0.0,0.0,0.0,2020,06,05,한화,NC,원정,20200605NCHH02020
125,홍성무,2,1,2,2,2,4,1,9,7,36,5.0,0.0,0.0,1.0,5.79,2020,06,05,한화,NC,원정,20200605NCHH02020
126,핀토,6,7,1,1,1,5,0,25,24,98,6.0,3.0,2.0,0.0,4.15,2020,06,05,SK,삼성,홈,20200605SSSK02020
127,김정빈,1,0,0,0,1,2,0,3,2,18,13.0,0.0,0.0,0.0,0.0,2020,06,05,SK,삼성,홈,20200605SSSK02020
128,서진용,1,0,0,0,0,2,0,3,3,14,14.0,0.0,2.0,0.0,4.61,2020,06,05,SK,삼성,홈,20200605SSSK02020
129,하재훈,1,0,0,0,0,1,0,3,3,14,9.0,0.0,0.0,3.0,4.15,2020,06,05,SK,삼성,홈,20200605SSSK02020
130,김대우,5,3,2,2,4,1,0,22,18,84,8.0,0.0,2.0,0.0,4.29,2020,06,05,SK,삼성,원정,20200605SSSK02020
131,임현준,0 ⅔,1,0,0,0,0,0,3,2,8,11.0,0.0,0.0,0.0,0.0,2020,06,05,SK,삼성,원정,20200605SSSK02020
132,이승현,0 ⅓,0,0,0,0,1,0,1,1,4,12.0,0.0,1.0,0.0,4.15,2020,06,05,SK,삼성,원정,20200605SSSK02020
133,노성호,1,1,0,0,0,2,0,4,4,19,11.0,0.0,0.0,0.0,0.84,2020,06,05,SK,삼성,원정,20200605SSSK02020
134,최지광,1,1,2,2,2,2,0,6,3,22,12.0,0.0,0.0,0.0,1.5,2020,06,05,SK,삼성,원정,20200605SSSK02020
135,플렉센,6,7,3,3,0,2,0,25,23,101,6.0,2.0,0.0,0.0,2.92,2020,06,06,두산,KIA,홈,20200606HTOB02020
136,최원준,1 ⅓,0,0,0,0,1,0,4,4,18,14.0,0.0,0.0,0.0,6.62,2020,06,06,두산,KIA,홈,20200606HTOB02020
137,권혁,0 ⅔,0,0,0,0,0,0,2,2,7,10.0,2.0,1.0,0.0,7.11,2020,06,06,두산,KIA,홈,20200606HTOB02020
138,박치국,1,0,0,0,1,0,0,3,2,10,15.0,2.0,0.0,0.0,3.45,2020,06,06,두산,KIA,홈,20200606HTOB02020
139,가뇽,6 ⅓,5,3,1,1,3,0,26,23,82,6.0,2.0,3.0,0.0,3.48,2020,06,06,두산,KIA,원정,20200606HTOB02020
140,전상현,1 ⅔,2,0,0,0,2,0,7,6,29,13.0,1.0,0.0,1.0,0.0,2020,06,06,두산,KIA,원정,20200606HTOB02020
141,김명찬,0,1,1,1,0,0,0,2,1,7,7.0,0.0,1.0,0.0,2.7,2020,06,06,두산,KIA,원정,20200606HTOB02020
142,문경찬,0,1,0,0,0,0,0,1,1,3,10.0,0.0,0.0,3.0,1.8,2020,06,06,두산,KIA,원정,20200606HTOB02020
143,스트레일리,7,5,0,0,0,6,0,25,25,107,7.0,1.0,2.0,0.0,2.23,2020,06,06,롯데,KT,홈,20200606KTLT02020
144,박진형,1,1,0,0,0,2,0,4,4,17,14.0,1.0,0.0,0.0,1.54,2020,06,06,롯데,KT,홈,20200606KTLT02020
145,김원중,1,0,0,0,0,0,0,3,3,11,12.0,2.0,0.0,4.0,0.73,2020,06,06,롯데,KT,홈,20200606KTLT02020
146,배제성,8,3,0,0,3,4,0,28,25,111,6.0,2.0,1.0,0.0,2.11,2020,06,06,롯데,KT,원정,20200606KTLT02020
147,김재윤,0 ⅓,2,1,1,1,0,0,4,2,11,9.0,0.0,2.0,1.0,6.23,2020,06,06,롯데,KT,원정,20200606KTLT02020
148,이승호,5,4,3,3,5,1,0,24,17,89,6.0,0.0,2.0,0.0,7.39,2020,06,06,키움,LG,홈,20200606LGWO02020
149,양현,1,0,0,0,0,2,0,3,3,10,11.0,1.0,1.0,1.0,4.35,2020,06,06,키움,LG,홈,20200606LGWO02020
150,조덕길,1,2,1,1,0,1,0,5,4,19,3.0,0.0,0.0,0.0,2.7,2020,06,06,키움,LG,홈,20200606LGWO02020
151,김재웅,1,0,0,0,0,2,0,3,3,9,12.0,0.0,1.0,0.0,4.63,2020,06,06,키움,LG,홈,20200606LGWO02020
152,임규빈,1,0,0,0,0,0,0,3,3,9,10.0,1.0,0.0,0.0,4.15,2020,06,06,키움,LG,홈,20200606LGWO02020
153,윌슨,6 ⅓,6,2,2,1,6,0,25,24,94,6.0,2.0,2.0,0.0,4.29,2020,06,06,키움,LG,원정,20200606LGWO02020
154,정우영,1 ⅓,2,1,1,1,0,1,6,5,20,11.0,1.0,0.0,1.0,1.23,2020,06,06,키움,LG,원정,20200606LGWO02020
155,진해수,0 ⅓,0,0,0,0,1,0,1,1,4,12.0,0.0,0.0,0.0,2.84,2020,06,06,키움,LG,원정,20200606LGWO02020
156,이상규,0 ⅔,2,2,2,2,1,0,6,4,23,14.0,2.0,1.0,4.0,2.57,2020,06,06,키움,LG,원정,20200606LGWO02020
157,채드벨,4,7,7,7,3,3,3,23,20,84,3.0,0.0,1.0,0.0,9.0,2020,06,06,한화,NC,홈,20200606NCHH02020
158,이태양,2,2,1,1,0,3,0,8,8,30,7.0,0.0,0.0,0.0,7.27,2020,06,06,한화,NC,홈,20200606NCHH02020
159,김범수,1 ⅓,0,0,0,0,0,0,4,4,11,12.0,1.0,3.0,0.0,4.91,2020,06,06,한화,NC,홈,20200606NCHH02020
160,박상원,1,1,1,1,0,1,0,4,4,11,11.0,0.0,0.0,0.0,3.75,2020,06,06,한화,NC,홈,20200606NCHH02020
161,정우람,0 ⅓,3,4,4,1,1,0,5,4,21,7.0,0.0,1.0,4.0,6.75,2020,06,06,한화,NC,홈,20200606NCHH02020
162,윤대경,0 ⅓,1,1,1,0,1,1,2,2,12,3.0,0.0,0.0,0.0,3.38,2020,06,06,한화,NC,홈,20200606NCHH02020
163,구창모,6,8,1,1,0,6,0,25,25,91,6.0,5.0,0.0,0.0,0.66,2020,06,06,한화,NC,원정,20200606NCHH02020
164,장현식,1,2,0,0,0,0,0,5,5,17,7.0,1.0,0.0,0.0,6.43,2020,06,06,한화,NC,원정,20200606NCHH02020
165,배재환,1,1,1,1,0,1,1,4,4,11,14.0,1.0,0.0,0.0,3.0,2020,06,06,한화,NC,원정,20200606NCHH02020
166,김건태,1,0,0,0,0,0,0,3,3,17,13.0,0.0,1.0,0.0,5.06,2020,06,06,한화,NC,원정,20200606NCHH02020
167,박종훈,6,4,2,2,4,6,0,25,21,95,6.0,3.0,0.0,0.0,3.44,2020,06,06,SK,삼성,홈,20200606SSSK02020
168,김정빈,1,0,0,0,0,2,0,3,3,11,14.0,0.0,0.0,0.0,0.0,2020,06,06,SK,삼성,홈,20200606SSSK02020
169,서진용,1,0,0,0,0,0,0,3,3,10,15.0,0.0,2.0,0.0,4.3,2020,06,06,SK,삼성,홈,20200606SSSK02020
170,정영일,0 ⅓,2,2,2,0,0,1,3,3,14,8.0,1.0,0.0,1.0,5.4,2020,06,06,SK,삼성,홈,20200606SSSK02020
171,하재훈,0 ⅔,1,0,0,0,0,0,2,2,9,10.0,0.0,0.0,4.0,3.86,2020,06,06,SK,삼성,홈,20200606SSSK02020
172,최채흥,4 ⅔,6,6,6,6,1,2,23,17,93,6.0,3.0,2.0,0.0,4.41,2020,06,06,SK,삼성,원정,20200606SSSK02020
173,김윤수,1 ⅓,0,0,0,1,0,0,5,4,19,10.0,0.0,1.0,0.0,3.0,2020,06,06,SK,삼성,원정,20200606SSSK02020
174,임현준,0 ⅔,0,0,0,0,1,0,2,2,10,12.0,0.0,0.0,0.0,0.0,2020,06,06,SK,삼성,원정,20200606SSSK02020
175,장지훈,1 ⅓,0,0,0,2,0,0,5,3,24,9.0,0.0,0.0,0.0,6.1,2020,06,06,SK,삼성,원정,20200606SSSK02020
176,유희관,7,8,2,2,2,0,0,29,27,104,6.0,4.0,1.0,0.0,3.6,2020,06,07,두산,KIA,홈,20200607HTOB02020
177,권혁,0 ⅓,0,0,0,1,0,0,2,1,10,11.0,2.0,1.0,0.0,6.75,2020,06,07,두산,KIA,홈,20200607HTOB02020
178,함덕주,0 ⅔,0,0,0,1,0,0,2,1,8,14.0,1.0,0.0,6.0,1.76,2020,06,07,두산,KIA,홈,20200607HTOB02020
179,윤명준,1,1,0,0,0,1,0,3,3,17,15.0,0.0,0.0,1.0,5.79,2020,06,07,두산,KIA,홈,20200607HTOB02020
180,임기영,5 ⅓,7,1,1,1,4,0,24,23,96,6.0,2.0,3.0,0.0,3.34,2020,06,07,두산,KIA,원정,20200607HTOB02020
181,고영창,0,1,1,1,0,0,0,1,1,2,11.0,0.0,1.0,0.0,5.79,2020,06,07,두산,KIA,원정,20200607HTOB02020
182,김명찬,0,1,0,0,1,0,0,2,1,11,8.0,0.0,1.0,0.0,2.7,2020,06,07,두산,KIA,원정,20200607HTOB02020
183,홍상삼,1,0,1,1,2,3,0,5,3,30,3.0,0.0,1.0,0.0,7.71,2020,06,07,두산,KIA,원정,20200607HTOB02020
184,박준표,1 ⅔,1,0,0,0,2,0,7,7,32,14.0,0.0,0.0,0.0,0.59,2020,06,07,두산,KIA,원정,20200607HTOB02020
185,박세웅,6,3,1,1,1,7,1,22,21,92,6.0,1.0,4.0,0.0,5.4,2020,06,07,롯데,KT,홈,20200607KTLT02020
