,투수명,이닝,피안타,실점,자책,4사구,삼진,피홈런,타자,타수,투구수,경기,승리,패전,세이브,평균자책,연도,월,일,소속팀,상대팀,경기장,matchid
0,이정용,3,3,0,0,1,1,0,14,13,59,25.0,3.0,0.0,3.0,4.85,2023,07,02,LG,KIA,홈,20230702HTLG02023
1,정우영,1,0,0,0,0,0,0,3,3,15,39.0,1.0,4.0,0.0,4.24,2023,07,02,LG,KIA,홈,20230702HTLG02023
2,이우찬,2,2,0,0,0,0,0,6,6,21,16.0,1.0,1.0,0.0,2.89,2023,07,02,LG,KIA,홈,20230702HTLG02023
3,최동환,0 ⅓,2,1,1,0,1,0,3,3,12,20.0,0.0,0.0,0.0,2.75,2023,07,02,LG,KIA,홈,20230702HTLG02023
4,함덕주,1 ⅔,2,0,0,0,2,0,7,7,23,39.0,3.0,0.0,3.0,1.15,2023,07,02,LG,KIA,홈,20230702HTLG02023
5,고우석,1,0,0,0,0,1,0,3,3,12,17.0,2.0,3.0,6.0,3.31,2023,07,02,LG,KIA,홈,20230702HTLG02023
6,앤더슨,6,7,3,2,3,0,1,26,22,104,14.0,4.0,7.0,0.0,3.76,2023,07,02,LG,KIA,원정,20230702HTLG02023
7,정해영,1,0,0,0,0,0,0,3,3,13,21.0,3.0,1.0,6.0,3.26,2023,07,02,LG,KIA,원정,20230702HTLG02023
8,임기영,1,1,0,0,0,1,0,4,4,15,30.0,1.0,1.0,2.0,2.44,2023,07,02,LG,KIA,원정,20230702HTLG02023
9,고영표,6 ⅔,7,0,0,1,7,0,29,28,98,15.0,7.0,4.0,0.0,2.91,2023,07,02,KT,NC,홈,20230702NCKT02023
10,박영현,1 ⅓,1,0,0,1,1,0,6,4,20,36.0,2.0,2.0,1.0,1.98,2023,07,02,KT,NC,홈,20230702NCKT02023
11,손동현,1,1,0,0,0,0,0,3,3,3,32.0,3.0,3.0,1.0,4.11,2023,07,02,KT,NC,홈,20230702NCKT02023
12,신민혁,4 ⅓,4,1,1,2,3,0,18,16,83,12.0,3.0,3.0,0.0,4.04,2023,07,02,KT,NC,원정,20230702NCKT02023
13,김영규,1 ⅔,0,0,0,1,0,0,6,5,25,31.0,0.0,3.0,0.0,3.31,2023,07,02,KT,NC,원정,20230702NCKT02023
14,류진욱,1,0,0,0,0,1,0,3,3,11,29.0,0.0,3.0,0.0,1.93,2023,07,02,KT,NC,원정,20230702NCKT02023
15,임정호,0,0,2,1,1,0,0,2,1,7,33.0,0.0,1.0,0.0,3.24,2023,07,02,KT,NC,원정,20230702NCKT02023
16,배민서,1,2,2,2,0,1,0,5,5,17,4.0,0.0,0.0,0.0,3.86,2023,07,02,KT,NC,원정,20230702NCKT02023
17,스트레일리,5,5,2,2,3,3,0,22,19,81,15.0,3.0,5.0,0.0,4.13,2023,07,02,롯데,두산,홈,20230702OBLT02023
18,김상수,1,0,0,0,2,2,0,5,3,29,36.0,3.0,1.0,1.0,4.61,2023,07,02,롯데,두산,홈,20230702OBLT02023
19,김진욱,1,0,0,0,0,0,0,3,3,10,33.0,2.0,1.0,0.0,3.76,2023,07,02,롯데,두산,홈,20230702OBLT02023
20,구승민,1,2,2,2,0,1,1,5,5,17,36.0,0.0,4.0,3.0,4.32,2023,07,02,롯데,두산,홈,20230702OBLT02023
21,정성종,1,0,0,0,3,0,0,6,2,15,8.0,0.0,0.0,0.0,2.13,2023,07,02,롯데,두산,홈,20230702OBLT02023
22,알칸타라,6,7,2,2,0,5,0,23,22,101,16.0,8.0,3.0,0.0,1.97,2023,07,02,롯데,두산,원정,20230702OBLT02023
23,김명신,1 ⅔,0,0,0,0,1,0,5,5,19,30.0,2.0,2.0,0.0,3.32,2023,07,02,롯데,두산,원정,20230702OBLT02023
24,박치국,0 ⅔,0,0,0,0,1,0,2,2,6,37.0,3.0,0.0,2.0,3.16,2023,07,02,롯데,두산,원정,20230702OBLT02023
25,정철원,0 ⅔,0,0,0,0,1,0,2,2,7,35.0,4.0,2.0,2.0,4.21,2023,07,02,롯데,두산,원정,20230702OBLT02023
26,최원태,5,4,2,2,5,5,0,23,17,92,15.0,6.0,3.0,0.0,2.76,2023,07,02,키움,SSG,홈,20230702SKWO02023
27,양현,1,1,1,1,2,0,0,6,4,26,33.0,0.0,3.0,0.0,3.94,2023,07,02,키움,SSG,홈,20230702SKWO02023
28,김재웅,1,0,0,0,0,0,0,3,3,8,35.0,1.0,2.0,5.0,3.48,2023,07,02,키움,SSG,홈,20230702SKWO02023
29,원종현,0 ⅔,3,4,4,0,1,0,6,4,18,18.0,1.0,1.0,0.0,5.29,2023,07,02,키움,SSG,홈,20230702SKWO02023
30,하영민,0 ⅔,4,2,2,1,1,0,6,5,18,31.0,2.0,1.0,0.0,4.0,2023,07,02,키움,SSG,홈,20230702SKWO02023
31,이명종,0 ⅔,0,0,0,1,0,0,3,2,14,17.0,4.0,1.0,0.0,3.38,2023,07,02,키움,SSG,홈,20230702SKWO02023
32,오원석,4,8,5,5,3,2,1,22,19,83,15.0,5.0,5.0,0.0,4.8,2023,07,02,키움,SSG,원정,20230702SKWO02023
33,문승원,1 ⅔,1,0,0,1,1,0,6,5,22,24.0,2.0,2.0,1.0,4.02,2023,07,02,키움,SSG,원정,20230702SKWO02023
34,고효준,1 ⅓,0,0,0,0,1,0,4,4,16,35.0,3.0,1.0,0.0,2.79,2023,07,02,키움,SSG,원정,20230702SKWO02023
35,노경은,0 ⅔,0,0,0,1,0,0,3,2,10,36.0,6.0,3.0,2.0,3.65,2023,07,02,키움,SSG,원정,20230702SKWO02023
36,서진용,1 ⅓,0,0,0,1,1,0,5,4,21,34.0,1.0,0.0,24.0,1.31,2023,07,02,키움,SSG,원정,20230702SKWO02023
37,안우진,6,9,4,4,3,6,0,28,24,104,16.0,6.0,4.0,0.0,2.24,2023,07,04,키움,NC,홈,20230704NCWO02023
38,김재웅,1,1,0,0,2,3,0,6,4,32,36.0,1.0,2.0,5.0,3.38,2023,07,04,키움,NC,홈,20230704NCWO02023
39,원종현,1,1,0,0,0,2,0,4,4,15,19.0,1.0,1.0,0.0,5.0,2023,07,04,키움,NC,홈,20230704NCWO02023
40,양현,1,1,0,0,0,0,0,4,4,13,34.0,0.0,3.0,0.0,3.82,2023,07,04,키움,NC,홈,20230704NCWO02023
41,이준호,2 ⅔,5,4,1,3,0,0,17,14,74,10.0,0.0,2.0,0.0,5.95,2023,07,04,키움,NC,원정,20230704NCWO02023
42,하준영,0 ⅓,1,0,0,1,1,0,3,2,13,31.0,1.0,0.0,0.0,4.28,2023,07,04,키움,NC,원정,20230704NCWO02023
43,전사민,2,3,2,2,2,2,0,11,8,46,7.0,0.0,2.0,1.0,3.55,2023,07,04,키움,NC,원정,20230704NCWO02023
44,김영규,1,0,0,0,0,2,0,3,3,13,32.0,0.0,3.0,0.0,3.21,2023,07,04,키움,NC,원정,20230704NCWO02023
45,조민석,1,0,0,0,0,1,0,3,3,17,25.0,1.0,0.0,0.0,3.04,2023,07,04,키움,NC,원정,20230704NCWO02023
46,임정호,0,1,2,2,2,0,0,3,1,15,34.0,0.0,1.0,0.0,3.96,2023,07,04,키움,NC,원정,20230704NCWO02023
47,배민서,1,0,0,0,0,0,0,3,3,9,5.0,0.0,0.0,0.0,3.18,2023,07,04,키움,NC,원정,20230704NCWO02023
48,수아레즈,5,6,0,0,5,7,0,26,21,110,15.0,2.0,7.0,0.0,4.3,2023,07,04,삼성,두산,홈,20230704OBSS02023
49,우규민,0 ⅔,1,0,0,0,0,0,3,3,10,27.0,2.0,0.0,0.0,5.48,2023,07,04,삼성,두산,홈,20230704OBSS02023
50,이재익,0 ⅓,0,0,0,0,0,0,1,1,3,15.0,0.0,0.0,0.0,3.14,2023,07,04,삼성,두산,홈,20230704OBSS02023
51,양창섭,0 ⅔,2,2,2,1,0,0,4,3,16,12.0,0.0,3.0,0.0,9.36,2023,07,04,삼성,두산,홈,20230704OBSS02023
52,이승현,0 ⅔,2,1,1,2,1,0,6,4,24,31.0,1.0,4.0,5.0,4.85,2023,07,04,삼성,두산,홈,20230704OBSS02023
53,김태훈,1 ⅓,0,0,0,1,0,0,5,4,24,33.0,2.0,3.0,2.0,7.8,2023,07,04,삼성,두산,홈,20230704OBSS02023
54,오승환,0 ⅓,2,2,2,0,0,1,3,3,17,25.0,2.0,3.0,10.0,4.66,2023,07,04,삼성,두산,홈,20230704OBSS02023
55,홍정우,1,0,0,0,0,1,0,3,3,15,17.0,2.0,3.0,0.0,7.31,2023,07,04,삼성,두산,홈,20230704OBSS02023
56,최원준,3 ⅔,5,3,3,2,3,1,18,14,62,13.0,1.0,7.0,0.0,5.19,2023,07,04,삼성,두산,원정,20230704OBSS02023
57,최승용,0 ⅔,0,0,0,0,0,0,2,2,10,17.0,2.0,6.0,0.0,5.69,2023,07,04,삼성,두산,원정,20230704OBSS02023
58,이영하,1 ⅔,1,0,0,0,2,0,5,5,23,13.0,0.0,2.0,0.0,7.36,2023,07,04,삼성,두산,원정,20230704OBSS02023
59,김명신,1,0,0,0,1,2,0,4,3,17,31.0,2.0,2.0,0.0,3.23,2023,07,04,삼성,두산,원정,20230704OBSS02023
60,박치국,0 ⅔,0,0,0,0,1,0,2,2,8,38.0,3.0,0.0,2.0,3.09,2023,07,04,삼성,두산,원정,20230704OBSS02023
61,정철원,1 ⅓,0,0,0,1,0,0,5,4,21,36.0,5.0,2.0,2.0,4.06,2023,07,04,삼성,두산,원정,20230704OBSS02023
62,홍건희,1,1,0,0,1,3,0,5,4,28,33.0,0.0,3.0,17.0,2.53,2023,07,04,삼성,두산,원정,20230704OBSS02023
63,박종훈,2 ⅔,6,5,5,4,1,0,18,14,66,13.0,1.0,6.0,0.0,6.31,2023,07,05,SSG,KIA,홈,20230705HTSK02023
64,임준섭,1 ⅓,2,1,1,0,1,0,6,6,26,25.0,0.0,0.0,0.0,3.86,2023,07,05,SSG,KIA,홈,20230705HTSK02023
65,정성곤,0 ⅓,1,4,1,3,0,0,7,3,29,1.0,0.0,0.0,0.0,27.0,2023,07,05,SSG,KIA,홈,20230705HTSK02023
66,백승건,1 ⅔,4,4,4,0,2,3,9,9,28,24.0,2.0,1.0,0.0,4.66,2023,07,05,SSG,KIA,홈,20230705HTSK02023
67,이로운,2,2,1,1,0,0,1,8,8,28,24.0,3.0,0.0,0.0,5.58,2023,07,05,SSG,KIA,홈,20230705HTSK02023
68,이건욱,1,2,2,2,2,1,0,7,4,32,8.0,0.0,0.0,0.0,3.6,2023,07,05,SSG,KIA,홈,20230705HTSK02023
69,윤영철,6,4,2,2,2,4,0,24,22,97,13.0,4.0,4.0,0.0,4.19,2023,07,05,SSG,KIA,원정,20230705HTSK02023
70,장현식,1,1,0,0,0,1,0,3,3,11,25.0,1.0,2.0,2.0,4.22,2023,07,05,SSG,KIA,원정,20230705HTSK02023
71,김재열,1,1,1,1,2,0,0,6,4,16,2.0,0.0,0.0,0.0,18.0,2023,07,05,SSG,KIA,원정,20230705HTSK02023
72,윤중현,1,1,0,0,0,0,0,4,4,11,5.0,0.0,0.0,0.0,8.53,2023,07,05,SSG,KIA,원정,20230705HTSK02023
73,임찬규,5,8,6,4,1,4,0,26,25,104,17.0,6.0,2.0,0.0,3.19,2023,07,05,LG,KT,홈,20230705KTLG02023
74,최동환,1,0,0,0,0,0,0,3,3,18,21.0,0.0,0.0,0.0,2.61,2023,07,05,LG,KT,홈,20230705KTLG02023
75,김진성,1,0,0,0,2,1,0,5,3,32,39.0,2.0,1.0,0.0,2.86,2023,07,05,LG,KT,홈,20230705KTLG02023
76,오석주,1,2,2,2,0,1,1,5,5,18,3.0,0.0,0.0,0.0,4.5,2023,07,05,LG,KT,홈,20230705KTLG02023
77,이지강,1,1,0,0,1,0,0,4,3,19,11.0,0.0,3.0,0.0,4.55,2023,07,05,LG,KT,홈,20230705KTLG02023
78,벤자민,5 ⅓,4,2,1,0,6,0,21,21,81,16.0,8.0,3.0,0.0,4.32,2023,07,05,LG,KT,원정,20230705KTLG02023
79,이상동,1 ⅔,0,0,0,1,1,0,6,5,13,12.0,2.0,0.0,0.0,3.55,2023,07,05,LG,KT,원정,20230705KTLG02023
80,전용주,0,1,2,2,1,0,0,2,1,11,15.0,0.0,1.0,0.0,4.35,2023,07,05,LG,KT,원정,20230705KTLG02023
81,손동현,0 ⅔,1,0,0,0,0,0,3,3,16,33.0,3.0,3.0,1.0,4.04,2023,07,05,LG,KT,원정,20230705KTLG02023
82,박영현,0 ⅓,0,0,0,0,1,0,1,1,5,37.0,2.0,2.0,1.0,1.96,2023,07,05,LG,KT,원정,20230705KTLG02023
83,김재윤,1,1,0,0,0,0,0,4,4,18,27.0,3.0,2.0,12.0,1.14,2023,07,05,LG,KT,원정,20230705KTLG02023
84,한승주,4,6,1,1,1,3,0,18,17,75,29.0,1.0,2.0,0.0,3.48,2023,07,05,한화,롯데,홈,20230705LTHH02023
85,이태양,1,0,0,0,0,2,0,3,3,14,30.0,1.0,0.0,0.0,2.36,2023,07,05,한화,롯데,홈,20230705LTHH02023
86,주현상,1,0,0,0,0,2,0,3,3,15,14.0,0.0,1.0,0.0,2.76,2023,07,05,한화,롯데,홈,20230705LTHH02023
87,김범수,1,0,0,0,1,0,0,4,3,18,35.0,3.0,2.0,0.0,3.18,2023,07,05,한화,롯데,홈,20230705LTHH02023
88,강재민,0 ⅔,1,2,2,1,1,1,4,3,17,36.0,1.0,3.0,0.0,4.42,2023,07,05,한화,롯데,홈,20230705LTHH02023
89,박상원,1 ⅓,1,0,0,0,2,0,5,5,22,27.0,4.0,0.0,6.0,2.37,2023,07,05,한화,롯데,홈,20230705LTHH02023
90,나균안,5,4,3,2,2,1,1,22,20,89,15.0,6.0,2.0,0.0,3.17,2023,07,05,한화,롯데,원정,20230705LTHH02023
91,한현희,1,0,0,0,1,2,0,4,3,18,18.0,4.0,8.0,0.0,5.4,2023,07,05,한화,롯데,원정,20230705LTHH02023
92,김진욱,1,0,0,0,0,2,0,3,3,11,34.0,2.0,1.0,0.0,3.62,2023,07,05,한화,롯데,원정,20230705LTHH02023
93,최준용,0 ⅔,3,2,2,0,0,0,5,5,31,10.0,0.0,1.0,0.0,2.35,2023,07,05,한화,롯데,원정,20230705LTHH02023
94,김상수,0 ⅓,0,0,0,0,0,0,1,1,7,37.0,3.0,1.0,1.0,4.55,2023,07,05,한화,롯데,원정,20230705LTHH02023
95,장재영,5 ⅓,2,0,0,4,7,0,20,16,92,7.0,1.0,2.0,0.0,4.15,2023,07,05,키움,NC,홈,20230705NCWO02023
96,양현,1 ⅔,1,0,0,0,1,0,5,5,16,35.0,0.0,3.0,0.0,3.63,2023,07,05,키움,NC,홈,20230705NCWO02023
97,김재웅,1,1,0,0,0,0,0,4,4,17,37.0,1.0,2.0,5.0,3.27,2023,07,05,키움,NC,홈,20230705NCWO02023
98,임창민,1,0,0,0,0,0,0,3,3,11,30.0,1.0,1.0,13.0,1.98,2023,07,05,키움,NC,홈,20230705NCWO02023
99,페디,5,5,2,2,2,8,0,20,18,97,14.0,11.0,2.0,0.0,1.73,2023,07,05,키움,NC,원정,20230705NCWO02023
100,하준영,1,1,0,0,0,1,0,4,4,18,32.0,1.0,0.0,0.0,4.13,2023,07,05,키움,NC,원정,20230705NCWO02023
101,류진욱,1,1,0,0,0,2,0,4,4,21,30.0,0.0,3.0,0.0,1.86,2023,07,05,키움,NC,원정,20230705NCWO02023
102,김시훈,1,1,0,0,1,1,0,4,3,19,34.0,2.0,1.0,3.0,3.72,2023,07,05,키움,NC,원정,20230705NCWO02023
103,황동재,4,3,3,3,6,3,0,20,13,88,3.0,0.0,2.0,0.0,4.91,2023,07,05,삼성,두산,홈,20230705OBSS02023
104,홍정우,0,0,3,3,3,0,0,3,0,16,18.0,2.0,3.0,0.0,9.0,2023,07,05,삼성,두산,홈,20230705OBSS02023
105,이재익,2,3,0,0,0,1,0,9,9,27,16.0,0.0,0.0,0.0,2.76,2023,07,05,삼성,두산,홈,20230705OBSS02023
106,노건우,1,2,1,0,0,0,0,5,5,20,1.0,0.0,0.0,0.0,0.0,2023,07,05,삼성,두산,홈,20230705OBSS02023
107,양창섭,1,2,0,0,0,0,0,4,4,15,13.0,0.0,3.0,0.0,9.0,2023,07,05,삼성,두산,홈,20230705OBSS02023
108,이승현,1,1,0,0,0,0,0,3,3,8,32.0,1.0,4.0,5.0,4.7,2023,07,05,삼성,두산,홈,20230705OBSS02023
109,김동주,4 ⅓,5,2,2,1,4,0,19,18,72,11.0,2.0,4.0,0.0,3.31,2023,07,05,삼성,두산,원정,20230705OBSS02023
110,이영하,1,0,0,0,2,1,0,5,3,24,14.0,1.0,2.0,0.0,6.75,2023,07,05,삼성,두산,원정,20230705OBSS02023
111,김명신,1 ⅓,1,0,0,0,2,0,5,5,25,32.0,2.0,2.0,0.0,3.12,2023,07,05,삼성,두산,원정,20230705OBSS02023
112,박정수,1,3,2,2,0,0,0,6,6,15,16.0,1.0,0.0,0.0,5.11,2023,07,05,삼성,두산,원정,20230705OBSS02023
113,김강률,0 ⅓,0,0,0,0,0,0,1,1,3,5.0,0.0,0.0,0.0,18.0,2023,07,05,삼성,두산,원정,20230705OBSS02023
114,홍건희,1,1,0,0,0,1,0,3,3,11,34.0,0.0,3.0,18.0,2.45,2023,07,05,삼성,두산,원정,20230705OBSS02023
115,김광현,4 ⅓,8,7,7,3,1,2,23,19,94,13.0,5.0,2.0,0.0,4.0,2023,07,06,SSG,KIA,홈,20230706HTSK02023
116,노경은,1 ⅔,1,0,0,1,0,0,6,5,18,37.0,6.0,3.0,2.0,3.49,2023,07,06,SSG,KIA,홈,20230706HTSK02023
117,고효준,1,1,0,0,0,1,0,3,3,10,36.0,3.0,1.0,0.0,2.7,2023,07,06,SSG,KIA,홈,20230706HTSK02023
118,문승원,1,0,0,0,1,0,0,3,2,14,25.0,2.0,2.0,1.0,3.94,2023,07,06,SSG,KIA,홈,20230706HTSK02023
119,서진용,1,2,0,0,0,1,0,5,4,22,35.0,1.0,0.0,24.0,1.27,2023,07,06,SSG,KIA,홈,20230706HTSK02023
120,양현종,5,5,1,1,2,4,0,22,20,107,15.0,5.0,4.0,0.0,3.8,2023,07,06,SSG,KIA,원정,20230706HTSK02023
121,정해영,1,2,0,0,0,0,0,5,5,19,22.0,3.0,1.0,6.0,3.1,2023,07,06,SSG,KIA,원정,20230706HTSK02023
122,이준영,0 ⅓,0,0,0,1,0,0,2,1,6,35.0,1.0,0.0,0.0,1.29,2023,07,06,SSG,KIA,원정,20230706HTSK02023
123,임기영,0 ⅔,2,3,2,1,0,0,5,4,18,31.0,1.0,1.0,2.0,2.77,2023,07,06,SSG,KIA,원정,20230706HTSK02023
124,전상현,0 ⅓,0,1,0,0,0,0,2,2,12,30.0,1.0,1.0,0.0,3.0,2023,07,06,SSG,KIA,원정,20230706HTSK02023
125,최지민,0 ⅓,1,1,1,2,0,0,4,2,17,34.0,2.0,2.0,3.0,1.88,2023,07,06,SSG,KIA,원정,20230706HTSK02023
126,장현식,1 ⅓,0,0,0,1,0,0,5,4,18,26.0,1.0,2.0,3.0,3.97,2023,07,06,SSG,KIA,원정,20230706HTSK02023
127,켈리,5 ⅔,7,5,5,1,6,0,25,22,100,17.0,6.0,4.0,0.0,4.57,2023,07,06,LG,KT,홈,20230706KTLG02023
128,박명근,0,1,2,2,2,0,0,3,1,17,36.0,4.0,0.0,5.0,3.25,2023,07,06,LG,KT,홈,20230706KTLG02023
129,함덕주,1 ⅓,3,0,0,1,2,0,7,6,33,40.0,3.0,0.0,3.0,1.12,2023,07,06,LG,KT,홈,20230706KTLG02023
130,정우영,1,2,0,0,0,1,0,4,4,17,40.0,2.0,4.0,0.0,4.11,2023,07,06,LG,KT,홈,20230706KTLG02023
131,고우석,1,0,0,0,0,1,0,3,3,11,18.0,2.0,3.0,7.0,3.12,2023,07,06,LG,KT,홈,20230706KTLG02023
132,쿠에바스,5,7,4,4,2,3,0,23,19,87,4.0,1.0,0.0,0.0,4.15,2023,07,06,LG,KT,원정,20230706KTLG02023
133,이상동,0 ⅔,1,1,1,0,0,0,3,3,21,13.0,2.0,0.0,0.0,4.05,2023,07,06,LG,KT,원정,20230706KTLG02023
134,주권,0,3,1,1,0,0,0,3,3,12,20.0,1.0,1.0,0.0,5.4,2023,07,06,LG,KT,원정,20230706KTLG02023
135,박세진,0 ⅓,0,0,0,0,0,0,1,1,1,10.0,0.0,1.0,0.0,4.91,2023,07,06,LG,KT,원정,20230706KTLG02023
136,박영현,1,1,1,1,0,1,1,4,4,16,38.0,2.0,2.0,1.0,2.13,2023,07,06,LG,KT,원정,20230706KTLG02023
137,김민수,1,2,1,1,0,0,0,5,4,17,13.0,0.0,1.0,0.0,7.71,2023,07,06,LG,KT,원정,20230706KTLG02023
138,문동주,4,6,3,3,1,5,1,19,18,89,15.0,5.0,6.0,0.0,3.69,2023,07,06,한화,롯데,홈,20230706LTHH02023
139,이태양,1,0,0,0,0,1,0,3,3,14,31.0,1.0,0.0,0.0,2.3,2023,07,06,한화,롯데,홈,20230706LTHH02023
140,주현상,1,0,0,0,0,1,0,3,3,9,15.0,0.0,1.0,0.0,2.6,2023,07,06,한화,롯데,홈,20230706LTHH02023
141,윤대경,1,1,1,1,0,1,1,4,4,18,25.0,2.0,0.0,0.0,1.71,2023,07,06,한화,롯데,홈,20230706LTHH02023
142,장시환,1,0,0,0,1,1,0,4,3,15,4.0,0.0,1.0,0.0,9.0,2023,07,06,한화,롯데,홈,20230706LTHH02023
143,정우람,1,0,0,0,0,1,0,3,3,15,31.0,0.0,1.0,0.0,3.65,2023,07,06,한화,롯데,홈,20230706LTHH02023
144,반즈,6,7,2,2,0,3,1,25,25,99,15.0,5.0,5.0,0.0,3.98,2023,07,06,한화,롯데,원정,20230706LTHH02023
145,김진욱,0 ⅓,1,1,1,1,0,0,3,1,9,35.0,2.0,1.0,0.0,3.9,2023,07,06,한화,롯데,원정,20230706LTHH02023
146,한현희,0,0,0,0,1,0,0,1,0,4,19.0,4.0,8.0,0.0,5.4,2023,07,06,한화,롯데,원정,20230706LTHH02023
147,구승민,1 ⅔,0,0,0,1,1,0,6,5,27,37.0,0.0,4.0,3.0,4.11,2023,07,06,한화,롯데,원정,20230706LTHH02023
148,김원중,1,0,0,0,2,1,0,5,3,17,34.0,5.0,1.0,15.0,2.91,2023,07,06,한화,롯데,원정,20230706LTHH02023
149,후라도,7,4,2,2,1,10,0,26,25,101,17.0,5.0,8.0,0.0,2.87,2023,07,06,키움,NC,홈,20230706NCWO02023
150,원종현,0 ⅔,2,2,2,0,1,0,4,4,19,20.0,1.0,1.0,0.0,5.79,2023,07,06,키움,NC,홈,20230706NCWO02023
151,양현,0 ⅓,2,0,0,0,0,0,2,2,6,36.0,0.0,3.0,0.0,3.6,2023,07,06,키움,NC,홈,20230706NCWO02023
152,임창민,1,0,0,0,0,1,0,3,3,12,31.0,1.0,1.0,13.0,1.91,2023,07,06,키움,NC,홈,20230706NCWO02023
153,이명종,1,1,1,1,1,1,0,5,3,17,18.0,4.0,2.0,0.0,3.63,2023,07,06,키움,NC,홈,20230706NCWO02023
154,와이드너,4 ⅓,5,3,2,2,2,0,20,17,85,7.0,2.0,2.0,0.0,5.35,2023,07,06,키움,NC,원정,20230706NCWO02023
155,김영규,1,1,1,1,0,0,0,4,3,13,33.0,0.0,3.0,0.0,3.38,2023,07,06,키움,NC,원정,20230706NCWO02023
156,조민석,0 ⅔,1,0,0,0,1,0,3,3,14,26.0,1.0,0.0,0.0,2.96,2023,07,06,키움,NC,원정,20230706NCWO02023
157,임정호,0 ⅔,0,0,0,1,1,0,3,2,12,35.0,0.0,1.0,0.0,3.86,2023,07,06,키움,NC,원정,20230706NCWO02023
158,류진욱,1 ⅓,0,0,0,0,1,0,4,4,19,31.0,0.0,3.0,0.0,1.78,2023,07,06,키움,NC,원정,20230706NCWO02023
159,김시훈,1,1,0,0,0,1,0,4,3,11,35.0,3.0,1.0,3.0,3.6,2023,07,06,키움,NC,원정,20230706NCWO02023
160,이용찬,1,0,0,0,1,0,0,4,3,19,28.0,2.0,2.0,12.0,4.71,2023,07,06,키움,NC,원정,20230706NCWO02023
161,최채흥,3,7,3,3,1,2,0,17,16,75,5.0,0.0,2.0,0.0,7.78,2023,07,06,삼성,두산,홈,20230706OBSS02023
162,김태훈,2,0,0,0,1,0,0,7,6,28,34.0,2.0,3.0,2.0,7.31,2023,07,06,삼성,두산,홈,20230706OBSS02023
163,우규민,1,2,0,0,0,1,0,5,5,15,28.0,2.0,0.0,0.0,5.24,2023,07,06,삼성,두산,홈,20230706OBSS02023
164,노건우,1,2,1,1,0,0,0,5,5,14,2.0,0.0,0.0,0.0,4.5,2023,07,06,삼성,두산,홈,20230706OBSS02023
165,최지광,1,0,0,0,0,1,0,3,3,14,5.0,0.0,0.0,0.0,6.23,2023,07,06,삼성,두산,홈,20230706OBSS02023
166,오승환,1,1,1,1,0,0,1,4,4,11,26.0,2.0,3.0,10.0,4.8,2023,07,06,삼성,두산,홈,20230706OBSS02023
167,브랜든,7,4,1,1,2,11,0,27,25,98,3.0,1.0,1.0,0.0,0.9,2023,07,06,삼성,두산,원정,20230706OBSS02023
168,정철원,1,0,0,0,0,1,0,3,3,9,37.0,5.0,2.0,2.0,3.96,2023,07,06,삼성,두산,원정,20230706OBSS02023
169,박치국,1,1,0,0,0,0,0,4,4,15,39.0,3.0,0.0,2.0,3.0,2023,07,06,삼성,두산,원정,20230706OBSS02023
170,엄상백,7,4,2,2,2,6,0,27,25,102,14.0,3.0,6.0,0.0,3.8,2023,07,07,KT,KIA,홈,20230707HTKT02023
171,손동현,1 ⅓,3,2,2,0,1,0,7,7,23,34.0,3.0,4.0,1.0,4.38,2023,07,07,KT,KIA,홈,20230707HTKT02023
172,박세진,0 ⅓,0,0,0,0,0,0,1,1,6,11.0,0.0,1.0,0.0,4.7,2023,07,07,KT,KIA,홈,20230707HTKT02023
173,김재윤,0,2,2,2,0,0,0,2,2,7,28.0,3.0,2.0,12.0,1.71,2023,07,07,KT,KIA,홈,20230707HTKT02023
174,이선우,0 ⅓,1,0,0,0,1,0,2,2,6,18.0,0.0,1.0,0.0,3.21,2023,07,07,KT,KIA,홈,20230707HTKT02023
175,김건국,0 ⅔,1,0,0,1,1,0,4,3,18,2.0,0.0,0.0,0.0,5.4,2023,07,07,KT,KIA,원정,20230707HTKT02023
176,김재열,4,4,2,2,2,3,0,19,16,80,3.0,0.0,0.0,0.0,9.0,2023,07,07,KT,KIA,원정,20230707HTKT02023
177,윤중현,0 ⅓,1,0,0,0,0,0,2,2,5,6.0,0.0,0.0,0.0,8.1,2023,07,07,KT,KIA,원정,20230707HTKT02023
178,임기영,1 ⅓,1,0,0,0,2,0,5,5,20,32.0,1.0,1.0,2.0,2.7,2023,07,07,KT,KIA,원정,20230707HTKT02023
179,최지민,1 ⅔,0,0,0,0,0,0,5,5,15,35.0,3.0,2.0,3.0,1.8,2023,07,07,KT,KIA,원정,20230707HTKT02023
180,전상현,1,0,0,0,0,1,0,3,3,11,31.0,1.0,1.0,0.0,2.88,2023,07,07,KT,KIA,원정,20230707HTKT02023
181,곽빈,5,2,0,0,2,5,0,19,16,104,12.0,8.0,2.0,0.0,2.08,2023,07,07,두산,키움,홈,20230707WOOB02023
182,김명신,1,1,0,0,0,0,0,3,3,14,33.0,2.0,2.0,0.0,3.05,2023,07,07,두산,키움,홈,20230707WOOB02023
183,박치국,1,0,0,0,0,1,0,3,3,11,40.0,3.0,0.0,2.0,2.91,2023,07,07,두산,키움,홈,20230707WOOB02023
184,김강률,1,1,0,0,0,1,0,4,4,18,6.0,0.0,0.0,0.0,13.5,2023,07,07,두산,키움,홈,20230707WOOB02023
