,투수명,이닝,피안타,실점,자책,4사구,삼진,피홈런,타자,타수,투구수,경기,승리,패전,세이브,평균자책,연도,월,일,소속팀,상대팀,경기장,matchid
40,진명호,1 ⅓,2,1,1,0,0,0,5,5,19,1.0,0.0,0.0,0.0,6.75,2019,03,23,롯데,키움,홈,20190323WOLT02019
41,고효준,1,2,1,1,0,1,0,5,4,15,1.0,0.0,0.0,0.0,9.0,2019,03,23,롯데,키움,홈,20190323WOLT02019
42,이인복,0 ⅔,1,0,0,1,1,0,4,3,19,1.0,0.0,0.0,0.0,0.0,2019,03,23,롯데,키움,홈,20190323WOLT02019
43,차재용,1,0,0,0,0,0,0,3,3,7,1.0,0.0,0.0,0.0,0.0,2019,03,23,롯데,키움,홈,20190323WOLT02019
44,브리검,5,6,4,3,2,6,0,24,22,86,1.0,1.0,0.0,0.0,5.4,2019,03,23,롯데,키움,원정,20190323WOLT02019
45,김상수,1,1,0,0,0,1,0,4,4,12,1.0,0.0,0.0,0.0,0.0,2019,03,23,롯데,키움,원정,20190323WOLT02019
46,한현희,1,0,0,0,0,1,0,3,3,9,1.0,0.0,0.0,0.0,0.0,2019,03,23,롯데,키움,원정,20190323WOLT02019
47,이보근,1,0,0,0,0,0,0,3,3,9,1.0,0.0,0.0,0.0,0.0,2019,03,23,롯데,키움,원정,20190323WOLT02019
48,조상우,1,0,0,0,0,3,0,3,3,12,1.0,0.0,0.0,1.0,0.0,2019,03,23,롯데,키움,원정,20190323WOLT02019
49,이용찬,6,4,6,2,3,9,0,27,24,103,1.0,0.0,1.0,0.0,3.0,2019,03,24,두산,한화,홈,20190324HHOB02019
50,이형범,1,1,0,0,0,1,0,3,3,11,1.0,0.0,0.0,0.0,0.0,2019,03,24,두산,한화,홈,20190324HHOB02019
51,최대성,0,0,3,2,2,0,0,3,1,12,1.0,0.0,0.0,0.0,0.0,2019,03,24,두산,한화,홈,20190324HHOB02019
52,이현호,2,4,2,2,0,1,0,10,9,30,1.0,0.0,0.0,0.0,9.0,2019,03,24,두산,한화,홈,20190324HHOB02019
53,채드벨,8,1,0,0,1,8,0,25,24,95,1.0,1.0,0.0,0.0,0.0,2019,03,24,두산,한화,원정,20190324HHOB02019
54,장민재,1,2,1,1,1,0,0,5,4,18,1.0,0.0,0.0,0.0,9.0,2019,03,24,두산,한화,원정,20190324HHOB02019
55,산체스,5,6,3,3,4,7,0,24,20,96,1.0,0.0,0.0,0.0,5.4,2019,03,24,SK,KT,홈,20190324KTSK02019
56,박민호,1,1,0,0,0,1,0,4,4,15,1.0,0.0,0.0,0.0,0.0,2019,03,24,SK,KT,홈,20190324KTSK02019
57,서진용,1,0,0,0,0,1,0,3,3,7,1.0,0.0,0.0,0.0,0.0,2019,03,24,SK,KT,홈,20190324KTSK02019
58,강지광,1,0,0,0,0,0,0,3,3,10,1.0,1.0,0.0,0.0,0.0,2019,03,24,SK,KT,홈,20190324KTSK02019
59,김태훈,1,0,0,0,0,1,0,3,3,11,2.0,0.0,0.0,2.0,0.0,2019,03,24,SK,KT,홈,20190324KTSK02019
60,금민철,4,6,2,2,1,1,1,19,18,85,1.0,0.0,0.0,0.0,4.5,2019,03,24,SK,KT,원정,20190324KTSK02019
61,손동현,2,0,0,0,1,2,0,7,6,38,1.0,0.0,0.0,0.0,0.0,2019,03,24,SK,KT,원정,20190324KTSK02019
62,정성곤,1,0,0,0,0,2,0,3,3,9,2.0,0.0,1.0,0.0,4.5,2019,03,24,SK,KT,원정,20190324KTSK02019
63,엄상백,0 ⅓,3,4,4,1,0,1,5,4,20,2.0,0.0,1.0,0.0,67.5,2019,03,24,SK,KT,원정,20190324KTSK02019
64,김재윤,0 ⅔,0,0,0,0,0,0,2,2,9,1.0,0.0,0.0,0.0,0.0,2019,03,24,SK,KT,원정,20190324KTSK02019
65,터너,5,10,8,7,2,1,2,29,27,97,1.0,0.0,1.0,0.0,12.6,2019,03,24,KIA,LG,홈,20190324LGHT02019
66,황인준,1,0,0,0,0,1,0,3,3,12,1.0,0.0,0.0,0.0,0.0,2019,03,24,KIA,LG,홈,20190324LGHT02019
67,김기훈,1 ⅓,0,1,1,4,1,0,7,3,43,1.0,0.0,0.0,0.0,6.75,2019,03,24,KIA,LG,홈,20190324LGHT02019
68,이민우,1 ⅔,2,0,0,0,2,0,7,7,26,1.0,0.0,0.0,0.0,0.0,2019,03,24,KIA,LG,홈,20190324LGHT02019
69,켈리,6,6,3,1,0,5,0,25,25,87,1.0,1.0,0.0,0.0,1.5,2019,03,24,KIA,LG,원정,20190324LGHT02019
70,고우석,1,0,0,0,0,2,0,3,3,13,1.0,0.0,0.0,0.0,0.0,2019,03,24,KIA,LG,원정,20190324LGHT02019
71,진해수,1,1,0,0,0,1,0,3,3,9,1.0,0.0,0.0,0.0,0.0,2019,03,24,KIA,LG,원정,20190324LGHT02019
72,정우영,1,2,0,0,0,2,0,5,5,15,1.0,0.0,0.0,0.0,0.0,2019,03,24,KIA,LG,원정,20190324LGHT02019
73,루친스키,5,1,1,1,7,3,0,22,14,82,1.0,0.0,0.0,0.0,1.8,2019,03,24,NC,삼성,홈,20190324SSNC02019
74,박진우,0 ⅔,0,0,0,1,1,0,3,2,11,1.0,0.0,0.0,0.0,0.0,2019,03,24,NC,삼성,홈,20190324SSNC02019
75,장현식,0 ⅔,0,2,0,1,0,0,4,3,14,1.0,0.0,0.0,0.0,0.0,2019,03,24,NC,삼성,홈,20190324SSNC02019
76,김진성,1,2,1,1,0,2,0,5,5,24,2.0,0.0,1.0,0.0,5.4,2019,03,24,NC,삼성,홈,20190324SSNC02019
77,배재환,1 ⅔,2,0,0,1,1,0,8,6,27,2.0,0.0,0.0,0.0,0.0,2019,03,24,NC,삼성,홈,20190324SSNC02019
78,백정현,5 ⅓,8,3,3,1,2,1,26,25,93,1.0,0.0,0.0,0.0,5.06,2019,03,24,NC,삼성,원정,20190324SSNC02019
79,이승현,0 ⅔,0,0,0,0,1,0,2,2,5,2.0,0.0,0.0,0.0,0.0,2019,03,24,NC,삼성,원정,20190324SSNC02019
80,권오준,1,0,0,0,0,1,0,3,3,12,1.0,1.0,0.0,0.0,0.0,2019,03,24,NC,삼성,원정,20190324SSNC02019
81,장필준,1,0,0,0,0,1,0,4,4,13,2.0,0.0,0.0,0.0,0.0,2019,03,24,NC,삼성,원정,20190324SSNC02019
82,우규민,1,0,0,0,0,0,0,3,3,13,1.0,0.0,0.0,1.0,0.0,2019,03,24,NC,삼성,원정,20190324SSNC02019
83,김원중,5 ⅓,4,2,2,1,6,0,21,20,98,1.0,0.0,0.0,0.0,3.38,2019,03,24,롯데,키움,홈,20190324WOLT02019
84,진명호,0 ⅔,1,0,0,0,2,0,3,3,10,2.0,1.0,0.0,0.0,4.5,2019,03,24,롯데,키움,홈,20190324WOLT02019
85,고효준,1,1,0,0,0,2,0,4,4,15,2.0,0.0,0.0,0.0,4.5,2019,03,24,롯데,키움,홈,20190324WOLT02019
86,구승민,1,0,0,0,1,1,0,4,3,16,1.0,0.0,0.0,0.0,0.0,2019,03,24,롯데,키움,홈,20190324WOLT02019
87,손승락,1,0,0,0,0,1,0,3,3,11,1.0,0.0,0.0,0.0,0.0,2019,03,24,롯데,키움,홈,20190324WOLT02019
88,요키시,5 ⅔,5,4,4,1,4,1,23,21,94,1.0,0.0,1.0,0.0,6.35,2019,03,24,롯데,키움,원정,20190324WOLT02019
89,양현,1,1,2,2,1,2,0,5,3,21,1.0,0.0,0.0,0.0,18.0,2019,03,24,롯데,키움,원정,20190324WOLT02019
90,김성민,0 ⅓,1,0,0,0,0,0,2,2,16,1.0,0.0,0.0,0.0,0.0,2019,03,24,롯데,키움,원정,20190324WOLT02019
91,박주성,1,2,0,0,0,1,0,5,5,13,1.0,0.0,0.0,0.0,0.0,2019,03,24,롯데,키움,원정,20190324WOLT02019
92,임기영,4,8,8,8,4,4,3,22,18,79,1.0,0.0,1.0,0.0,18.0,2019,03,26,KIA,한화,홈,20190326HHHT02019
93,이준영,2,5,4,4,2,2,0,12,10,37,2.0,0.0,0.0,0.0,13.5,2019,03,26,KIA,한화,홈,20190326HHHT02019
94,황인준,1,1,0,0,0,0,0,4,3,16,2.0,0.0,0.0,0.0,0.0,2019,03,26,KIA,한화,홈,20190326HHHT02019
95,이민우,2,2,1,1,1,1,0,8,7,22,2.0,0.0,0.0,0.0,2.45,2019,03,26,KIA,한화,홈,20190326HHHT02019
96,김재영,2 ⅔,7,5,5,2,1,0,17,15,74,1.0,0.0,0.0,0.0,16.88,2019,03,26,KIA,한화,원정,20190326HHHT02019
97,안영명,2 ⅓,0,0,0,2,1,0,9,7,45,1.0,1.0,0.0,0.0,0.0,2019,03,26,KIA,한화,원정,20190326HHHT02019
98,송은범,2,0,0,0,0,2,0,7,7,18,2.0,0.0,0.0,0.0,0.0,2019,03,26,KIA,한화,원정,20190326HHHT02019
99,서균,0 ⅓,0,1,0,0,0,0,2,2,6,1.0,0.0,0.0,0.0,0.0,2019,03,26,KIA,한화,원정,20190326HHHT02019
100,김범수,0 ⅓,1,1,1,2,1,0,4,2,16,2.0,0.0,1.0,0.0,81.0,2019,03,26,KIA,한화,원정,20190326HHHT02019
101,이태양,1,0,0,0,1,2,0,4,3,19,2.0,0.0,0.0,0.0,0.0,2019,03,26,KIA,한화,원정,20190326HHHT02019
102,정우람,0 ⅓,0,0,0,0,1,0,1,1,3,1.0,0.0,0.0,0.0,0.0,2019,03,26,KIA,한화,원정,20190326HHHT02019
103,이재학,5,5,3,2,1,10,0,22,21,92,1.0,0.0,0.0,0.0,3.6,2019,03,26,NC,KT,홈,20190326KTNC02019
104,홍성무,1,2,2,2,1,0,1,6,5,21,1.0,0.0,0.0,0.0,18.0,2019,03,26,NC,KT,홈,20190326KTNC02019
105,강윤구,1,1,0,0,0,1,0,3,3,11,1.0,0.0,0.0,0.0,0.0,2019,03,26,NC,KT,홈,20190326KTNC02019
106,장현식,1,0,0,0,2,3,0,5,3,29,2.0,0.0,0.0,0.0,0.0,2019,03,26,NC,KT,홈,20190326KTNC02019
107,원종현,1,3,2,2,1,0,0,6,5,14,1.0,0.0,0.0,0.0,18.0,2019,03,26,NC,KT,홈,20190326KTNC02019
108,배재환,1,1,0,0,0,2,0,4,4,24,3.0,0.0,0.0,0.0,0.0,2019,03,26,NC,KT,홈,20190326KTNC02019
109,윤지웅,1,1,1,0,1,0,1,5,4,18,2.0,1.0,0.0,0.0,0.0,2019,03,26,NC,KT,홈,20190326KTNC02019
110,이대은,5,7,7,5,3,3,3,26,23,99,1.0,0.0,0.0,0.0,9.0,2019,03,26,NC,KT,원정,20190326KTNC02019
111,엄상백,2,2,0,0,1,2,0,8,7,41,3.0,0.0,1.0,0.0,16.88,2019,03,26,NC,KT,원정,20190326KTNC02019
112,전유수,1,0,0,0,0,1,0,3,3,15,1.0,0.0,0.0,0.0,0.0,2019,03,26,NC,KT,원정,20190326KTNC02019
113,정성곤,1,0,0,0,1,2,0,4,3,16,3.0,0.0,1.0,0.0,3.0,2019,03,26,NC,KT,원정,20190326KTNC02019
114,김재윤,1 ⅔,2,1,1,2,2,1,9,6,28,2.0,0.0,0.0,0.0,3.86,2019,03,26,NC,KT,원정,20190326KTNC02019
115,손동현,0,1,1,1,0,0,1,1,1,1,2.0,0.0,1.0,0.0,4.5,2019,03,26,NC,KT,원정,20190326KTNC02019
116,다익손,6,3,4,4,3,2,1,24,21,90,1.0,0.0,1.0,0.0,6.0,2019,03,26,SK,LG,홈,20190326LGSK02019
117,박민호,1,1,0,0,1,0,0,5,4,23,2.0,0.0,0.0,0.0,0.0,2019,03,26,SK,LG,홈,20190326LGSK02019
118,강지광,1,1,2,2,2,0,0,6,3,24,2.0,1.0,0.0,0.0,9.0,2019,03,26,SK,LG,홈,20190326LGSK02019
119,박정배,1,0,0,0,0,0,0,3,3,6,1.0,0.0,0.0,0.0,0.0,2019,03,26,SK,LG,홈,20190326LGSK02019
120,임찬규,5,8,3,3,0,7,1,21,21,84,1.0,1.0,0.0,0.0,5.4,2019,03,26,SK,LG,원정,20190326LGSK02019
121,정우영,2,0,0,0,0,2,0,6,6,21,2.0,0.0,0.0,0.0,0.0,2019,03,26,SK,LG,원정,20190326LGSK02019
122,진해수,0 ⅔,0,0,0,0,2,0,2,2,8,2.0,0.0,0.0,0.0,0.0,2019,03,26,SK,LG,원정,20190326LGSK02019
123,신정락,0 ⅓,0,0,0,0,0,0,1,1,4,2.0,0.0,0.0,0.0,0.0,2019,03,26,SK,LG,원정,20190326LGSK02019
124,정찬헌,1,0,0,0,0,1,0,3,3,11,2.0,0.0,0.0,2.0,0.0,2019,03,26,SK,LG,원정,20190326LGSK02019
125,톰슨,5 ⅔,2,0,0,2,5,0,21,19,82,1.0,1.0,0.0,0.0,0.0,2019,03,26,롯데,삼성,홈,20190326SSLT02019
126,진명호,1 ⅓,0,0,0,0,3,0,4,4,16,3.0,1.0,0.0,0.0,2.7,2019,03,26,롯데,삼성,홈,20190326SSLT02019
127,이인복,1,0,0,0,0,1,0,3,3,11,2.0,0.0,0.0,0.0,0.0,2019,03,26,롯데,삼성,홈,20190326SSLT02019
128,오현택,1,2,2,2,0,1,1,5,5,16,1.0,0.0,0.0,0.0,18.0,2019,03,26,롯데,삼성,홈,20190326SSLT02019
129,헤일리,6,6,3,3,1,3,0,25,24,110,1.0,0.0,1.0,0.0,4.5,2019,03,26,롯데,삼성,원정,20190326SSLT02019
130,홍정우,0 ⅓,3,4,3,1,0,0,6,5,29,2.0,0.0,0.0,0.0,20.25,2019,03,26,롯데,삼성,원정,20190326SSLT02019
131,원태인,0 ⅔,0,0,0,0,0,0,2,2,6,1.0,0.0,0.0,0.0,0.0,2019,03,26,롯데,삼성,원정,20190326SSLT02019
132,김대우,1,0,0,0,0,1,0,3,3,21,1.0,0.0,0.0,0.0,0.0,2019,03,26,롯데,삼성,원정,20190326SSLT02019
133,후랭코프,5,4,1,1,3,6,0,22,19,90,1.0,0.0,0.0,0.0,1.8,2019,03,26,두산,키움,홈,20190326WOOB02019
134,이현,1,0,0,0,0,1,0,3,3,13,2.0,0.0,0.0,0.0,0.0,2019,03,26,두산,키움,홈,20190326WOOB02019
135,윤명준,0 ⅔,1,0,0,1,1,0,4,3,20,2.0,0.0,0.0,0.0,6.75,2019,03,26,두산,키움,홈,20190326WOOB02019
136,이형범,0 ⅓,0,1,1,2,0,0,3,1,15,2.0,1.0,0.0,0.0,6.75,2019,03,26,두산,키움,홈,20190326WOOB02019
137,김승회,1,1,0,0,0,0,0,4,4,18,2.0,0.0,0.0,0.0,0.0,2019,03,26,두산,키움,홈,20190326WOOB02019
138,박치국,1,0,0,0,0,0,0,3,3,12,2.0,1.0,0.0,0.0,5.4,2019,03,26,두산,키움,홈,20190326WOOB02019
139,최원태,5,2,0,0,2,2,0,18,16,90,1.0,0.0,0.0,0.0,0.0,2019,03,26,두산,키움,원정,20190326WOOB02019
140,한현희,0 ⅔,1,1,1,2,0,0,5,3,15,2.0,0.0,0.0,0.0,5.4,2019,03,26,두산,키움,원정,20190326WOOB02019
141,이보근,0 ⅔,1,4,4,3,0,0,6,3,29,2.0,0.0,1.0,0.0,21.6,2019,03,26,두산,키움,원정,20190326WOOB02019
142,김상수,0 ⅓,3,2,2,0,1,1,4,4,12,2.0,0.0,0.0,0.0,13.5,2019,03,26,두산,키움,원정,20190326WOOB02019
143,김동준,1 ⅓,0,0,0,0,2,0,4,4,16,1.0,0.0,0.0,0.0,0.0,2019,03,26,두산,키움,원정,20190326WOOB02019
144,윌랜드,6,7,3,2,4,3,1,28,24,97,1.0,1.0,0.0,0.0,3.0,2019,03,27,KIA,한화,홈,20190327HHHT02019
145,고영창,1,0,0,0,0,0,0,3,3,15,2.0,0.0,0.0,0.0,0.0,2019,03,27,KIA,한화,홈,20190327HHHT02019
146,하준영,1,0,0,0,1,2,0,4,3,18,2.0,0.0,0.0,0.0,0.0,2019,03,27,KIA,한화,홈,20190327HHHT02019
147,김윤동,1,2,1,1,0,2,0,5,5,23,2.0,0.0,0.0,0.0,6.75,2019,03,27,KIA,한화,홈,20190327HHHT02019
148,김성훈,3 ⅓,4,4,4,6,2,1,19,13,82,1.0,0.0,1.0,0.0,10.8,2019,03,27,KIA,한화,원정,20190327HHHT02019
149,임준섭,1,3,3,3,2,2,0,8,6,36,1.0,0.0,0.0,0.0,27.0,2019,03,27,KIA,한화,원정,20190327HHHT02019
150,장민재,2 ⅔,4,1,1,1,4,0,13,12,42,2.0,0.0,0.0,0.0,4.91,2019,03,27,KIA,한화,원정,20190327HHHT02019
151,서균,1,2,1,1,0,0,0,5,5,18,2.0,0.0,0.0,0.0,6.75,2019,03,27,KIA,한화,원정,20190327HHHT02019
152,김영규,6,5,1,1,3,1,0,26,22,86,1.0,1.0,0.0,0.0,1.5,2019,03,27,NC,KT,홈,20190327KTNC02019
153,배재환,1,0,0,0,1,2,0,4,3,18,4.0,0.0,0.0,0.0,0.0,2019,03,27,NC,KT,홈,20190327KTNC02019
154,강윤구,1,1,0,0,0,1,0,3,3,12,2.0,0.0,0.0,0.0,0.0,2019,03,27,NC,KT,홈,20190327KTNC02019
155,원종현,1,2,0,0,0,1,0,5,5,20,2.0,0.0,0.0,1.0,9.0,2019,03,27,NC,KT,홈,20190327KTNC02019
156,김민,7,6,4,3,0,7,1,26,26,84,1.0,0.0,1.0,0.0,3.86,2019,03,27,NC,KT,원정,20190327KTNC02019
157,주권,1,0,0,0,1,0,0,3,2,11,1.0,0.0,0.0,0.0,0.0,2019,03,27,NC,KT,원정,20190327KTNC02019
158,박종훈,6,5,0,0,4,5,0,26,22,96,1.0,0.0,0.0,0.0,0.0,2019,03,27,SK,LG,홈,20190327LGSK02019
159,김택형,1,0,0,0,0,1,0,3,3,11,2.0,0.0,0.0,0.0,0.0,2019,03,27,SK,LG,홈,20190327LGSK02019
160,하재훈,1,1,1,1,2,0,0,5,3,16,2.0,1.0,0.0,0.0,4.5,2019,03,27,SK,LG,홈,20190327LGSK02019
161,김태훈,1,1,0,0,0,0,0,4,4,13,3.0,0.0,0.0,2.0,0.0,2019,03,27,SK,LG,홈,20190327LGSK02019
162,서진용,1,2,0,0,0,3,0,5,5,22,2.0,0.0,0.0,0.0,0.0,2019,03,27,SK,LG,홈,20190327LGSK02019
163,박정배,1,0,0,0,0,1,0,3,3,12,2.0,1.0,0.0,0.0,0.0,2019,03,27,SK,LG,홈,20190327LGSK02019
164,배재준,6,3,1,1,1,4,1,22,21,88,1.0,0.0,0.0,0.0,1.5,2019,03,27,SK,LG,원정,20190327LGSK02019
165,고우석,1 ⅔,0,0,0,0,2,0,5,5,23,2.0,0.0,0.0,0.0,0.0,2019,03,27,SK,LG,원정,20190327LGSK02019
166,이우찬,0 ⅔,0,0,0,0,1,0,2,2,5,1.0,0.0,0.0,0.0,0.0,2019,03,27,SK,LG,원정,20190327LGSK02019
167,신정락,1 ⅔,0,0,0,0,3,0,6,6,24,3.0,0.0,0.0,0.0,0.0,2019,03,27,SK,LG,원정,20190327LGSK02019
168,진해수,0 ⅓,1,1,1,1,0,0,3,2,8,3.0,0.0,1.0,0.0,4.5,2019,03,27,SK,LG,원정,20190327LGSK02019
169,여건욱,0,1,0,0,0,0,0,1,1,6,1.0,0.0,0.0,0.0,0.0,2019,03,27,SK,LG,원정,20190327LGSK02019
170,장시환,2 ⅔,6,6,6,3,3,2,16,13,68,1.0,0.0,1.0,0.0,20.25,2019,03,27,롯데,삼성,홈,20190327SSLT02019
171,차재용,0 ⅔,2,1,1,1,1,0,5,4,15,2.0,0.0,0.0,0.0,5.4,2019,03,27,롯데,삼성,홈,20190327SSLT02019
172,오현택,1,3,3,3,0,1,3,6,6,20,2.0,0.0,0.0,0.0,22.5,2019,03,27,롯데,삼성,홈,20190327SSLT02019
173,정성종,2 ⅔,3,3,3,5,4,1,16,11,78,2.0,0.0,0.0,0.0,7.36,2019,03,27,롯데,삼성,홈,20190327SSLT02019
174,이인복,2,10,10,8,2,1,2,19,17,60,3.0,0.0,0.0,0.0,19.64,2019,03,27,롯데,삼성,홈,20190327SSLT02019
175,최충연,3,5,3,3,4,2,1,18,14,77,1.0,0.0,0.0,0.0,9.0,2019,03,27,롯데,삼성,원정,20190327SSLT02019
176,김대우,3,1,1,1,0,2,1,10,10,37,2.0,1.0,0.0,0.0,2.25,2019,03,27,롯데,삼성,원정,20190327SSLT02019
177,이승현,1 ⅓,1,0,0,1,2,0,6,5,22,3.0,0.0,0.0,0.0,0.0,2019,03,27,롯데,삼성,원정,20190327SSLT02019
178,최지광,1 ⅔,1,0,0,0,1,0,6,6,22,2.0,0.0,0.0,0.0,0.0,2019,03,27,롯데,삼성,원정,20190327SSLT02019
179,유희관,7,5,2,2,1,4,1,27,26,99,1.0,0.0,0.0,0.0,2.57,2019,03,27,두산,키움,홈,20190327WOOB02019
180,김승회,1 ⅓,0,0,0,1,2,0,5,4,21,3.0,0.0,0.0,0.0,0.0,2019,03,27,두산,키움,홈,20190327WOOB02019
181,함덕주,1 ⅔,1,0,0,0,1,0,6,5,24,2.0,1.0,0.0,1.0,0.0,2019,03,27,두산,키움,홈,20190327WOOB02019
182,이승호,7,6,2,2,3,6,0,24,21,94,1.0,0.0,0.0,0.0,2.57,2019,03,27,두산,키움,원정,20190327WOOB02019
183,오주원,1,1,0,0,1,0,0,4,3,13,1.0,0.0,0.0,0.0,0.0,2019,03,27,두산,키움,원정,20190327WOOB02019
